DQ_pct_X,TBZ_pct_Y,THI_pct_Z,condition
0.0,25.0,75.0,DQ0-TB50-TH150
4.5776,43.5582,51.8642,
,,,
0.0,16.666666666666668,83.33333333333333,DQ0-TB50-TH250
19.6366,20.1115,60.2519,
,,,
0.0,9.090909090909092,90.9090909090909,DQ0-TB50-TH500
21.534,6.7421,71.7239,
,,,
0.0,75.0,25.0,DQ0-TB150-TH50
15.6249,56.4333,27.9418,
,,,
0.0,83.33333333333333,16.666666666666668,DQ0-TB250-TH50
20.0661,42.4754,37.4584,
,,,
0.0,90.9090909090909,9.090909090909092,DQ0-TB500-TH50
11.0689,66.9278,22.0033,
,,,
0.0,50.0,50.0,DQ0-TB500-TH500
4.2793,48.541,47.1797,
,,,
4.721030042918455,47.63948497854077,47.63948497854077,DQ33-TB333-TH333
25.9116,7.1809,66.9075,
,,,
25.0,0.0,75.0,DQ50-TB0-TH150
18.8278,6.1288,75.0434,
,,,
16.666666666666668,0.0,83.33333333333333,DQ50-TB0-TH250
22.2519,10.6195,67.1287,
,,,
9.090909090909092,0.0,90.9090909090909,DQ50-TB0-TH500
23.9464,5.3001,70.7535,
,,,
25.0,75.0,0.0,DQ50-TB150-TH0
44.9169,46.1158,8.9673,
,,,
16.666666666666668,83.33333333333333,0.0,DQ50-TB250-TH0
13.8129,73.1654,13.0218,
,,,
9.090909090909092,90.9090909090909,0.0,DQ50-TB500-TH0
18.4754,76.77,4.7546,
,,,
75.0,0.0,25.0,DQ150-TB0-TH50
50.7502,3.6239,45.6259,
,,,
75.0,25.0,0.0,DQ150-TB50-TH0
72.5329,26.9873,0.4798,
,,,
83.33333333333333,0.0,16.666666666666668,DQ250-TB0-TH50
37.0783,13.43,49.4917,
,,,
83.33333333333333,16.666666666666668,0.0,DQ250-TB50-TH0
28.6554,69.3728,1.9718,
,,,
47.63948497854077,4.721030042918455,47.63948497854077,DQ333-TB33-TH333
22.3529,9.3522,68.2949,
,,,
47.63948497854077,47.63948497854077,4.721030042918455,DQ333-TB333-TH33
49.209,27.2803,23.5107,
,,,
33.333333333333336,33.333333333333336,33.333333333333336,DQ333-TB333-TH333
28.7832,17.2491,53.9678,
,,,
90.9090909090909,0.0,9.090909090909092,DQ500-TB0-TH50
72.4546,5.6623,21.8831,
,,,
50.0,0.0,50.0,DQ500-TB0-TH500
32.9693,12.2105,54.8202,
,,,
90.9090909090909,9.090909090909092,0.0,DQ500-TB50-TH0
50.7213,46.975,2.3037,
,,,
50.0,50.0,0.0,DQ500-TB500-TH0
58.7968,32.9767,8.2265,
,,,
