condition,substance,E_pixel,thi_share_pct,total_uM
DQ3-TB12-TH12,DQ,2.731,44.44,27.0
DQ3-TB12-TH12,DQ,2.2588,44.44,27.0
DQ3-TB12-TH12,DQ,2.323,44.44,27.0
DQ3-TB12-TH12,DQ,2.0522,44.44,27.0
DQ3-TB12-TH12,DQ,1.3756,44.44,27.0
DQ3-TB12-TH12,DQ,1.6387,44.44,27.0
DQ3-TB12-TH12,DQ,2.4092,44.44,27.0
DQ3-TB12-TH12,DQ,1.4698,44.44,27.0
DQ3-TB12-TH12,DQ,2.1491,44.44,27.0
DQ3-TB12-TH12,DQ,1.9962,44.44,27.0
DQ3-TB12-TH12,DQ,1.8266,44.44,27.0
DQ3-TB12-TH12,DQ,2.7175,44.44,27.0
DQ3-TB12-TH12,DQ,1.8373,44.44,27.0
DQ3-TB12-TH12,DQ,1.4926,44.44,27.0
DQ3-TB12-TH12,DQ,1.6483,44.44,27.0
DQ3-TB12-TH12,DQ,1.719,44.44,27.0
DQ3-TB12-TH12,DQ,1.794,44.44,27.0
DQ3-TB12-TH12,DQ,2.1608,44.44,27.0
DQ3-TB12-TH12,DQ,1.4366,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4072,44.44,27.0
DQ3-TB12-TH12,TBZ,0.2189,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3988,44.44,27.0
DQ3-TB12-TH12,TBZ,0.6401,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3212,44.44,27.0
DQ3-TB12-TH12,TBZ,0.615,44.44,27.0
DQ3-TB12-TH12,TBZ,0.2633,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4039,44.44,27.0
DQ3-TB12-TH12,TBZ,0.2836,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3633,44.44,27.0
DQ3-TB12-TH12,TBZ,0.2181,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3249,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4149,44.44,27.0
DQ3-TB12-TH12,TBZ,0.6168,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3794,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3749,44.44,27.0
DQ3-TB12-TH12,TBZ,0.2544,44.44,27.0
DQ3-TB12-TH12,TBZ,0.1224,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3266,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3143,44.44,27.0
DQ3-TB12-TH12,TBZ,0.5057,44.44,27.0
DQ3-TB12-TH12,TBZ,0.6977,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4138,44.44,27.0
DQ3-TB12-TH12,TBZ,0.1734,44.44,27.0
DQ3-TB12-TH12,TBZ,0.366,44.44,27.0
DQ3-TB12-TH12,TBZ,0.2871,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3203,44.44,27.0
DQ3-TB12-TH12,TBZ,0.577,44.44,27.0
DQ3-TB12-TH12,TBZ,0.287,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3076,44.44,27.0
DQ3-TB12-TH12,TBZ,0.5346,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4552,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3539,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4503,44.44,27.0
DQ3-TB12-TH12,TBZ,0.2659,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3524,44.44,27.0
DQ3-TB12-TH12,TBZ,0.5771,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3107,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3582,44.44,27.0
DQ3-TB12-TH12,TBZ,0.496,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4689,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4082,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4242,44.44,27.0
DQ3-TB12-TH12,TBZ,0.5831,44.44,27.0
DQ3-TB12-TH12,TBZ,0.368,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3018,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3448,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4013,44.44,27.0
DQ3-TB12-TH12,TBZ,0.6666,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3342,44.44,27.0
DQ3-TB12-TH12,TBZ,0.1942,44.44,27.0
DQ3-TB12-TH12,TBZ,0.5282,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3414,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4931,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4009,44.44,27.0
DQ3-TB12-TH12,TBZ,0.2006,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3511,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3961,44.44,27.0
DQ3-TB12-TH12,TBZ,0.2769,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3603,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3535,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3872,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4149,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4725,44.44,27.0
DQ3-TB12-TH12,TBZ,0.1467,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4726,44.44,27.0
DQ3-TB12-TH12,TBZ,0.318,44.44,27.0
DQ3-TB12-TH12,TBZ,0.2329,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3897,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4734,44.44,27.0
DQ3-TB12-TH12,TBZ,0.8107,44.44,27.0
DQ3-TB12-TH12,TBZ,0.5043,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4406,44.44,27.0
DQ3-TB12-TH12,TBZ,0.7494,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4983,44.44,27.0
DQ3-TB12-TH12,TBZ,0.8262,44.44,27.0
DQ3-TB12-TH12,TBZ,0.5249,44.44,27.0
DQ3-TB12-TH12,TBZ,0.0394,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3415,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3201,44.44,27.0
DQ3-TB12-TH12,TBZ,0.1064,44.44,27.0
DQ3-TB12-TH12,TBZ,0.202,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3091,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3787,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4192,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3882,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4737,44.44,27.0
DQ3-TB12-TH12,TBZ,0.5991,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4488,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4547,44.44,27.0
DQ3-TB12-TH12,TBZ,0.4769,44.44,27.0
DQ3-TB12-TH12,TBZ,0.514,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3225,44.44,27.0
DQ3-TB12-TH12,TBZ,0.5975,44.44,27.0
DQ3-TB12-TH12,TBZ,0.5457,44.44,27.0
DQ3-TB12-TH12,TBZ,0.0989,44.44,27.0
DQ3-TB12-TH12,TBZ,0.421,44.44,27.0
DQ3-TB12-TH12,TBZ,0.3229,44.44,27.0
DQ3-TB12-TH12,TBZ,0.358,44.44,27.0
DQ3-TB12-TH12,TBZ,0.0504,44.44,27.0
DQ3-TB12-TH12,THI,1.5199,44.44,27.0
DQ3-TB12-TH12,THI,1.7778,44.44,27.0
DQ3-TB12-TH12,THI,1.4051,44.44,27.0
DQ3-TB12-TH12,THI,1.2797,44.44,27.0
DQ3-TB12-TH12,THI,1.5531,44.44,27.0
DQ3-TB12-TH12,THI,1.1702,44.44,27.0
DQ3-TB12-TH12,THI,1.6636,44.44,27.0
DQ3-TB12-TH12,THI,1.4947,44.44,27.0
DQ3-TB12-TH12,THI,1.5653,44.44,27.0
DQ3-TB12-TH12,THI,1.5177,44.44,27.0
DQ3-TB12-TH12,THI,1.7352,44.44,27.0
DQ3-TB12-TH12,THI,1.6032,44.44,27.0
DQ3-TB12-TH12,THI,1.3858,44.44,27.0
DQ3-TB12-TH12,THI,1.2024,44.44,27.0
DQ3-TB12-TH12,THI,1.4186,44.44,27.0
DQ3-TB12-TH12,THI,1.5334,44.44,27.0
DQ3-TB12-TH12,THI,1.5069,44.44,27.0
DQ3-TB12-TH12,THI,1.8223,44.44,27.0
DQ3-TB12-TH12,THI,1.5441,44.44,27.0
DQ3-TB12-TH12,THI,1.7342,44.44,27.0
DQ3-TB12-TH12,THI,1.5152,44.44,27.0
DQ3-TB12-TH12,THI,1.207,44.44,27.0
DQ3-TB12-TH12,THI,1.4665,44.44,27.0
DQ3-TB12-TH12,THI,1.5464,44.44,27.0
DQ3-TB12-TH12,THI,1.4674,44.44,27.0
DQ3-TB12-TH12,THI,1.3948,44.44,27.0
DQ3-TB12-TH12,THI,1.5955,44.44,27.0
DQ3-TB12-TH12,THI,1.3341,44.44,27.0
DQ3-TB12-TH12,THI,1.6457,44.44,27.0
DQ3-TB12-TH12,THI,1.5499,44.44,27.0
DQ3-TB12-TH12,THI,1.3196,44.44,27.0
DQ3-TB12-TH12,THI,1.4308,44.44,27.0
DQ3-TB12-TH12,THI,1.612,44.44,27.0
DQ3-TB12-TH12,THI,1.4479,44.44,27.0
DQ3-TB12-TH12,THI,1.6599,44.44,27.0
DQ3-TB12-TH12,THI,1.4758,44.44,27.0
DQ3-TB12-TH12,THI,1.3887,44.44,27.0
DQ3-TB12-TH12,THI,1.491,44.44,27.0
DQ3-TB12-TH12,THI,1.5759,44.44,27.0
DQ3-TB12-TH12,THI,1.2551,44.44,27.0
DQ3-TB12-TH12,THI,1.4163,44.44,27.0
DQ3-TB12-TH12,THI,1.5365,44.44,27.0
DQ3-TB12-TH12,THI,1.5623,44.44,27.0
DQ3-TB12-TH12,THI,1.2858,44.44,27.0
DQ3-TB12-TH12,THI,1.5628,44.44,27.0
DQ3-TB12-TH12,THI,1.567,44.44,27.0
DQ3-TB12-TH12,THI,1.5529,44.44,27.0
DQ3-TB12-TH12,THI,1.4596,44.44,27.0
DQ3-TB12-TH12,THI,1.2211,44.44,27.0
DQ3-TB12-TH12,THI,1.6289,44.44,27.0
DQ3-TB12-TH12,THI,1.8617,44.44,27.0
DQ3-TB12-TH12,THI,1.3542,44.44,27.0
DQ3-TB12-TH12,THI,1.555,44.44,27.0
DQ3-TB12-TH12,THI,1.403,44.44,27.0
DQ3-TB12-TH12,THI,1.587,44.44,27.0
DQ3-TB12-TH12,THI,1.6977,44.44,27.0
DQ3-TB12-TH12,THI,1.5873,44.44,27.0
DQ3-TB12-TH12,THI,1.6143,44.44,27.0
DQ3-TB12-TH12,THI,1.6929,44.44,27.0
DQ3-TB12-TH12,THI,1.5343,44.44,27.0
DQ3-TB12-TH12,THI,1.6218,44.44,27.0
DQ3-TB12-TH12,THI,1.3512,44.44,27.0
DQ3-TB12-TH12,THI,1.5454,44.44,27.0
DQ3-TB12-TH12,THI,1.5025,44.44,27.0
DQ3-TB12-TH12,THI,1.6532,44.44,27.0
DQ3-TB12-TH12,THI,1.4238,44.44,27.0
DQ3-TB12-TH12,THI,1.4818,44.44,27.0
DQ3-TB12-TH12,THI,1.8095,44.44,27.0
DQ3-TB12-TH12,THI,1.5131,44.44,27.0
DQ3-TB12-TH12,THI,1.4578,44.44,27.0
DQ3-TB12-TH12,THI,1.1448,44.44,27.0
DQ3-TB12-TH12,THI,1.4074,44.44,27.0
DQ3-TB12-TH12,THI,1.4397,44.44,27.0
DQ3-TB12-TH12,THI,1.1034,44.44,27.0
DQ3-TB12-TH12,THI,1.235,44.44,27.0
DQ3-TB12-TH12,THI,0.9859,44.44,27.0
DQ3-TB12-TH12,THI,1.2384,44.44,27.0
DQ3-TB12-TH12,THI,1.4598,44.44,27.0
DQ3-TB12-TH12,THI,1.4853,44.44,27.0
DQ3-TB12-TH12,THI,1.5299,44.44,27.0
DQ3-TB12-TH12,THI,1.7561,44.44,27.0
DQ3-TB12-TH12,THI,1.3652,44.44,27.0
DQ3-TB12-TH12,THI,1.3762,44.44,27.0
DQ3-TB12-TH12,THI,1.2906,44.44,27.0
DQ3-TB12-TH12,THI,1.3178,44.44,27.0
DQ3-TB12-TH12,THI,1.5179,44.44,27.0
DQ3-TB12-TH12,THI,1.3667,44.44,27.0
DQ3-TB12-TH12,THI,1.0486,44.44,27.0
DQ3-TB12-TH12,THI,1.4337,44.44,27.0
DQ3-TB12-TH12,THI,1.2581,44.44,27.0
DQ3-TB12-TH12,THI,1.2741,44.44,27.0
DQ3-TB12-TH12,THI,1.2794,44.44,27.0
DQ3-TB12-TH12,THI,1.2482,44.44,27.0
DQ3-TB12-TH12,THI,1.1932,44.44,27.0
DQ3-TB12-TH12,THI,1.3311,44.44,27.0
DQ3-TB12-TH12,THI,1.739,44.44,27.0
DQ3-TB12-TH12,THI,1.3993,44.44,27.0
DQ3-TB12-TH12,THI,1.4786,44.44,27.0
DQ3-TB12-TH12,THI,1.3517,44.44,27.0
DQ3-TB12-TH12,THI,1.8405,44.44,27.0
DQ3-TB12-TH24,DQ,1.7219,61.54,39.0
DQ3-TB12-TH24,DQ,2.4108,61.54,39.0
DQ3-TB12-TH24,DQ,3.4771,61.54,39.0
DQ3-TB12-TH24,DQ,5.2754,61.54,39.0
DQ3-TB12-TH24,DQ,2.4474,61.54,39.0
DQ3-TB12-TH24,DQ,1.899,61.54,39.0
DQ3-TB12-TH24,DQ,1.2868,61.54,39.0
DQ3-TB12-TH24,DQ,1.4728,61.54,39.0
DQ3-TB12-TH24,DQ,1.1438,61.54,39.0
DQ3-TB12-TH24,DQ,0.3207,61.54,39.0
DQ3-TB12-TH24,DQ,2.9653,61.54,39.0
DQ3-TB12-TH24,DQ,1.8113,61.54,39.0
DQ3-TB12-TH24,DQ,2.0227,61.54,39.0
DQ3-TB12-TH24,DQ,1.4807,61.54,39.0
DQ3-TB12-TH24,DQ,2.4088,61.54,39.0
DQ3-TB12-TH24,DQ,2.6437,61.54,39.0
DQ3-TB12-TH24,DQ,1.8974,61.54,39.0
DQ3-TB12-TH24,DQ,3.3978,61.54,39.0
DQ3-TB12-TH24,DQ,5.9608,61.54,39.0
DQ3-TB12-TH24,DQ,2.6903,61.54,39.0
DQ3-TB12-TH24,DQ,4.3286,61.54,39.0
DQ3-TB12-TH24,DQ,1.4582,61.54,39.0
DQ3-TB12-TH24,DQ,1.1566,61.54,39.0
DQ3-TB12-TH24,DQ,1.6064,61.54,39.0
DQ3-TB12-TH24,DQ,1.8487,61.54,39.0
DQ3-TB12-TH24,DQ,1.9866,61.54,39.0
DQ3-TB12-TH24,DQ,3.5021,61.54,39.0
DQ3-TB12-TH24,DQ,6.4719,61.54,39.0
DQ3-TB12-TH24,DQ,2.6597,61.54,39.0
DQ3-TB12-TH24,DQ,2.4293,61.54,39.0
DQ3-TB12-TH24,DQ,3.4039,61.54,39.0
DQ3-TB12-TH24,DQ,2.8239,61.54,39.0
DQ3-TB12-TH24,DQ,6.0932,61.54,39.0
DQ3-TB12-TH24,DQ,1.5997,61.54,39.0
DQ3-TB12-TH24,DQ,1.2365,61.54,39.0
DQ3-TB12-TH24,DQ,1.5461,61.54,39.0
DQ3-TB12-TH24,DQ,1.3452,61.54,39.0
DQ3-TB12-TH24,DQ,1.6695,61.54,39.0
DQ3-TB12-TH24,DQ,1.752,61.54,39.0
DQ3-TB12-TH24,DQ,1.8441,61.54,39.0
DQ3-TB12-TH24,DQ,1.5793,61.54,39.0
DQ3-TB12-TH24,DQ,1.5628,61.54,39.0
DQ3-TB12-TH24,DQ,0.9495,61.54,39.0
DQ3-TB12-TH24,DQ,1.5147,61.54,39.0
DQ3-TB12-TH24,DQ,1.615,61.54,39.0
DQ3-TB12-TH24,DQ,1.8145,61.54,39.0
DQ3-TB12-TH24,DQ,1.9588,61.54,39.0
DQ3-TB12-TH24,DQ,2.3752,61.54,39.0
DQ3-TB12-TH24,DQ,1.557,61.54,39.0
DQ3-TB12-TH24,DQ,1.5062,61.54,39.0
DQ3-TB12-TH24,DQ,1.504,61.54,39.0
DQ3-TB12-TH24,DQ,2.6811,61.54,39.0
DQ3-TB12-TH24,DQ,2.5548,61.54,39.0
DQ3-TB12-TH24,DQ,1.6269,61.54,39.0
DQ3-TB12-TH24,DQ,2.4018,61.54,39.0
DQ3-TB12-TH24,DQ,1.2963,61.54,39.0
DQ3-TB12-TH24,DQ,1.21,61.54,39.0
DQ3-TB12-TH24,DQ,1.4224,61.54,39.0
DQ3-TB12-TH24,DQ,1.2423,61.54,39.0
DQ3-TB12-TH24,DQ,1.362,61.54,39.0
DQ3-TB12-TH24,DQ,1.7635,61.54,39.0
DQ3-TB12-TH24,DQ,1.8738,61.54,39.0
DQ3-TB12-TH24,DQ,1.0706,61.54,39.0
DQ3-TB12-TH24,DQ,1.3346,61.54,39.0
DQ3-TB12-TH24,DQ,1.1863,61.54,39.0
DQ3-TB12-TH24,DQ,1.4664,61.54,39.0
DQ3-TB12-TH24,DQ,1.4083,61.54,39.0
DQ3-TB12-TH24,DQ,1.8189,61.54,39.0
DQ3-TB12-TH24,DQ,1.6195,61.54,39.0
DQ3-TB12-TH24,DQ,1.8671,61.54,39.0
DQ3-TB12-TH24,DQ,2.3668,61.54,39.0
DQ3-TB12-TH24,DQ,2.2031,61.54,39.0
DQ3-TB12-TH24,DQ,2.3856,61.54,39.0
DQ3-TB12-TH24,DQ,0.728,61.54,39.0
DQ3-TB12-TH24,DQ,1.4911,61.54,39.0
DQ3-TB12-TH24,DQ,1.0995,61.54,39.0
DQ3-TB12-TH24,DQ,0.8002,61.54,39.0
DQ3-TB12-TH24,DQ,1.2911,61.54,39.0
DQ3-TB12-TH24,DQ,1.2064,61.54,39.0
DQ3-TB12-TH24,DQ,1.1215,61.54,39.0
DQ3-TB12-TH24,DQ,1.1042,61.54,39.0
DQ3-TB12-TH24,DQ,0.9467,61.54,39.0
DQ3-TB12-TH24,DQ,0.6697,61.54,39.0
DQ3-TB12-TH24,DQ,1.4557,61.54,39.0
DQ3-TB12-TH24,DQ,1.7104,61.54,39.0
DQ3-TB12-TH24,DQ,2.4472,61.54,39.0
DQ3-TB12-TH24,DQ,1.8561,61.54,39.0
DQ3-TB12-TH24,DQ,1.7777,61.54,39.0
DQ3-TB12-TH24,DQ,1.6365,61.54,39.0
DQ3-TB12-TH24,DQ,1.6449,61.54,39.0
DQ3-TB12-TH24,DQ,1.4658,61.54,39.0
DQ3-TB12-TH24,DQ,1.5808,61.54,39.0
DQ3-TB12-TH24,DQ,1.3493,61.54,39.0
DQ3-TB12-TH24,DQ,1.5564,61.54,39.0
DQ3-TB12-TH24,DQ,1.6077,61.54,39.0
DQ3-TB12-TH24,DQ,1.0933,61.54,39.0
DQ3-TB12-TH24,DQ,1.4837,61.54,39.0
DQ3-TB12-TH24,DQ,0.968,61.54,39.0
DQ3-TB12-TH24,DQ,0.9384,61.54,39.0
DQ3-TB12-TH24,DQ,1.3279,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2785,61.54,39.0
DQ3-TB12-TH24,TBZ,0.4633,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2459,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1522,61.54,39.0
DQ3-TB12-TH24,TBZ,0.3167,61.54,39.0
DQ3-TB12-TH24,TBZ,0.5129,61.54,39.0
DQ3-TB12-TH24,TBZ,0.647,61.54,39.0
DQ3-TB12-TH24,TBZ,0.3983,61.54,39.0
DQ3-TB12-TH24,TBZ,0.7566,61.54,39.0
DQ3-TB12-TH24,TBZ,0.8462,61.54,39.0
DQ3-TB12-TH24,TBZ,0.6015,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2997,61.54,39.0
DQ3-TB12-TH24,TBZ,0.3856,61.54,39.0
DQ3-TB12-TH24,TBZ,0.3153,61.54,39.0
DQ3-TB12-TH24,TBZ,0.4559,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2548,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2323,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2181,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0,61.54,39.0
DQ3-TB12-TH24,TBZ,0.3287,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1493,61.54,39.0
DQ3-TB12-TH24,TBZ,0.3103,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1501,61.54,39.0
DQ3-TB12-TH24,TBZ,0.3598,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0,61.54,39.0
DQ3-TB12-TH24,TBZ,0.147,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2987,61.54,39.0
DQ3-TB12-TH24,TBZ,0.3531,61.54,39.0
DQ3-TB12-TH24,TBZ,0.122,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1395,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1251,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0683,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1018,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2235,61.54,39.0
DQ3-TB12-TH24,TBZ,0.151,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2746,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2381,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2258,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0196,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1685,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1988,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1635,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2891,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2967,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1763,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1123,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1221,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0367,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2853,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1851,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1991,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0048,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1489,61.54,39.0
DQ3-TB12-TH24,TBZ,0.3145,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2561,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2707,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0549,61.54,39.0
DQ3-TB12-TH24,TBZ,0.086,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1469,61.54,39.0
DQ3-TB12-TH24,TBZ,0.3468,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0542,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1638,61.54,39.0
DQ3-TB12-TH24,TBZ,0.176,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0,61.54,39.0
DQ3-TB12-TH24,TBZ,0.295,61.54,39.0
DQ3-TB12-TH24,TBZ,0.4184,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2518,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2889,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0695,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1534,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0402,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0225,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1288,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1409,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1199,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1611,61.54,39.0
DQ3-TB12-TH24,TBZ,0.3391,61.54,39.0
DQ3-TB12-TH24,TBZ,0.081,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2234,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1121,61.54,39.0
DQ3-TB12-TH24,TBZ,0.0,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1273,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2492,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1971,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2885,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1921,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1728,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1642,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1958,61.54,39.0
DQ3-TB12-TH24,TBZ,0.4149,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1547,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2161,61.54,39.0
DQ3-TB12-TH24,TBZ,0.2783,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1249,61.54,39.0
DQ3-TB12-TH24,TBZ,0.1364,61.54,39.0
DQ3-TB12-TH24,THI,1.2705,61.54,39.0
DQ3-TB12-TH24,THI,1.092,61.54,39.0
DQ3-TB12-TH24,THI,1.0674,61.54,39.0
DQ3-TB12-TH24,THI,0.8895,61.54,39.0
DQ3-TB12-TH24,THI,1.1607,61.54,39.0
DQ3-TB12-TH24,THI,1.1312,61.54,39.0
DQ3-TB12-TH24,THI,1.1406,61.54,39.0
DQ3-TB12-TH24,THI,1.2418,61.54,39.0
DQ3-TB12-TH24,THI,1.1037,61.54,39.0
DQ3-TB12-TH24,THI,1.1618,61.54,39.0
DQ3-TB12-TH24,THI,0.9536,61.54,39.0
DQ3-TB12-TH24,THI,1.2487,61.54,39.0
DQ3-TB12-TH24,THI,1.1793,61.54,39.0
DQ3-TB12-TH24,THI,1.2823,61.54,39.0
DQ3-TB12-TH24,THI,1.0959,61.54,39.0
DQ3-TB12-TH24,THI,1.1671,61.54,39.0
DQ3-TB12-TH24,THI,1.2717,61.54,39.0
DQ3-TB12-TH24,THI,1.0912,61.54,39.0
DQ3-TB12-TH24,THI,0.8799,61.54,39.0
DQ3-TB12-TH24,THI,1.2887,61.54,39.0
DQ3-TB12-TH24,THI,1.0839,61.54,39.0
DQ3-TB12-TH24,THI,1.2784,61.54,39.0
DQ3-TB12-TH24,THI,1.4058,61.54,39.0
DQ3-TB12-TH24,THI,1.269,61.54,39.0
DQ3-TB12-TH24,THI,1.3189,61.54,39.0
DQ3-TB12-TH24,THI,1.1968,61.54,39.0
DQ3-TB12-TH24,THI,1.1872,61.54,39.0
DQ3-TB12-TH24,THI,0.7425,61.54,39.0
DQ3-TB12-TH24,THI,1.1432,61.54,39.0
DQ3-TB12-TH24,THI,1.1448,61.54,39.0
DQ3-TB12-TH24,THI,1.1385,61.54,39.0
DQ3-TB12-TH24,THI,1.2022,61.54,39.0
DQ3-TB12-TH24,THI,0.8008,61.54,39.0
DQ3-TB12-TH24,THI,1.3909,61.54,39.0
DQ3-TB12-TH24,THI,1.4195,61.54,39.0
DQ3-TB12-TH24,THI,1.32,61.54,39.0
DQ3-TB12-TH24,THI,1.3814,61.54,39.0
DQ3-TB12-TH24,THI,1.279,61.54,39.0
DQ3-TB12-TH24,THI,1.287,61.54,39.0
DQ3-TB12-TH24,THI,1.2816,61.54,39.0
DQ3-TB12-TH24,THI,1.4178,61.54,39.0
DQ3-TB12-TH24,THI,1.3454,61.54,39.0
DQ3-TB12-TH24,THI,1.4069,61.54,39.0
DQ3-TB12-TH24,THI,1.3539,61.54,39.0
DQ3-TB12-TH24,THI,1.2786,61.54,39.0
DQ3-TB12-TH24,THI,1.2498,61.54,39.0
