condition,substance,E_pixel,thi_share_pct,total_uM
DQ12-TB3-TH12,TBZ,0.8553,44.44,27.0
DQ12-TB3-TH12,TBZ,0.9911,44.44,27.0
DQ12-TB3-TH12,TBZ,1.1641,44.44,27.0
DQ12-TB3-TH12,TBZ,1.4219,44.44,27.0
DQ12-TB3-TH12,TBZ,0.9184,44.44,27.0
DQ12-TB3-TH12,TBZ,0.6775,44.44,27.0
DQ12-TB3-TH12,TBZ,0.5605,44.44,27.0
DQ12-TB3-TH12,TBZ,1.9774,44.44,27.0
DQ12-TB3-TH12,TBZ,1.139,44.44,27.0
DQ12-TB3-TH12,TBZ,1.4917,44.44,27.0
DQ12-TB3-TH12,TBZ,1.7236,44.44,27.0
DQ12-TB3-TH12,TBZ,0.5461,44.44,27.0
DQ12-TB3-TH12,TBZ,0.952,44.44,27.0
DQ12-TB3-TH12,TBZ,0.1503,44.44,27.0
DQ12-TB3-TH12,TBZ,1.546,44.44,27.0
DQ12-TB3-TH12,TBZ,1.5037,44.44,27.0
DQ12-TB3-TH12,TBZ,0.5681,44.44,27.0
DQ12-TB3-TH12,TBZ,0.7354,44.44,27.0
DQ12-TB3-TH12,TBZ,1.6859,44.44,27.0
DQ12-TB3-TH12,TBZ,1.0619,44.44,27.0
DQ12-TB3-TH12,TBZ,0.3886,44.44,27.0
DQ12-TB3-TH12,TBZ,0.684,44.44,27.0
DQ12-TB3-TH12,TBZ,0.694,44.44,27.0
DQ12-TB3-TH12,TBZ,0.989,44.44,27.0
DQ12-TB3-TH12,TBZ,1.0428,44.44,27.0
DQ12-TB3-TH12,TBZ,1.5286,44.44,27.0
DQ12-TB3-TH12,TBZ,1.0185,44.44,27.0
DQ12-TB3-TH12,TBZ,0.8428,44.44,27.0
DQ12-TB3-TH12,TBZ,1.2655,44.44,27.0
DQ12-TB3-TH12,TBZ,0.8549,44.44,27.0
DQ12-TB3-TH12,TBZ,1.1145,44.44,27.0
DQ12-TB3-TH12,TBZ,1.5995,44.44,27.0
DQ12-TB3-TH12,TBZ,0.7607,44.44,27.0
DQ12-TB3-TH12,TBZ,1.6479,44.44,27.0
DQ12-TB3-TH12,TBZ,0.4294,44.44,27.0
DQ12-TB3-TH12,TBZ,2.0198,44.44,27.0
DQ12-TB3-TH12,TBZ,1.461,44.44,27.0
DQ12-TB3-TH12,TBZ,1.2819,44.44,27.0
DQ12-TB3-TH12,TBZ,0.8093,44.44,27.0
DQ12-TB3-TH12,TBZ,0.9843,44.44,27.0
DQ12-TB3-TH12,TBZ,0.6752,44.44,27.0
DQ12-TB3-TH12,TBZ,1.4341,44.44,27.0
DQ12-TB3-TH12,TBZ,1.4444,44.44,27.0
DQ12-TB3-TH12,TBZ,2.0013,44.44,27.0
DQ12-TB3-TH12,TBZ,1.9918,44.44,27.0
DQ12-TB3-TH12,TBZ,0.0,44.44,27.0
DQ12-TB3-TH12,TBZ,1.9573,44.44,27.0
DQ12-TB3-TH12,TBZ,1.7239,44.44,27.0
DQ12-TB3-TH12,TBZ,1.4434,44.44,27.0
DQ12-TB3-TH12,TBZ,0.7557,44.44,27.0
DQ12-TB3-TH12,TBZ,0.7318,44.44,27.0
DQ12-TB3-TH12,TBZ,1.4013,44.44,27.0
DQ12-TB3-TH12,TBZ,0.8189,44.44,27.0
DQ12-TB3-TH12,TBZ,0.1886,44.44,27.0
DQ12-TB3-TH12,TBZ,0.6446,44.44,27.0
DQ12-TB3-TH12,TBZ,0.8333,44.44,27.0
DQ12-TB3-TH12,TBZ,1.7965,44.44,27.0
DQ12-TB3-TH12,TBZ,1.1387,44.44,27.0
DQ12-TB3-TH12,TBZ,1.0768,44.44,27.0
DQ12-TB3-TH12,TBZ,0.8049,44.44,27.0
DQ12-TB3-TH12,TBZ,0.4739,44.44,27.0
DQ12-TB3-TH12,TBZ,0.7354,44.44,27.0
DQ12-TB3-TH12,TBZ,0.3512,44.44,27.0
DQ12-TB3-TH12,TBZ,0.0,44.44,27.0
DQ12-TB3-TH12,TBZ,1.9889,44.44,27.0
DQ12-TB3-TH12,TBZ,1.051,44.44,27.0
DQ12-TB3-TH12,TBZ,1.6118,44.44,27.0
DQ12-TB3-TH12,TBZ,1.5195,44.44,27.0
DQ12-TB3-TH12,TBZ,1.4105,44.44,27.0
DQ12-TB3-TH12,TBZ,1.0486,44.44,27.0
DQ12-TB3-TH12,TBZ,1.448,44.44,27.0
DQ12-TB3-TH12,TBZ,0.3568,44.44,27.0
DQ12-TB3-TH12,TBZ,1.7545,44.44,27.0
DQ12-TB3-TH12,TBZ,0.7256,44.44,27.0
DQ12-TB3-TH12,THI,1.3089,44.44,27.0
DQ12-TB3-TH12,THI,1.2336,44.44,27.0
DQ12-TB3-TH12,THI,1.0777,44.44,27.0
DQ12-TB3-TH12,THI,1.348,44.44,27.0
DQ12-TB3-TH12,THI,1.697,44.44,27.0
DQ12-TB3-TH12,THI,1.1183,44.44,27.0
DQ12-TB3-TH12,THI,1.4757,44.44,27.0
DQ12-TB3-TH12,THI,1.3719,44.44,27.0
DQ12-TB3-TH12,THI,1.5574,44.44,27.0
DQ12-TB3-TH12,THI,1.6408,44.44,27.0
DQ12-TB3-TH12,THI,1.5195,44.44,27.0
DQ12-TB3-TH12,THI,1.39,44.44,27.0
DQ12-TB3-TH12,THI,1.7642,44.44,27.0
DQ12-TB3-TH12,THI,1.5912,44.44,27.0
DQ12-TB3-TH12,THI,1.2569,44.44,27.0
DQ12-TB3-TH12,THI,1.7133,44.44,27.0
DQ12-TB3-TH12,THI,1.404,44.44,27.0
DQ12-TB3-TH12,THI,1.5969,44.44,27.0
DQ12-TB3-TH12,THI,1.7576,44.44,27.0
DQ12-TB3-TH12,THI,1.6043,44.44,27.0
DQ12-TB3-TH12,THI,1.7288,44.44,27.0
DQ12-TB3-TH12,THI,1.4945,44.44,27.0
DQ12-TB3-TH12,THI,1.7822,44.44,27.0
DQ12-TB3-TH12,THI,1.2685,44.44,27.0
DQ12-TB3-TH12,THI,1.7483,44.44,27.0
DQ12-TB3-TH12,THI,1.6796,44.44,27.0
DQ12-TB3-TH12,THI,1.6222,44.44,27.0
DQ12-TB3-TH12,THI,1.6454,44.44,27.0
DQ12-TB3-TH12,THI,1.4508,44.44,27.0
DQ12-TB3-TH12,THI,1.594,44.44,27.0
DQ12-TB3-TH12,THI,1.4965,44.44,27.0
DQ12-TB3-TH12,THI,1.7571,44.44,27.0
DQ12-TB3-TH12,THI,1.8837,44.44,27.0
DQ12-TB3-TH12,THI,1.5433,44.44,27.0
DQ12-TB3-TH12,THI,1.4273,44.44,27.0
DQ12-TB3-TH12,THI,1.1806,44.44,27.0
DQ12-TB3-TH12,THI,1.3047,44.44,27.0
DQ12-TB3-TH12,THI,1.5338,44.44,27.0
DQ12-TB3-TH12,THI,1.7094,44.44,27.0
DQ12-TB3-TH12,THI,1.9288,44.44,27.0
DQ12-TB3-TH12,THI,1.3174,44.44,27.0
DQ12-TB3-TH12,THI,1.1965,44.44,27.0
DQ12-TB3-TH12,THI,1.7521,44.44,27.0
DQ12-TB3-TH12,THI,1.372,44.44,27.0
DQ12-TB3-TH12,THI,1.2259,44.44,27.0
DQ12-TB3-TH12,THI,1.3563,44.44,27.0
DQ12-TB3-TH12,THI,1.7426,44.44,27.0
DQ12-TB3-TH12,THI,1.5376,44.44,27.0
DQ12-TB3-TH12,THI,1.5024,44.44,27.0
DQ12-TB3-TH12,THI,1.6561,44.44,27.0
DQ12-TB3-TH12,THI,1.3381,44.44,27.0
DQ12-TB3-TH12,THI,1.1576,44.44,27.0
DQ12-TB3-TH12,THI,1.4351,44.44,27.0
DQ12-TB3-TH12,THI,1.4719,44.44,27.0
DQ12-TB3-TH12,THI,1.4659,44.44,27.0
DQ12-TB3-TH12,THI,1.4524,44.44,27.0
DQ12-TB3-TH12,THI,1.1482,44.44,27.0
DQ12-TB3-TH12,THI,1.3747,44.44,27.0
DQ12-TB3-TH12,THI,1.471,44.44,27.0
DQ12-TB3-TH12,THI,1.2759,44.44,27.0
DQ12-TB3-TH12,THI,1.8002,44.44,27.0
DQ12-TB3-TH12,THI,1.4326,44.44,27.0
DQ12-TB3-TH12,THI,1.4147,44.44,27.0
DQ12-TB3-TH12,THI,1.288,44.44,27.0
DQ12-TB3-TH12,THI,1.5797,44.44,27.0
DQ12-TB3-TH12,THI,1.52,44.44,27.0
DQ12-TB3-TH12,THI,1.4021,44.44,27.0
DQ12-TB3-TH12,THI,1.0724,44.44,27.0
DQ12-TB3-TH12,THI,1.239,44.44,27.0
DQ12-TB3-TH12,THI,0.9832,44.44,27.0
DQ12-TB3-TH12,THI,1.1585,44.44,27.0
DQ12-TB3-TH12,THI,1.5653,44.44,27.0
DQ12-TB3-TH12,THI,1.3127,44.44,27.0
DQ12-TB3-TH12,THI,1.2772,44.44,27.0
DQ12-TB3-TH12,THI,1.2559,44.44,27.0
DQ12-TB3-TH12,THI,1.6326,44.44,27.0
DQ12-TB3-TH12,THI,1.4215,44.44,27.0
DQ12-TB3-TH12,THI,1.3348,44.44,27.0
DQ12-TB3-TH12,THI,1.6814,44.44,27.0
DQ12-TB3-TH12,THI,1.8161,44.44,27.0
DQ12-TB3-TH12,THI,1.4367,44.44,27.0
DQ12-TB3-TH12,THI,1.3867,44.44,27.0
DQ12-TB3-TH12,THI,1.0622,44.44,27.0
DQ12-TB3-TH12,THI,1.2574,44.44,27.0
DQ12-TB3-TH12,THI,1.5917,44.44,27.0
DQ12-TB3-TH12,THI,1.361,44.44,27.0
DQ12-TB3-TH12,THI,1.835,44.44,27.0
DQ12-TB3-TH12,THI,1.8792,44.44,27.0
DQ12-TB3-TH12,THI,1.8263,44.44,27.0
DQ12-TB3-TH12,THI,1.222,44.44,27.0
DQ12-TB3-TH12,THI,1.2503,44.44,27.0
DQ12-TB3-TH12,THI,1.6614,44.44,27.0
DQ12-TB3-TH12,THI,1.4375,44.44,27.0
DQ12-TB3-TH12,THI,1.4987,44.44,27.0
DQ12-TB3-TH12,THI,1.4232,44.44,27.0
DQ12-TB3-TH12,THI,1.7315,44.44,27.0
DQ12-TB3-TH12,THI,1.2647,44.44,27.0
DQ12-TB3-TH12,THI,1.318,44.44,27.0
DQ12-TB3-TH12,THI,0.9993,44.44,27.0
DQ12-TB3-TH12,THI,1.7792,44.44,27.0
DQ12-TB3-TH24,DQ,0.4007,61.54,39.0
DQ12-TB3-TH24,DQ,0.7369,61.54,39.0
DQ12-TB3-TH24,DQ,0.4834,61.54,39.0
DQ12-TB3-TH24,DQ,0.1177,61.54,39.0
DQ12-TB3-TH24,DQ,0.196,61.54,39.0
DQ12-TB3-TH24,DQ,0.4287,61.54,39.0
DQ12-TB3-TH24,DQ,0.8109,61.54,39.0
DQ12-TB3-TH24,DQ,0.369,61.54,39.0
DQ12-TB3-TH24,DQ,0.4204,61.54,39.0
DQ12-TB3-TH24,DQ,0.3954,61.54,39.0
DQ12-TB3-TH24,DQ,0.428,61.54,39.0
DQ12-TB3-TH24,DQ,0.4697,61.54,39.0
DQ12-TB3-TH24,DQ,0.8664,61.54,39.0
DQ12-TB3-TH24,DQ,0.3723,61.54,39.0
DQ12-TB3-TH24,DQ,0.1917,61.54,39.0
DQ12-TB3-TH24,DQ,0.3263,61.54,39.0
DQ12-TB3-TH24,DQ,0.1378,61.54,39.0
DQ12-TB3-TH24,DQ,0.5477,61.54,39.0
DQ12-TB3-TH24,DQ,0.2414,61.54,39.0
DQ12-TB3-TH24,DQ,0.5576,61.54,39.0
DQ12-TB3-TH24,DQ,0.4178,61.54,39.0
DQ12-TB3-TH24,DQ,0.1248,61.54,39.0
DQ12-TB3-TH24,DQ,0.3146,61.54,39.0
DQ12-TB3-TH24,DQ,0.3578,61.54,39.0
DQ12-TB3-TH24,DQ,0.3932,61.54,39.0
DQ12-TB3-TH24,DQ,0.1471,61.54,39.0
DQ12-TB3-TH24,DQ,0.332,61.54,39.0
DQ12-TB3-TH24,DQ,0.3992,61.54,39.0
DQ12-TB3-TH24,DQ,0.3088,61.54,39.0
DQ12-TB3-TH24,DQ,0.6797,61.54,39.0
DQ12-TB3-TH24,DQ,0.6836,61.54,39.0
DQ12-TB3-TH24,DQ,0.7854,61.54,39.0
DQ12-TB3-TH24,DQ,0.2958,61.54,39.0
DQ12-TB3-TH24,DQ,0.2213,61.54,39.0
DQ12-TB3-TH24,DQ,0.265,61.54,39.0
DQ12-TB3-TH24,DQ,0.1393,61.54,39.0
DQ12-TB3-TH24,DQ,0.1589,61.54,39.0
DQ12-TB3-TH24,DQ,0.3533,61.54,39.0
DQ12-TB3-TH24,DQ,0.4361,61.54,39.0
DQ12-TB3-TH24,DQ,0.3417,61.54,39.0
DQ12-TB3-TH24,DQ,0.3133,61.54,39.0
DQ12-TB3-TH24,DQ,0.2488,61.54,39.0
DQ12-TB3-TH24,DQ,0.3042,61.54,39.0
DQ12-TB3-TH24,DQ,0.1841,61.54,39.0
DQ12-TB3-TH24,DQ,0.1395,61.54,39.0
DQ12-TB3-TH24,DQ,0.5054,61.54,39.0
DQ12-TB3-TH24,DQ,0.3948,61.54,39.0
DQ12-TB3-TH24,DQ,0.218,61.54,39.0
DQ12-TB3-TH24,DQ,0.7107,61.54,39.0
DQ12-TB3-TH24,DQ,0.4692,61.54,39.0
DQ12-TB3-TH24,DQ,0.3003,61.54,39.0
DQ12-TB3-TH24,DQ,0.2041,61.54,39.0
DQ12-TB3-TH24,DQ,0.2737,61.54,39.0
DQ12-TB3-TH24,DQ,0.6046,61.54,39.0
DQ12-TB3-TH24,DQ,0.2258,61.54,39.0
DQ12-TB3-TH24,DQ,0.1302,61.54,39.0
DQ12-TB3-TH24,DQ,0.3569,61.54,39.0
DQ12-TB3-TH24,DQ,0.5611,61.54,39.0
DQ12-TB3-TH24,DQ,0.3326,61.54,39.0
DQ12-TB3-TH24,DQ,0.1806,61.54,39.0
DQ12-TB3-TH24,DQ,0.2529,61.54,39.0
DQ12-TB3-TH24,DQ,0.3485,61.54,39.0
DQ12-TB3-TH24,DQ,0.295,61.54,39.0
DQ12-TB3-TH24,DQ,0.4532,61.54,39.0
DQ12-TB3-TH24,DQ,0.9054,61.54,39.0
DQ12-TB3-TH24,DQ,0.4984,61.54,39.0
DQ12-TB3-TH24,DQ,0.4043,61.54,39.0
DQ12-TB3-TH24,DQ,0.279,61.54,39.0
DQ12-TB3-TH24,DQ,0.0926,61.54,39.0
DQ12-TB3-TH24,DQ,0.5544,61.54,39.0
DQ12-TB3-TH24,DQ,0.1531,61.54,39.0
DQ12-TB3-TH24,DQ,0.186,61.54,39.0
DQ12-TB3-TH24,DQ,0.4074,61.54,39.0
DQ12-TB3-TH24,DQ,0.3307,61.54,39.0
DQ12-TB3-TH24,DQ,0.2297,61.54,39.0
DQ12-TB3-TH24,DQ,0.8667,61.54,39.0
DQ12-TB3-TH24,DQ,0.2357,61.54,39.0
DQ12-TB3-TH24,DQ,0.4554,61.54,39.0
DQ12-TB3-TH24,DQ,0.6982,61.54,39.0
DQ12-TB3-TH24,DQ,0.0,61.54,39.0
DQ12-TB3-TH24,DQ,0.3019,61.54,39.0
DQ12-TB3-TH24,DQ,0.2839,61.54,39.0
DQ12-TB3-TH24,DQ,0.1728,61.54,39.0
DQ12-TB3-TH24,DQ,0.5217,61.54,39.0
DQ12-TB3-TH24,DQ,0.6972,61.54,39.0
DQ12-TB3-TH24,DQ,0.4178,61.54,39.0
DQ12-TB3-TH24,DQ,0.1444,61.54,39.0
DQ12-TB3-TH24,DQ,0.3273,61.54,39.0
DQ12-TB3-TH24,DQ,0.4846,61.54,39.0
DQ12-TB3-TH24,DQ,0.4262,61.54,39.0
DQ12-TB3-TH24,DQ,0.9583,61.54,39.0
DQ12-TB3-TH24,DQ,0.1495,61.54,39.0
DQ12-TB3-TH24,DQ,0.1446,61.54,39.0
DQ12-TB3-TH24,DQ,0.3301,61.54,39.0
DQ12-TB3-TH24,DQ,0.204,61.54,39.0
DQ12-TB3-TH24,DQ,0.1438,61.54,39.0
DQ12-TB3-TH24,DQ,0.8939,61.54,39.0
DQ12-TB3-TH24,DQ,0.2186,61.54,39.0
DQ12-TB3-TH24,DQ,0.1691,61.54,39.0
DQ12-TB3-TH24,DQ,0.894,61.54,39.0
DQ12-TB3-TH24,TBZ,0.531,61.54,39.0
DQ12-TB3-TH24,TBZ,0.6845,61.54,39.0
DQ12-TB3-TH24,TBZ,0.4698,61.54,39.0
DQ12-TB3-TH24,TBZ,2.4263,61.54,39.0
DQ12-TB3-TH24,TBZ,0.9731,61.54,39.0
DQ12-TB3-TH24,TBZ,1.9087,61.54,39.0
DQ12-TB3-TH24,TBZ,2.4469,61.54,39.0
DQ12-TB3-TH24,TBZ,1.6709,61.54,39.0
DQ12-TB3-TH24,TBZ,1.1216,61.54,39.0
DQ12-TB3-TH24,TBZ,1.6006,61.54,39.0
DQ12-TB3-TH24,TBZ,1.3785,61.54,39.0
DQ12-TB3-TH24,TBZ,2.0577,61.54,39.0
DQ12-TB3-TH24,TBZ,1.8332,61.54,39.0
DQ12-TB3-TH24,TBZ,0.9365,61.54,39.0
DQ12-TB3-TH24,TBZ,1.0427,61.54,39.0
DQ12-TB3-TH24,TBZ,0.248,61.54,39.0
DQ12-TB3-TH24,TBZ,0.616,61.54,39.0
DQ12-TB3-TH24,TBZ,0.5115,61.54,39.0
DQ12-TB3-TH24,TBZ,0.6959,61.54,39.0
DQ12-TB3-TH24,TBZ,0.1148,61.54,39.0
DQ12-TB3-TH24,TBZ,0.8259,61.54,39.0
DQ12-TB3-TH24,TBZ,0.1803,61.54,39.0
DQ12-TB3-TH24,TBZ,0.9419,61.54,39.0
DQ12-TB3-TH24,TBZ,0.9856,61.54,39.0
DQ12-TB3-TH24,TBZ,0.7382,61.54,39.0
DQ12-TB3-TH24,TBZ,0.3675,61.54,39.0
DQ12-TB3-TH24,TBZ,1.2391,61.54,39.0
DQ12-TB3-TH24,TBZ,3.3921,61.54,39.0
DQ12-TB3-TH24,TBZ,1.1346,61.54,39.0
DQ12-TB3-TH24,TBZ,2.4484,61.54,39.0
DQ12-TB3-TH24,TBZ,2.0119,61.54,39.0
DQ12-TB3-TH24,TBZ,1.1288,61.54,39.0
DQ12-TB3-TH24,TBZ,3.0122,61.54,39.0
DQ12-TB3-TH24,TBZ,1.4291,61.54,39.0
DQ12-TB3-TH24,TBZ,1.056,61.54,39.0
DQ12-TB3-TH24,TBZ,2.2775,61.54,39.0
DQ12-TB3-TH24,TBZ,0.2309,61.54,39.0
DQ12-TB3-TH24,TBZ,1.8453,61.54,39.0
DQ12-TB3-TH24,TBZ,0.212,61.54,39.0
DQ12-TB3-TH24,TBZ,1.0288,61.54,39.0
DQ12-TB3-TH24,TBZ,0.7653,61.54,39.0
DQ12-TB3-TH24,TBZ,0.4336,61.54,39.0
DQ12-TB3-TH24,TBZ,0.4438,61.54,39.0
DQ12-TB3-TH24,TBZ,1.0715,61.54,39.0
DQ12-TB3-TH24,TBZ,1.2216,61.54,39.0
DQ12-TB3-TH24,TBZ,0.7343,61.54,39.0
DQ12-TB3-TH24,TBZ,0.5851,61.54,39.0
DQ12-TB3-TH24,TBZ,0.7445,61.54,39.0
DQ12-TB3-TH24,TBZ,1.5942,61.54,39.0
DQ12-TB3-TH24,TBZ,1.1453,61.54,39.0
DQ12-TB3-TH24,TBZ,1.1391,61.54,39.0
DQ12-TB3-TH24,TBZ,0.4625,61.54,39.0
DQ12-TB3-TH24,TBZ,0.6105,61.54,39.0
DQ12-TB3-TH24,TBZ,0.5748,61.54,39.0
DQ12-TB3-TH24,TBZ,1.4131,61.54,39.0
DQ12-TB3-TH24,TBZ,0.0,61.54,39.0
DQ12-TB3-TH24,TBZ,0.4654,61.54,39.0
DQ12-TB3-TH24,TBZ,1.3935,61.54,39.0
DQ12-TB3-TH24,TBZ,1.9859,61.54,39.0
DQ12-TB3-TH24,TBZ,0.9731,61.54,39.0
DQ12-TB3-TH24,TBZ,1.3091,61.54,39.0
DQ12-TB3-TH24,TBZ,1.6503,61.54,39.0
DQ12-TB3-TH24,TBZ,0.1385,61.54,39.0
DQ12-TB3-TH24,TBZ,0.4945,61.54,39.0
DQ12-TB3-TH24,TBZ,0.0,61.54,39.0
DQ12-TB3-TH24,TBZ,0.7515,61.54,39.0
DQ12-TB3-TH24,TBZ,0.0776,61.54,39.0
DQ12-TB3-TH24,TBZ,1.0246,61.54,39.0
DQ12-TB3-TH24,TBZ,0.0189,61.54,39.0
DQ12-TB3-TH24,TBZ,0.5426,61.54,39.0
DQ12-TB3-TH24,TBZ,0.0901,61.54,39.0
DQ12-TB3-TH24,TBZ,0.9898,61.54,39.0
DQ12-TB3-TH24,TBZ,1.3747,61.54,39.0
DQ12-TB3-TH24,TBZ,0.7713,61.54,39.0
DQ12-TB3-TH24,TBZ,1.0317,61.54,39.0
DQ12-TB3-TH24,TBZ,0.1777,61.54,39.0
DQ12-TB3-TH24,TBZ,0.477,61.54,39.0
DQ12-TB3-TH24,TBZ,0.9275,61.54,39.0
DQ12-TB3-TH24,TBZ,1.2309,61.54,39.0
DQ12-TB3-TH24,TBZ,2.1706,61.54,39.0
DQ12-TB3-TH24,TBZ,1.0875,61.54,39.0
DQ12-TB3-TH24,TBZ,0.9333,61.54,39.0
DQ12-TB3-TH24,TBZ,0.5719,61.54,39.0
DQ12-TB3-TH24,TBZ,1.591,61.54,39.0
DQ12-TB3-TH24,TBZ,1.2882,61.54,39.0
DQ12-TB3-TH24,TBZ,0.7513,61.54,39.0
DQ12-TB3-TH24,TBZ,0.2646,61.54,39.0
DQ12-TB3-TH24,TBZ,0.512,61.54,39.0
DQ12-TB3-TH24,TBZ,0.0,61.54,39.0
DQ12-TB3-TH24,TBZ,0.3459,61.54,39.0
DQ12-TB3-TH24,TBZ,0.4684,61.54,39.0
DQ12-TB3-TH24,TBZ,1.569,61.54,39.0
DQ12-TB3-TH24,TBZ,0.2053,61.54,39.0
DQ12-TB3-TH24,TBZ,0.8393,61.54,39.0
DQ12-TB3-TH24,TBZ,0.4978,61.54,39.0
DQ12-TB3-TH24,TBZ,0.4111,61.54,39.0
DQ12-TB3-TH24,TBZ,0.7368,61.54,39.0
DQ12-TB3-TH24,TBZ,0.4053,61.54,39.0
DQ12-TB3-TH24,TBZ,0.2412,61.54,39.0
DQ12-TB3-TH24,TBZ,0.0,61.54,39.0
DQ12-TB3-TH24,THI,1.3583,61.54,39.0
DQ12-TB3-TH24,THI,1.171,61.54,39.0
DQ12-TB3-TH24,THI,1.3246,61.54,39.0
DQ12-TB3-TH24,THI,1.2629,61.54,39.0
DQ12-TB3-TH24,THI,1.4054,61.54,39.0
DQ12-TB3-TH24,THI,1.1721,61.54,39.0
DQ12-TB3-TH24,THI,0.9137,61.54,39.0
DQ12-TB3-TH24,THI,1.2317,61.54,39.0
DQ12-TB3-TH24,THI,1.2746,61.54,39.0
DQ12-TB3-TH24,THI,1.2272,61.54,39.0
DQ12-TB3-TH24,THI,1.2387,61.54,39.0
DQ12-TB3-TH24,THI,1.1329,61.54,39.0
DQ12-TB3-TH24,THI,0.9627,61.54,39.0
DQ12-TB3-TH24,THI,1.3218,61.54,39.0
DQ12-TB3-TH24,THI,1.3988,61.54,39.0
DQ12-TB3-TH24,THI,1.4308,61.54,39.0
DQ12-TB3-TH24,THI,1.4791,61.54,39.0
DQ12-TB3-TH24,THI,1.2872,61.54,39.0
DQ12-TB3-TH24,THI,1.4173,61.54,39.0
DQ12-TB3-TH24,THI,1.3318,61.54,39.0
DQ12-TB3-TH24,THI,1.3129,61.54,39.0
DQ12-TB3-TH24,THI,1.54,61.54,39.0
DQ12-TB3-TH24,THI,1.3499,61.54,39.0
DQ12-TB3-TH24,THI,1.3229,61.54,39.0
DQ12-TB3-TH24,THI,1.3361,61.54,39.0
DQ12-TB3-TH24,THI,1.5055,61.54,39.0
DQ12-TB3-TH24,THI,1.3041,61.54,39.0
DQ12-TB3-TH24,THI,1.0014,61.54,39.0
DQ12-TB3-TH24,THI,1.3288,61.54,39.0
DQ12-TB3-TH24,THI,0.9791,61.54,39.0
DQ12-TB3-TH24,THI,1.0317,61.54,39.0
DQ12-TB3-TH24,THI,1.0912,61.54,39.0
DQ12-TB3-TH24,THI,1.1006,61.54,39.0
DQ12-TB3-TH24,THI,1.3357,61.54,39.0
DQ12-TB3-TH24,THI,1.3605,61.54,39.0
DQ12-TB3-TH24,THI,1.2707,61.54,39.0
DQ12-TB3-TH24,THI,1.5167,61.54,39.0
DQ12-TB3-TH24,THI,1.2177,61.54,39.0
DQ12-TB3-TH24,THI,1.3804,61.54,39.0
DQ12-TB3-TH24,THI,1.3255,61.54,39.0
DQ12-TB3-TH24,THI,1.3727,61.54,39.0
DQ12-TB3-TH24,THI,1.4464,61.54,39.0
DQ12-TB3-TH24,THI,1.4174,61.54,39.0
DQ12-TB3-TH24,THI,1.399,61.54,39.0
DQ12-TB3-TH24,THI,1.4025,61.54,39.0
DQ12-TB3-TH24,THI,1.2805,61.54,39.0
DQ12-TB3-TH24,THI,1.3545,61.54,39.0
DQ12-TB3-TH24,THI,1.423,61.54,39.0
DQ12-TB3-TH24,THI,1.0704,61.54,39.0
DQ12-TB3-TH24,THI,1.2472,61.54,39.0
DQ12-TB3-TH24,THI,1.3325,61.54,39.0
DQ12-TB3-TH24,THI,1.4652,61.54,39.0
DQ12-TB3-TH24,THI,1.4118,61.54,39.0
DQ12-TB3-TH24,THI,1.2508,61.54,39.0
DQ12-TB3-TH24,THI,1.3354,61.54,39.0
DQ12-TB3-TH24,THI,1.5599,61.54,39.0
DQ12-TB3-TH24,THI,1.3884,61.54,39.0
DQ12-TB3-TH24,THI,1.1703,61.54,39.0
DQ12-TB3-TH24,THI,1.2105,61.54,39.0
DQ12-TB3-TH24,THI,1.413,61.54,39.0
DQ12-TB3-TH24,THI,1.3349,61.54,39.0
DQ12-TB3-TH24,THI,1.2444,61.54,39.0
DQ12-TB3-TH24,THI,1.4602,61.54,39.0
DQ12-TB3-TH24,THI,1.3366,61.54,39.0
DQ12-TB3-TH24,THI,1.1723,61.54,39.0
DQ12-TB3-TH24,THI,1.2818,61.54,39.0
DQ12-TB3-TH24,THI,1.4131,61.54,39.0
DQ12-TB3-TH24,THI,1.3574,61.54,39.0
DQ12-TB3-TH24,THI,1.5764,61.54,39.0
DQ12-TB3-TH24,THI,1.28,61.54,39.0
DQ12-TB3-TH24,THI,1.5372,61.54,39.0
DQ12-TB3-TH24,THI,1.4083,61.54,39.0
DQ12-TB3-TH24,THI,1.2495,61.54,39.0
DQ12-TB3-TH24,THI,1.3632,61.54,39.0
DQ12-TB3-TH24,THI,1.3812,61.54,39.0
DQ12-TB3-TH24,THI,1.1695,61.54,39.0
DQ12-TB3-TH24,THI,1.4475,61.54,39.0
DQ12-TB3-TH24,THI,1.2814,61.54,39.0
DQ12-TB3-TH24,THI,1.122,61.54,39.0
DQ12-TB3-TH24,THI,1.3537,61.54,39.0
DQ12-TB3-TH24,THI,1.3381,61.54,39.0
DQ12-TB3-TH24,THI,1.3664,61.54,39.0
DQ12-TB3-TH24,THI,1.4671,61.54,39.0
DQ12-TB3-TH24,THI,1.1653,61.54,39.0
DQ12-TB3-TH24,THI,1.1154,61.54,39.0
DQ12-TB3-TH24,THI,1.3222,61.54,39.0
DQ12-TB3-TH24,THI,1.5197,61.54,39.0
DQ12-TB3-TH24,THI,1.3973,61.54,39.0
DQ12-TB3-TH24,THI,1.3827,61.54,39.0
DQ12-TB3-TH24,THI,1.3687,61.54,39.0
DQ12-TB3-TH24,THI,1.0873,61.54,39.0
DQ12-TB3-TH24,THI,1.3541,61.54,39.0
DQ12-TB3-TH24,THI,1.527,61.54,39.0
DQ12-TB3-TH24,THI,1.355,61.54,39.0
