DQ_pct_X,TBZ_pct_Y,THI_pct_Z,Z2,density
2,56,42,0.6177,0.3227
2,57,41,0.6139,0.3179
2,58,40,0.6096,0.3131
2,59,39,0.6048,0.3083
2,60,38,0.5996,0.3036
2,61,37,0.5939,0.2989
2,62,36,0.5876,0.2942
2,63,35,0.5808,0.2897
2,64,34,0.5735,0.2852
2,65,33,0.5657,0.2809
2,66,32,0.5574,0.2765
2,67,31,0.5486,0.2722
2,68,30,0.5395,0.2680
2,69,29,0.5299,0.2637
2,70,28,0.5200,0.2593
2,71,27,0.5098,0.2549
2,72,26,0.4994,0.2504
2,73,25,0.4887,0.2458
2,74,24,0.4779,0.2409
2,75,23,0.4669,0.2359
2,76,22,0.4558,0.2307
2,77,21,0.4447,0.2252
2,78,20,0.4335,0.2194
2,79,19,0.4223,0.2133
2,80,18,0.4111,0.2070
2,81,17,0.4000,0.2004
2,82,16,0.3889,0.1935
2,83,15,0.3779,0.1864
2,84,14,0.3670,0.1790
2,85,13,0.3562,0.1715
2,86,12,0.3456,0.1637
2,87,11,0.3350,0.1558
2,88,10,0.3246,0.1478
2,89,9,0.3144,0.1398
2,90,8,0.3043,0.1317
2,91,7,0.2944,0.1237
2,92,6,0.2847,0.1157
2,93,5,0.2752,0.1079
2,94,4,0.2658,0.1002
2,95,3,0.2566,0.0927
2,96,2,0.2477,0.0854
2,97,1,0.2389,0.0784
2,98,0,0.2303,0.0717
3,0,97,0.7527,0.0302
3,1,96,0.7503,0.0347
3,2,95,0.7479,0.0397
3,3,94,0.7454,0.0451
3,4,93,0.7429,0.0511
3,5,92,0.7403,0.0576
3,6,91,0.7377,0.0647
3,7,90,0.7350,0.0724
3,8,89,0.7323,0.0806
3,9,88,0.7296,0.0894
3,10,87,0.7267,0.0988
3,11,86,0.7239,0.1086
3,12,85,0.7210,0.1190
3,13,84,0.7180,0.1299
3,14,83,0.7150,0.1412
3,15,82,0.7120,0.1528
3,16,81,0.7090,0.1649
3,17,80,0.7059,0.1772
3,18,79,0.7028,0.1897
3,19,78,0.6997,0.2023
3,20,77,0.6966,0.2151
3,21,76,0.6936,0.2278
3,22,75,0.6905,0.2405
3,23,74,0.6874,0.2531
3,24,73,0.6844,0.2654
3,25,72,0.6814,0.2774
3,26,71,0.6784,0.2891
3,27,70,0.6755,0.3003
3,28,69,0.6727,0.3111
3,29,68,0.6700,0.3213
3,30,67,0.6673,0.3309
3,31,66,0.6647,0.3398
3,32,65,0.6623,0.3481
3,33,64,0.6599,0.3556
3,34,63,0.6576,0.3624
3,35,62,0.6555,0.3684
3,36,61,0.6535,0.3736
3,37,60,0.6515,0.3780
3,38,59,0.6497,0.3816
3,39,58,0.6480,0.3845
3,40,57,0.6464,0.3865
3,41,56,0.6449,0.3878
3,42,55,0.6435,0.3883
3,43,54,0.6421,0.3881
3,44,53,0.6407,0.3873
3,45,52,0.6394,0.3858
3,46,51,0.6380,0.3837
3,47,50,0.6366,0.3810
3,48,49,0.6351,0.3779
3,49,48,0.6335,0.3742
3,50,47,0.6317,0.3702
3,51,46,0.6298,0.3659
3,52,45,0.6276,0.3612
3,53,44,0.6251,0.3563
3,54,43,0.6224,0.3513
3,55,42,0.6193,0.3461
3,56,41,0.6159,0.3408
3,57,40,0.6120,0.3354
3,58,39,0.6077,0.3301
3,59,38,0.6029,0.3248
3,60,37,0.5976,0.3195
3,61,36,0.5918,0.3143
3,62,35,0.5855,0.3092
3,63,34,0.5787,0.3042
3,64,33,0.5714,0.2992
3,65,32,0.5636,0.2943
3,66,31,0.5554,0.2895
3,67,30,0.5467,0.2847
3,68,29,0.5376,0.2800
3,69,28,0.5282,0.2752
3,70,27,0.5184,0.2703
3,71,26,0.5083,0.2654
3,72,25,0.4980,0.2604
3,73,24,0.4874,0.2552
3,74,23,0.4767,0.2498
3,75,22,0.4658,0.2442
3,76,21,0.4549,0.2384
3,77,20,0.4439,0.2324
3,78,19,0.4328,0.2260
3,79,18,0.4217,0.2194
3,80,17,0.4107,0.2125
3,81,16,0.3996,0.2054
3,82,15,0.3887,0.1980
3,83,14,0.3778,0.1903
3,84,13,0.3670,0.1824
3,85,12,0.3563,0.1744
3,86,11,0.3457,0.1662
3,87,10,0.3352,0.1579
3,88,9,0.3249,0.1495
3,89,8,0.3147,0.1410
3,90,7,0.3047,0.1326
3,91,6,0.2949,0.1243
3,92,5,0.2852,0.1160
3,93,4,0.2757,0.1079
3,94,3,0.2664,0.1000
3,95,2,0.2572,0.0923
3,96,1,0.2483,0.0849
3,97,0,0.2395,0.0778
4,0,96,0.7567,0.0343
4,1,95,0.7542,0.0393
4,2,94,0.7517,0.0448
4,3,93,0.7491,0.0508
4,4,92,0.7464,0.0575
4,5,91,0.7437,0.0647
4,6,90,0.7410,0.0725
4,7,89,0.7381,0.0809
4,8,88,0.7353,0.0899
4,9,87,0.7324,0.0995
4,10,86,0.7294,0.1097
4,11,85,0.7264,0.1204
4,12,84,0.7233,0.1317
4,13,83,0.7202,0.1435
4,14,82,0.7171,0.1556
4,15,81,0.7139,0.1682
4,16,80,0.7107,0.1811
4,17,79,0.7075,0.1943
4,18,78,0.7042,0.2077
4,19,77,0.7010,0.2212
4,20,76,0.6977,0.2348
4,21,75,0.6945,0.2484
4,22,74,0.6912,0.2618
4,23,73,0.6880,0.2751
4,24,72,0.6849,0.2881
4,25,71,0.6817,0.3007
4,26,70,0.6786,0.3130
4,27,69,0.6756,0.3247
4,28,68,0.6727,0.3359
4,29,67,0.6698,0.3466
4,30,66,0.6671,0.3565
4,31,65,0.6644,0.3657
4,32,64,0.6619,0.3742
4,33,63,0.6594,0.3819
4,34,62,0.6571,0.3888
4,35,61,0.6549,0.3948
4,36,60,0.6528,0.4000
4,37,59,0.6508,0.4044
4,38,58,0.6490,0.4079
4,39,57,0.6472,0.4105
4,40,56,0.6455,0.4123
4,41,55,0.6440,0.4133
4,42,54,0.6425,0.4135
4,43,53,0.6410,0.4130
4,44,52,0.6396,0.4117
4,45,51,0.6382,0.4098
4,46,50,0.6368,0.4072
4,47,49,0.6353,0.4040
4,48,48,0.6337,0.4004
4,49,47,0.6321,0.3962
4,50,46,0.6303,0.3916
4,51,45,0.6282,0.3867
4,52,44,0.6260,0.3815
4,53,43,0.6235,0.3760
4,54,42,0.6207,0.3704
4,55,41,0.6175,0.3646
4,56,40,0.6140,0.3588
4,57,39,0.6101,0.3529
4,58,38,0.6057,0.3470
4,59,37,0.6009,0.3411
4,60,36,0.5956,0.3353
4,61,35,0.5898,0.3296
4,62,34,0.5835,0.3239
4,63,33,0.5767,0.3184
4,64,32,0.5695,0.3129
4,65,31,0.5617,0.3075
4,66,30,0.5535,0.3022
4,67,29,0.5449,0.2969
4,68,28,0.5359,0.2916
4,69,27,0.5266,0.2863
4,70,26,0.5169,0.2809
4,71,25,0.5069,0.2754
4,72,24,0.4967,0.2698
4,73,23,0.4863,0.2641
4,74,22,0.4757,0.2582
4,75,21,0.4650,0.2520
4,76,20,0.4541,0.2456
4,77,19,0.4432,0.2390
4,78,18,0.4323,0.2321
4,79,17,0.4214,0.2249
4,80,16,0.4104,0.2175
4,81,15,0.3995,0.2098
4,82,14,0.3886,0.2018
4,83,13,0.3778,0.1936
4,84,12,0.3671,0.1853
4,85,11,0.3565,0.1767
4,86,10,0.3460,0.1681
4,87,9,0.3356,0.1593
4,88,8,0.3253,0.1505
4,89,7,0.3152,0.1418
4,90,6,0.3053,0.1330
4,91,5,0.2955,0.1244
4,92,4,0.2858,0.1159
4,93,3,0.2764,0.1075
4,94,2,0.2671,0.0994
4,95,1,0.2580,0.0916
4,96,0,0.2491,0.0840
5,0,95,0.7605,0.0387
5,1,94,0.7579,0.0443
5,2,93,0.7552,0.0504
5,3,92,0.7525,0.0571
5,4,91,0.7497,0.0644
5,5,90,0.7468,0.0723
5,6,89,0.7439,0.0809
5,7,88,0.7409,0.0901
5,8,87,0.7379,0.0999
5,9,86,0.7349,0.1103
5,10,85,0.7317,0.1214
5,11,84,0.7286,0.1330
5,12,83,0.7253,0.1452
5,13,82,0.7221,0.1579
5,14,81,0.7188,0.1710
5,15,80,0.7154,0.1845
5,16,79,0.7121,0.1983
5,17,78,0.7087,0.2124
