DQ_pct_X,TBZ_pct_Y,THI_pct_Z,accuracy_mlp_Z2
0.0,25.0,75.0,0.7178
0.0,16.666666666666668,83.33333333333333,0.8567
0.0,9.090909090909092,90.9090909090909,0.8058
0.0,75.0,25.0,0.9295
0.0,83.33333333333333,16.666666666666668,0.6368
0.0,90.9090909090909,9.090909090909092,0.8238
0.0,50.0,50.0,0.887
4.721030042918455,47.63948497854077,47.63948497854077,0.7292
25.0,0.0,75.0,0.8946
16.666666666666668,0.0,83.33333333333333,0.9375
9.090909090909092,0.0,90.9090909090909,0.8549
25.0,75.0,0.0,0.7094
16.666666666666668,83.33333333333333,0.0,0.9775
9.090909090909092,90.9090909090909,0.0,0.9443
75.0,0.0,25.0,0.8257
75.0,25.0,0.0,0.8634
83.33333333333333,0.0,16.666666666666668,0.52
83.33333333333333,16.666666666666668,0.0,0.5399
47.63948497854077,4.721030042918455,47.63948497854077,0.7148
47.63948497854077,47.63948497854077,4.721030042918455,0.8181
33.333333333333336,33.333333333333336,33.333333333333336,0.7619
90.9090909090909,0.0,9.090909090909092,0.9588
50.0,0.0,50.0,0.7542
90.9090909090909,9.090909090909092,0.0,0.5249
50.0,50.0,0.0,0.8978
