DQ_pct_X,TBZ_pct_Y,THI_pct_Z,correct_fraction_pls_Z2,data_density_alpha
15,56,29,0.1477,0.7181
15,57,28,0.1505,0.7069
15,58,27,0.1532,0.6949
15,59,26,0.1558,0.6821
15,60,25,0.1582,0.6685
15,61,24,0.1604,0.6541
15,62,23,0.1624,0.6390
15,63,22,0.1643,0.6230
15,64,21,0.1659,0.6064
15,65,20,0.1673,0.5890
15,66,19,0.1685,0.5710
15,67,18,0.1694,0.5524
15,68,17,0.1701,0.5332
15,69,16,0.1706,0.5136
15,70,15,0.1708,0.4935
15,71,14,0.1708,0.4730
15,72,13,0.1706,0.4523
15,73,12,0.1701,0.4314
15,74,11,0.1695,0.4103
15,75,10,0.1686,0.3892
15,76,9,0.1676,0.3681
15,77,8,0.1664,0.3472
15,78,7,0.1650,0.3265
15,79,6,0.1634,0.3061
15,80,5,0.1617,0.2861
15,81,4,0.1599,0.2666
15,82,3,0.1579,0.2476
15,83,2,0.1558,0.2292
15,84,1,0.1536,0.2114
15,85,0,0.1514,0.1944
16,0,84,0.0335,0.2051
16,1,83,0.0355,0.2228
16,2,82,0.0377,0.2413
16,3,81,0.0399,0.2604
16,4,80,0.0421,0.2801
16,5,79,0.0445,0.3003
16,6,78,0.0468,0.3210
16,7,77,0.0493,0.3420
16,8,76,0.0517,0.3634
16,9,75,0.0542,0.3849
16,10,74,0.0568,0.4066
16,11,73,0.0593,0.4283
16,12,72,0.0618,0.4499
16,13,71,0.0644,0.4714
16,14,70,0.0669,0.4926
16,15,69,0.0694,0.5136
16,16,68,0.0718,0.5341
16,17,67,0.0742,0.5542
16,18,66,0.0765,0.5738
16,19,65,0.0788,0.5928
16,20,64,0.0809,0.6111
16,21,63,0.0830,0.6288
16,22,62,0.0850,0.6458
16,23,61,0.0869,0.6620
16,24,60,0.0887,0.6774
16,25,59,0.0904,0.6920
16,26,58,0.0919,0.7057
16,27,57,0.0934,0.7187
16,28,56,0.0949,0.7308
16,29,55,0.0962,0.7420
16,30,54,0.0975,0.7524
16,31,53,0.0988,0.7619
16,32,52,0.1000,0.7706
16,33,51,0.1012,0.7785
16,34,50,0.1025,0.7855
16,35,49,0.1037,0.7916
16,36,48,0.1051,0.7969
16,37,47,0.1065,0.8014
16,38,46,0.1079,0.8051
16,39,45,0.1095,0.8080
16,40,44,0.1113,0.8100
16,41,43,0.1131,0.8112
16,42,42,0.1151,0.8116
16,43,41,0.1172,0.8112
16,44,40,0.1195,0.8100
16,45,39,0.1219,0.8080
16,46,38,0.1245,0.8051
16,47,37,0.1272,0.8014
16,48,36,0.1300,0.7969
16,49,35,0.1329,0.7916
16,50,34,0.1359,0.7855
16,51,33,0.1389,0.7785
16,52,32,0.1420,0.7706
16,53,31,0.1451,0.7619
16,54,30,0.1482,0.7524
16,55,29,0.1512,0.7420
16,56,28,0.1541,0.7308
16,57,27,0.1570,0.7187
16,58,26,0.1597,0.7057
16,59,25,0.1623,0.6920
16,60,24,0.1648,0.6774
16,61,23,0.1670,0.6620
16,62,22,0.1691,0.6458
16,63,21,0.1710,0.6288
16,64,20,0.1726,0.6111
16,65,19,0.1740,0.5928
16,66,18,0.1751,0.5738
16,67,17,0.1761,0.5542
16,68,16,0.1767,0.5341
16,69,15,0.1772,0.5136
16,70,14,0.1774,0.4926
16,71,13,0.1773,0.4714
16,72,12,0.1771,0.4499
16,73,11,0.1766,0.4283
16,74,10,0.1759,0.4066
16,75,9,0.1750,0.3849
16,76,8,0.1739,0.3634
16,77,7,0.1726,0.3420
16,78,6,0.1712,0.3210
16,79,5,0.1696,0.3003
16,80,4,0.1678,0.2801
16,81,3,0.1659,0.2604
16,82,2,0.1639,0.2413
16,83,1,0.1617,0.2228
16,84,0,0.1595,0.2051
17,0,83,0.0363,0.2158
17,1,82,0.0385,0.2342
17,2,81,0.0407,0.2533
17,3,80,0.0430,0.2731
17,4,79,0.0454,0.2934
17,5,78,0.0479,0.3143
17,6,77,0.0504,0.3356
17,7,76,0.0529,0.3573
17,8,75,0.0554,0.3793
17,9,74,0.0580,0.4014
17,10,73,0.0606,0.4237
17,11,72,0.0633,0.4459
17,12,71,0.0659,0.4681
17,13,70,0.0685,0.4901
17,14,69,0.0710,0.5118
17,15,68,0.0735,0.5332
17,16,67,0.0760,0.5542
17,17,66,0.0784,0.5747
17,18,65,0.0807,0.5947
17,19,64,0.0830,0.6140
17,20,63,0.0851,0.6327
17,21,62,0.0872,0.6507
17,22,61,0.0892,0.6679
17,23,60,0.0910,0.6843
17,24,59,0.0928,0.6999
17,25,58,0.0945,0.7147
17,26,57,0.0960,0.7286
17,27,56,0.0975,0.7417
17,28,55,0.0989,0.7539
17,29,54,0.1002,0.7652
17,30,53,0.1015,0.7756
17,31,52,0.1028,0.7851
17,32,51,0.1040,0.7937
17,33,50,0.1053,0.8015
17,34,49,0.1065,0.8084
17,35,48,0.1079,0.8144
17,36,47,0.1092,0.8196
17,37,46,0.1107,0.8238
17,38,45,0.1123,0.8273
17,39,44,0.1140,0.8298
17,40,43,0.1158,0.8315
17,41,42,0.1178,0.8324
17,42,41,0.1199,0.8324
17,43,40,0.1222,0.8315
17,44,39,0.1246,0.8298
17,45,38,0.1271,0.8273
17,46,37,0.1299,0.8238
17,47,36,0.1327,0.8196
17,48,35,0.1356,0.8144
17,49,34,0.1387,0.8084
17,50,33,0.1418,0.8015
17,51,32,0.1450,0.7937
17,52,31,0.1482,0.7851
17,53,30,0.1513,0.7756
17,54,29,0.1545,0.7652
17,55,28,0.1576,0.7539
17,56,27,0.1607,0.7417
17,57,26,0.1636,0.7286
17,58,25,0.1664,0.7147
17,59,24,0.1690,0.6999
17,60,23,0.1715,0.6843
17,61,22,0.1738,0.6679
17,62,21,0.1759,0.6507
17,63,20,0.1777,0.6327
17,64,19,0.1794,0.6140
17,65,18,0.1808,0.5947
17,66,17,0.1819,0.5747
17,67,16,0.1828,0.5542
17,68,15,0.1835,0.5332
17,69,14,0.1839,0.5118
17,70,13,0.1840,0.4901
17,71,12,0.1840,0.4681
17,72,11,0.1837,0.4459
17,73,10,0.1831,0.4237
17,74,9,0.1824,0.4014
17,75,8,0.1815,0.3793
17,76,7,0.1803,0.3573
17,77,6,0.1790,0.3356
17,78,5,0.1775,0.3143
17,79,4,0.1758,0.2934
17,80,3,0.1740,0.2731
17,81,2,0.1721,0.2533
17,82,1,0.1700,0.2342
17,83,0,0.1678,0.2158
18,0,82,0.0393,0.2264
18,1,81,0.0416,0.2455
18,2,80,0.0440,0.2652
18,3,79,0.0464,0.2856
18,4,78,0.0489,0.3066
18,5,77,0.0515,0.3281
18,6,76,0.0541,0.3501
18,7,75,0.0567,0.3724
18,8,74,0.0593,0.3949
18,9,73,0.0620,0.4176
18,10,72,0.0647,0.4404
18,11,71,0.0674,0.4632
18,12,70,0.0700,0.4859
18,13,69,0.0727,0.5084
18,14,68,0.0753,0.5306
18,15,67,0.0778,0.5524
18,16,66,0.0803,0.5738
18,17,65,0.0827,0.5947
18,18,64,0.0851,0.6150
18,19,63,0.0873,0.6347
18,20,62,0.0894,0.6536
18,21,61,0.0915,0.6719
18,22,60,0.0934,0.6893
18,23,59,0.0952,0.7060
18,24,58,0.0970,0.7218
18,25,57,0.0986,0.7367
18,26,56,0.1001,0.7507
18,27,55,0.1016,0.7639
18,28,54,0.1030,0.7761
18,29,53,0.1043,0.7874
18,30,52,0.1056,0.7979
18,31,51,0.1068,0.8073
18,32,50,0.1081,0.8159
18,33,49,0.1094,0.8236
18,34,48,0.1107,0.8303
18,35,47,0.1120,0.8362
18,36,46,0.1135,0.8411
18,37,45,0.1150,0.8451
18,38,44,0.1167,0.8483
18,39,43,0.1185,0.8505
18,40,42,0.1204,0.8519
18,41,41,0.1225,0.8523
18,42,40,0.1248,0.8519
18,43,39,0.1272,0.8505
18,44,38,0.1298,0.8483
18,45,37,0.1325,0.8451
18,46,36,0.1353,0.8411
18,47,35,0.1383,0.8362
18,48,34,0.1414,0.8303
18,49,33,0.1446,0.8236
18,50,32,0.1478,0.8159
18,51,31,0.1511,0.8073
18,52,30,0.1544,0.7979
18,53,29,0.1577,0.7874
18,54,28,0.1610,0.7761
18,55,27,0.1642,0.7639
18,56,26,0.1673,0.7507
18,57,25,0.1703,0.7367
18,58,24,0.1731,0.7218
18,59,23,0.1758,0.7060
18,60,22,0.1783,0.6893
18,61,21,0.1806,0.6719
18,62,20,0.1827,0.6536
18,63,19,0.1846,0.6347
18,64,18,0.1862,0.6150
18,65,17,0.1876,0.5947
18,66,16,0.1887,0.5738
18,67,15,0.1896,0.5524
18,68,14,0.1903,0.5306
18,69,13,0.1907,0.5084
18,70,12,0.1908,0.4859
18,71,11,0.1907,0.4632
18,72,10,0.1904,0.4404
18,73,9,0.1898,0.4176
18,74,8,0.1890,0.3949
18,75,7,0.1880,0.3724
18,76,6,0.1869,0.3501
18,77,5,0.1855,0.3281
18,78,4,0.1839,0.3066
18,79,3,0.1822,0.2856
18,80,2,0.1804,0.2652
18,81,1,0.1784,0.2455
18,82,0,0.1762,0.2264
19,0,81,0.0426,0.2370
19,1,80,0.0450,0.2566
19,2,79,0.0475,0.2770
19,3,78,0.0500,0.2980
19,4,77,0.0526,0.3196
19,5,76,0.0553,0.3417
19,6,75,0.0579,0.3642
19,7,74,0.0607,0.3871
19,8,73,0.0634,0.4102
19,9,72,0.0662,0.4335
19,10,71,0.0689,0.4568
19,11,70,0.0716,0.4801
19,12,69,0.0744,0.5032
19,13,68,0.0770,0.5261
19,14,67,0.0797,0.5488
19,15,66,0.0822,0.5710
19,16,65,0.0847,0.5928
19,17,64,0.0871,0.6140
19,18,63,0.0895,0.6347
19,19,62,0.0917,0.6546
19,20,61,0.0938,0.6739
19,21,60,0.0958,0.6923
19,22,59,0.0977,0.7100
19,23,58,0.0995,0.7268
19,24,57,0.1012,0.7428
19,25,56,0.1028,0.7578
19,26,55,0.1043,0.7720
19,27,54,0.1057,0.7852
19,28,53,0.1071,0.7975
19,29,52,0.1084,0.8088
19,30,51,0.1096,0.8192
19,31,50,0.1109,0.8286
19,32,49,0.1122,0.8371
19,33,48,0.1135,0.8446
19,34,47,0.1148,0.8512
19,35,46,0.1163,0.8568
19,36,45,0.1178,0.8615
19,37,44,0.1194,0.8653
19,38,43,0.1212,0.8681
19,39,42,0.1231,0.8699
19,40,41,0.1252,0.8709
19,41,40,0.1274,0.8709
19,42,39,0.1298,0.8699
19,43,38,0.1323,0.8681
19,44,37,0.1350,0.8653
19,45,36,0.1379,0.8615
19,46,35,0.1409,0.8568
19,47,34,0.1440,0.8512
19,48,33,0.1473,0.8446
19,49,32,0.1506,0.8371
19,50,31,0.1539,0.8286
19,51,30,0.1574,0.8192
19,52,29,0.1608,0.8088
19,53,28,0.1642,0.7975
19,54,27,0.1675,0.7852
19,55,26,0.1708,0.7720
19,56,25,0.1740,0.7578
19,57,24,0.1770,0.7428
19,58,23,0.1799,0.7268
19,59,22,0.1827,0.7100
19,60,21,0.1852,0.6923
19,61,20,0.1875,0.6739
19,62,19,0.1896,0.6546
19,63,18,0.1915,0.6347
19,64,17,0.1931,0.6140
19,65,16,0.1945,0.5928
19,66,15,0.1957,0.5710
19,67,14,0.1965,0.5488
19,68,13,0.1971,0.5261
19,69,12,0.1975,0.5032
19,70,11,0.1976,0.4801
19,71,10,0.1975,0.4568
19,72,9,0.1971,0.4335
19,73,8,0.1965,0.4102
19,74,7,0.1957,0.3871
19,75,6,0.1947,0.3642
19,76,5,0.1935,0.3417
19,77,4,0.1921,0.3196
19,78,3,0.1905,0.2980
19,79,2,0.1887,0.2770
19,80,1,0.1868,0.2566
19,81,0,0.1847,0.2370
20,0,80,0.0460,0.2473
20,1,79,0.0485,0.2676
20,2,78,0.0511,0.2885
20,3,77,0.0538,0.3101
20,4,76,0.0565,0.3323
20,5,75,0.0592,0.3550
20,6,74,0.0620,0.3780
20,7,73,0.0648,0.4014
20,8,72,0.0676,0.4251
20,9,71,0.0705,0.4489
20,10,70,0.0733,0.4727
20,11,69,0.0761,0.4964
20,12,68,0.0788,0.5200
20,13,67,0.0815,0.5434
20,14,66,0.0842,0.5664
20,15,65,0.0867,0.5890
20,16,64,0.0892,0.6111
20,17,63,0.0916,0.6327
20,18,62,0.0939,0.6536
20,19,61,0.0961,0.6739
20,20,60,0.0982,0.6934
20,21,59,0.1002,0.7120
20,22,58,0.1021,0.7299
20,23,57,0.1038,0.7469
20,24,56,0.1055,0.7630
20,25,55,0.1070,0.7781
20,26,54,0.1085,0.7923
20,27,53,0.1099,0.8056
20,28,52,0.1112,0.8179
20,29,51,0.1125,0.8292
20,30,50,0.1138,0.8395
20,31,49,0.1150,0.8488
20,32,48,0.1163,0.8572
20,33,47,0.1177,0.8645
20,34,46,0.1191,0.8709
20,35,45,0.1206,0.8763
20,36,44,0.1222,0.8807
20,37,43,0.1239,0.8841
20,38,42,0.1258,0.8865
20,39,41,0.1278,0.8880
20,40,40,0.1300,0.8885
20,41,39,0.1324,0.8880
20,42,38,0.1349,0.8865
20,43,37,0.1376,0.8841
20,44,36,0.1404,0.8807
20,45,35,0.1434,0.8763
20,46,34,0.1466,0.8709
20,47,33,0.1499,0.8645
20,48,32,0.1532,0.8572
20,49,31,0.1567,0.8488
20,50,30,0.1602,0.8395
20,51,29,0.1637,0.8292
20,52,28,0.1672,0.8179
20,53,27,0.1707,0.8056
20,54,26,0.1741,0.7923
20,55,25,0.1775,0.7781
20,56,24,0.1807,0.7630
20,57,23,0.1839,0.7469
20,58,22,0.1868,0.7299
20,59,21,0.1896,0.7120
20,60,20,0.1921,0.6934
20,61,19,0.1945,0.6739
20,62,18,0.1966,0.6536
20,63,17,0.1985,0.6327
20,64,16,0.2001,0.6111
20,65,15,0.2015,0.5890
20,66,14,0.2026,0.5664
20,67,13,0.2035,0.5434
20,68,12,0.2041,0.5200
20,69,11,0.2044,0.4964
20,70,10,0.2045,0.4727
20,71,9,0.2044,0.4489
20,72,8,0.2040,0.4251
20,73,7,0.2034,0.4014
20,74,6,0.2025,0.3780
20,75,5,0.2015,0.3550
20,76,4,0.2002,0.3323
20,77,3,0.1987,0.3101
20,78,2,0.1971,0.2885
20,79,1,0.1953,0.2676
20,80,0,0.1934,0.2473
21,0,79,0.0496,0.2575
21,1,78,0.0523,0.2783
21,2,77,0.0550,0.2998
21,3,76,0.0578,0.3219
21,4,75,0.0606,0.3447
21,5,74,0.0634,0.3679
21,6,73,0.0663,0.3915
21,7,72,0.0692,0.4154
21,8,71,0.0721,0.4395
21,9,70,0.0749,0.4638
21,10,69,0.0778,0.4881
21,11,68,0.0806,0.5122
21,12,67,0.0834,0.5363
21,13,66,0.0861,0.5600
21,14,65,0.0888,0.5834
21,15,64,0.0913,0.6064
21,16,63,0.0938,0.6288
21,17,62,0.0962,0.6507
21,18,61,0.0985,0.6719
21,19,60,0.1006,0.6923
21,20,59,0.1027,0.7120
21,21,58,0.1046,0.7309
21,22,57,0.1064,0.7489
21,23,56,0.1081,0.7660
21,24,55,0.1097,0.7822
21,25,54,0.1112,0.7975
21,26,53,0.1127,0.8117
21,27,52,0.1140,0.8250
21,28,51,0.1153,0.8372
21,29,50,0.1166,0.8485
21,30,49,0.1179,0.8587
21,31,48,0.1192,0.8679
21,32,47,0.1205,0.8761
21,33,46,0.1219,0.8832
21,34,45,0.1234,0.8894
21,35,44,0.1249,0.8945
21,36,43,0.1266,0.8985
21,37,42,0.1285,0.9016
21,38,41,0.1304,0.9036
21,39,40,0.1326,0.9047
21,40,39,0.1349,0.9047
21,41,38,0.1374,0.9036
21,42,37,0.1401,0.9016
21,43,36,0.1429,0.8985
21,44,35,0.1459,0.8945
21,45,34,0.1491,0.8894
21,46,33,0.1524,0.8832
21,47,32,0.1558,0.8761
21,48,31,0.1593,0.8679
21,49,30,0.1628,0.8587
21,50,29,0.1665,0.8485
21,51,28,0.1701,0.8372
21,52,27,0.1737,0.8250
21,53,26,0.1773,0.8117
21,54,25,0.1808,0.7975
21,55,24,0.1843,0.7822
21,56,23,0.1876,0.7660
21,57,22,0.1907,0.7489
21,58,21,0.1937,0.7309
21,59,20,0.1965,0.7120
21,60,19,0.1991,0.6923
21,61,18,0.2015,0.6719
21,62,17,0.2036,0.6507
21,63,16,0.2055,0.6288
21,64,15,0.2071,0.6064
21,65,14,0.2085,0.5834
21,66,13,0.2096,0.5600
21,67,12,0.2105,0.5363
21,68,11,0.2111,0.5122
21,69,10,0.2114,0.4881
21,70,9,0.2115,0.4638
21,71,8,0.2113,0.4395
21,72,7,0.2109,0.4154
21,73,6,0.2102,0.3915
21,74,5,0.2094,0.3679
21,75,4,0.2083,0.3447
21,76,3,0.2070,0.3219
21,77,2,0.2055,0.2998
21,78,1,0.2038,0.2783
21,79,0,0.2020,0.2575
22,0,78,0.0535,0.2674
22,1,77,0.0563,0.2887
22,2,76,0.0591,0.3108
22,3,75,0.0619,0.3335
22,4,74,0.0648,0.3567
22,5,73,0.0678,0.3804
22,6,72,0.0707,0.4045
22,7,71,0.0737,0.4289
22,8,70,0.0766,0.4535
22,9,69,0.0795,0.4782
22,10,68,0.0824,0.5029
22,11,67,0.0853,0.5275
22,12,66,0.0881,0.5519
22,13,65,0.0908,0.5760
22,14,64,0.0935,0.5998
22,15,63,0.0960,0.6230
22,16,62,0.0985,0.6458
22,17,61,0.1008,0.6679
22,18,60,0.1030,0.6893
22,19,59,0.1052,0.7100
22,20,58,0.1072,0.7299
22,21,57,0.1090,0.7489
22,22,56,0.1108,0.7671
22,23,55,0.1124,0.7843
22,24,54,0.1140,0.8005
22,25,53,0.1155,0.8158
22,26,52,0.1168,0.8301
22,27,51,0.1182,0.8433
22,28,50,0.1195,0.8555
22,29,49,0.1208,0.8667
22,30,48,0.1220,0.8768
22,31,47,0.1233,0.8858
22,32,46,0.1247,0.8938
22,33,45,0.1261,0.9007
22,34,44,0.1277,0.9065
22,35,43,0.1293,0.9113
22,36,42,0.1311,0.9151
22,37,41,0.1330,0.9177
22,38,40,0.1351,0.9193
22,39,39,0.1374,0.9198
22,40,38,0.1399,0.9193
22,41,37,0.1425,0.9177
22,42,36,0.1453,0.9151
22,43,35,0.1483,0.9113
22,44,34,0.1515,0.9065
22,45,33,0.1548,0.9007
22,46,32,0.1582,0.8938
22,47,31,0.1617,0.8858
22,48,30,0.1654,0.8768
22,49,29,0.1691,0.8667
22,50,28,0.1728,0.8555
22,51,27,0.1766,0.8433
22,52,26,0.1803,0.8301
22,53,25,0.1840,0.8158
22,54,24,0.1876,0.8005
22,55,23,0.1911,0.7843
22,56,22,0.1944,0.7671
22,57,21,0.1976,0.7489
22,58,20,0.2007,0.7299
22,59,19,0.2035,0.7100
22,60,18,0.2061,0.6893
22,61,17,0.2085,0.6679
22,62,16,0.2107,0.6458
22,63,15,0.2126,0.6230
22,64,14,0.2142,0.5998
22,65,13,0.2156,0.5760
22,66,12,0.2167,0.5519
22,67,11,0.2175,0.5275
22,68,10,0.2181,0.5029
22,69,9,0.2184,0.4782
22,70,8,0.2185,0.4535
22,71,7,0.2183,0.4289
22,72,6,0.2178,0.4045
22,73,5,0.2172,0.3804
22,74,4,0.2163,0.3567
22,75,3,0.2152,0.3335
22,76,2,0.2139,0.3108
22,77,1,0.2123,0.2887
22,78,0,0.2106,0.2674
23,0,77,0.0575,0.2770
23,1,76,0.0604,0.2989
23,2,75,0.0633,0.3214
23,3,74,0.0663,0.3446
23,4,73,0.0693,0.3683
23,5,72,0.0723,0.3925
23,6,71,0.0753,0.4171
23,7,70,0.0783,0.4420
23,8,69,0.0813,0.4670
23,9,68,0.0843,0.4921
23,10,67,0.0872,0.5172
23,11,66,0.0901,0.5421
23,12,65,0.0929,0.5669
23,13,64,0.0956,0.5913
23,14,63,0.0982,0.6154
23,15,62,0.1007,0.6390
23,16,61,0.1032,0.6620
23,17,60,0.1055,0.6843
23,18,59,0.1076,0.7060
23,19,58,0.1097,0.7268
23,20,57,0.1116,0.7469
23,21,56,0.1135,0.7660
23,22,55,0.1152,0.7843
23,23,54,0.1168,0.8016
23,24,53,0.1183,0.8179
23,25,52,0.1197,0.8332
23,26,51,0.1210,0.8474
23,27,50,0.1223,0.8606
23,28,49,0.1236,0.8727
23,29,48,0.1249,0.8837
23,30,47,0.1262,0.8937
23,31,46,0.1275,0.9025
23,32,45,0.1289,0.9102
23,33,44,0.1304,0.9169
23,34,43,0.1320,0.9224
23,35,42,0.1338,0.9268
23,36,41,0.1356,0.9302
23,37,40,0.1377,0.9324
23,38,39,0.1399,0.9335
23,39,38,0.1423,0.9335
23,40,37,0.1449,0.9324
23,41,36,0.1477,0.9302
23,42,35,0.1506,0.9268
23,43,34,0.1538,0.9224
23,44,33,0.1571,0.9169
23,45,32,0.1605,0.9102
23,46,31,0.1641,0.9025
23,47,30,0.1678,0.8937
23,48,29,0.1715,0.8837
23,49,28,0.1754,0.8727
23,50,27,0.1792,0.8606
23,51,26,0.1831,0.8474
23,52,25,0.1869,0.8332
23,53,24,0.1906,0.8179
23,54,23,0.1943,0.8016
23,55,22,0.1979,0.7843
23,56,21,0.2013,0.7660
23,57,20,0.2045,0.7469
23,58,19,0.2076,0.7268
23,59,18,0.2105,0.7060
23,60,17,0.2131,0.6843
23,61,16,0.2155,0.6620
23,62,15,0.2177,0.6390
23,63,14,0.2196,0.6154
23,64,13,0.2212,0.5913
23,65,12,0.2226,0.5669
23,66,11,0.2237,0.5421
23,67,10,0.2246,0.5172
23,68,9,0.2251,0.4921
23,69,8,0.2254,0.4670
23,70,7,0.2255,0.4420
23,71,6,0.2253,0.4171
23,72,5,0.2248,0.3925
23,73,4,0.2242,0.3683
23,74,3,0.2232,0.3446
23,75,2,0.2221,0.3214
23,76,1,0.2208,0.2989
23,77,0,0.2192,0.2770
24,0,76,0.0618,0.2864
24,1,75,0.0648,0.3087
24,2,74,0.0678,0.3317
24,3,73,0.0708,0.3554
24,4,72,0.0739,0.3796
24,5,71,0.0770,0.4042
24,6,70,0.0801,0.4292
24,7,69,0.0831,0.4545
24,8,68,0.0862,0.4799
24,9,67,0.0891,0.5054
24,10,66,0.0921,0.5308
24,11,65,0.0949,0.5562
24,12,64,0.0977,0.5812
24,13,63,0.1004,0.6060
24,14,62,0.1030,0.6303
24,15,61,0.1055,0.6541
24,16,60,0.1079,0.6774
24,17,59,0.1101,0.6999
24,18,58,0.1123,0.7218
24,19,57,0.1142,0.7428
24,20,56,0.1161,0.7630
24,21,55,0.1179,0.7822
24,22,54,0.1195,0.8005
24,23,53,0.1210,0.8179
24,24,52,0.1225,0.8342
24,25,51,0.1239,0.8494
24,26,50,0.1252,0.8636
24,27,49,0.1265,0.8767
24,28,48,0.1277,0.8887
24,29,47,0.1290,0.8996
24,30,46,0.1303,0.9093
24,31,45,0.1317,0.9179
24,32,44,0.1332,0.9254
24,33,43,0.1347,0.9317
24,34,42,0.1364,0.9369
24,35,41,0.1382,0.9409
24,36,40,0.1402,0.9438
24,37,39,0.1424,0.9455
24,38,38,0.1447,0.9461
24,39,37,0.1472,0.9455
24,40,36,0.1500,0.9438
24,41,35,0.1529,0.9409
24,42,34,0.1560,0.9369
24,43,33,0.1593,0.9317
24,44,32,0.1627,0.9254
24,45,31,0.1663,0.9179
24,46,30,0.1700,0.9093
24,47,29,0.1739,0.8996
24,48,28,0.1777,0.8887
24,49,27,0.1817,0.8767
24,50,26,0.1856,0.8636
24,51,25,0.1896,0.8494
24,52,24,0.1935,0.8342
24,53,23,0.1973,0.8179
24,54,22,0.2011,0.8005
24,55,21,0.2047,0.7822
24,56,20,0.2082,0.7630
24,57,19,0.2115,0.7428
24,58,18,0.2146,0.7218
24,59,17,0.2175,0.6999
24,60,16,0.2201,0.6774
24,61,15,0.2225,0.6541
24,62,14,0.2247,0.6303
24,63,13,0.2266,0.6060
24,64,12,0.2283,0.5812
24,65,11,0.2297,0.5562
24,66,10,0.2308,0.5308
24,67,9,0.2316,0.5054
24,68,8,0.2322,0.4799
24,69,7,0.2325,0.4545
24,70,6,0.2325,0.4292
24,71,5,0.2323,0.4042
24,72,4,0.2319,0.3796
24,73,3,0.2312,0.3554
24,74,2,0.2302,0.3317
24,75,1,0.2291,0.3087
24,76,0,0.2277,0.2864
25,0,75,0.0662,0.2954
25,1,74,0.0693,0.3182
25,2,73,0.0724,0.3417
25,3,72,0.0756,0.3657
25,4,71,0.0787,0.3904
25,5,70,0.0818,0.4154
25,6,69,0.0850,0.4408
25,7,68,0.0880,0.4665
25,8,67,0.0911,0.4923
25,9,66,0.0941,0.5181
25,10,65,0.0970,0.5439
25,11,64,0.0999,0.5695
25,12,63,0.1027,0.5949
25,13,62,0.1053,0.6199
25,14,61,0.1079,0.6445
25,15,60,0.1103,0.6685
25,16,59,0.1126,0.6920
25,17,58,0.1148,0.7147
25,18,57,0.1168,0.7367
25,19,56,0.1188,0.7578
25,20,55,0.1206,0.7781
25,21,54,0.1223,0.7975
25,22,53,0.1238,0.8158
25,23,52,0.1253,0.8332
25,24,51,0.1267,0.8494
25,25,50,0.1280,0.8647
25,26,49,0.1293,0.8788
25,27,48,0.1306,0.8917
25,28,47,0.1318,0.9036
25,29,46,0.1331,0.9142
25,30,45,0.1345,0.9237
25,31,44,0.1359,0.9321
25,32,43,0.1374,0.9392
25,33,42,0.1390,0.9452
25,34,41,0.1408,0.9500
25,35,40,0.1427,0.9535
25,36,39,0.1448,0.9559
25,37,38,0.1471,0.9571
25,38,37,0.1496,0.9571
25,39,36,0.1522,0.9559
25,40,35,0.1551,0.9535
25,41,34,0.1582,0.9500
25,42,33,0.1614,0.9452
25,43,32,0.1649,0.9392
25,44,31,0.1684,0.9321
25,45,30,0.1722,0.9237
25,46,29,0.1760,0.9142
25,47,28,0.1800,0.9036
25,48,27,0.1840,0.8917
25,49,26,0.1880,0.8788
25,50,25,0.1921,0.8647
25,51,24,0.1961,0.8494
25,52,23,0.2001,0.8332
25,53,22,0.2040,0.8158
25,54,21,0.2078,0.7975
25,55,20,0.2115,0.7781
25,56,19,0.2150,0.7578
25,57,18,0.2183,0.7367
25,58,17,0.2215,0.7147
25,59,16,0.2244,0.6920
25,60,15,0.2271,0.6685
25,61,14,0.2295,0.6445
25,62,13,0.2317,0.6199
25,63,12,0.2336,0.5949
25,64,11,0.2353,0.5695
25,65,10,0.2367,0.5439
25,66,9,0.2378,0.5181
25,67,8,0.2386,0.4923
25,68,7,0.2392,0.4665
25,69,6,0.2395,0.4408
25,70,5,0.2395,0.4154
25,71,4,0.2393,0.3904
25,72,3,0.2389,0.3657
25,73,2,0.2382,0.3417
25,74,1,0.2372,0.3182
25,75,0,0.2361,0.2954
26,0,74,0.0709,0.3041
26,1,73,0.0740,0.3273
26,2,72,0.0772,0.3512
26,3,71,0.0804,0.3757
26,4,70,0.0836,0.4007
26,5,69,0.0868,0.4261
26,6,68,0.0900,0.4519
26,7,67,0.0931,0.4779
26,8,66,0.0961,0.5040
26,9,65,0.0991,0.5302
26,10,64,0.1021,0.5563
26,11,63,0.1049,0.5822
26,12,62,0.1076,0.6078
26,13,61,0.1102,0.6331
26,14,60,0.1127,0.6579
26,15,59,0.1151,0.6821
26,16,58,0.1173,0.7057
26,17,57,0.1194,0.7286
26,18,56,0.1214,0.7507
26,19,55,0.1233,0.7720
26,20,54,0.1250,0.7923
26,21,53,0.1266,0.8117
26,22,52,0.1281,0.8301
26,23,51,0.1295,0.8474
26,24,50,0.1308,0.8636
26,25,49,0.1321,0.8788
26,26,48,0.1334,0.8927
26,27,47,0.1346,0.9055
26,28,46,0.1359,0.9172
26,29,45,0.1372,0.9276
26,30,44,0.1386,0.9369
26,31,43,0.1400,0.9449
26,32,42,0.1416,0.9517
26,33,41,0.1433,0.9572
26,34,40,0.1452,0.9616
26,35,39,0.1472,0.9647
