DQ_pct_X,TBZ_pct_Y,THI_pct_Z,correct_fraction_nnls_Z2,data_density_alpha
8,7,85,0.7002,0.2178
8,8,84,0.7038,0.2334
8,9,83,0.7072,0.2492
8,10,82,0.7104,0.2653
8,11,81,0.7133,0.2816
8,12,80,0.7161,0.2980
8,13,79,0.7187,0.3145
8,14,78,0.7212,0.3309
8,15,77,0.7235,0.3472
8,16,76,0.7257,0.3633
8,17,75,0.7277,0.3792
8,18,74,0.7297,0.3949
8,19,73,0.7316,0.4102
8,20,72,0.7334,0.4251
8,21,71,0.7353,0.4395
8,22,70,0.7371,0.4535
8,23,69,0.7389,0.4669
8,24,68,0.7408,0.4799
8,25,67,0.7427,0.4922
8,26,66,0.7447,0.5040
8,27,65,0.7467,0.5152
8,28,64,0.7488,0.5257
8,29,63,0.7510,0.5357
8,30,62,0.7532,0.5450
8,31,61,0.7555,0.5538
8,32,60,0.7579,0.5619
8,33,59,0.7603,0.5694
8,34,58,0.7627,0.5764
8,35,57,0.7652,0.5827
8,36,56,0.7676,0.5885
8,37,55,0.7699,0.5936
8,38,54,0.7722,0.5983
8,39,53,0.7743,0.6023
8,40,52,0.7763,0.6058
8,41,51,0.7781,0.6088
8,42,50,0.7798,0.6112
8,43,49,0.7811,0.6131
8,44,48,0.7822,0.6144
8,45,47,0.7831,0.6152
8,46,46,0.7836,0.6155
8,47,45,0.7838,0.6152
8,48,44,0.7837,0.6144
8,49,43,0.7833,0.6131
8,50,42,0.7825,0.6112
8,51,41,0.7815,0.6088
8,52,40,0.7802,0.6058
8,53,39,0.7786,0.6023
8,54,38,0.7768,0.5983
8,55,37,0.7748,0.5936
8,56,36,0.7725,0.5885
8,57,35,0.7702,0.5827
8,58,34,0.7677,0.5764
8,59,33,0.7652,0.5694
8,60,32,0.7627,0.5619
8,61,31,0.7601,0.5538
8,62,30,0.7576,0.5450
8,63,29,0.7552,0.5357
8,64,28,0.7530,0.5257
8,65,27,0.7509,0.5152
8,66,26,0.7489,0.5040
8,67,25,0.7472,0.4922
8,68,24,0.7457,0.4799
8,69,23,0.7445,0.4669
8,70,22,0.7435,0.4535
