name,subset,n,mae_pp,median_recovery_pct,within80_120_pct,within1_5x_pct,within2x_pct,known_total_mae_fraction
B00_oldlike,all,92.0,28.08586368309757,69.09536719322205,11.76470588235294,22.35294117647059,38.03921568627451,0.2826814664504925
B00_oldlike,binary,21.0,34.04715144463364,49.73295728365581,21.428571428571427,21.428571428571427,33.33333333333333,0.3813451330867973
B00_oldlike,ternary,71.0,26.322665894474234,74.49895143508911,9.859154929577464,22.535211267605636,38.967136150234744,0.26322665894474234
V01_maponly,all,92.0,28.43939257716076,63.71481120586395,10.588235294117647,21.96078431372549,37.254901960784316,0.28487094515821876
V01_maponly,binary,21.0,34.5047017665503,32.677267491817474,19.047619047619047,26.190476190476193,30.952380952380953,0.37826975274544655
V01_maponly,ternary,71.0,26.64542788734132,66.60018861293793,8.92018779342723,21.12676056338028,38.497652582159624,0.2664542788734132
V02_bin8,all,92.0,28.447301952891724,67.41725392639637,10.196078431372548,21.568627450980394,35.294117647058826,0.28932382858878425
V02_bin8,binary,21.0,30.196716201029293,65.78447461128233,16.666666666666664,26.190476190476193,33.33333333333333,0.34016557397160174
V02_bin8,ternary,71.0,27.929869569639763,67.41725392639637,8.92018779342723,20.657276995305164,35.68075117370892,0.27929869569639765
V03_trimtest,all,92.0,28.934321028638273,64.30016756057739,9.019607843137255,20.392156862745097,33.72549019607843,0.29445125906787123
V03_trimtest,binary,21.0,30.627817589719026,64.89339232444763,11.904761904761903,26.190476190476193,33.33333333333333,0.3457588120187743
V03_trimtest,ternary,71.0,28.43342767958621,64.30016756057739,8.450704225352112,19.248826291079812,33.80281690140845,0.2843342767958621
V04_h128_32,all,92.0,29.671532584066036,58.17818343639374,9.411764705882353,20.392156862745097,29.80392156862745,0.3083963287453619
V04_h128_32,binary,21.0,24.229704086155163,93.78402568399906,26.190476190476193,42.857142857142854,52.38095238095239,0.2860082731505419
V04_h128_32,ternary,71.0,31.28108749189883,47.48397693037987,6.103286384976526,15.96244131455399,25.352112676056336,0.3128108749189883
V05_h64_32,all,92.0,32.65580646102714,47.20672219991684,6.2745098039215685,15.294117647058824,27.058823529411764,0.3328713281760897
V05_h64_32,binary,21.0,36.85919698853995,39.67566192150116,9.523809523809524,21.428571428571427,30.952380952380953,0.4279394513154323
V05_h64_32,ternary,71.0,31.412550107819115,49.939726665616035,5.633802816901409,14.084507042253522,26.291079812206576,0.31412550107819115
V06_gelu128,all,92.0,31.07066625042695,58.763934671878815,7.8431372549019605,14.117647058823529,29.411764705882355,0.3217059964918515
V06_gelu128,binary,21.0,29.000624543465854,68.06598007678986,19.047619047619047,26.190476190476193,40.476190476190474,0.34643770753874437
V06_gelu128,ternary,71.0,31.682932107415436,57.792287319898605,5.633802816901409,11.737089201877934,27.230046948356808,0.31682932107415435
V07_gelu256,all,92.0,26.458430331717985,73.1413945555687,10.588235294117647,25.098039215686274,35.68627450980392,0.2794088472089077
V07_gelu256,binary,21.0,25.841342714132328,83.55904658635458,16.666666666666664,30.952380952380953,38.095238095238095,0.34533414839602794
V07_gelu256,ternary,71.0,26.640949204525004,72.40155190229416,9.389671361502346,23.943661971830984,35.2112676056338,0.26640949204525005
V08_huber,all,92.0,28.429237945692527,75.04619359970093,12.941176470588237,22.35294117647059,35.68627450980392,0.2895172387707676
V08_huber,binary,21.0,27.759281212731562,66.96833968162537,21.428571428571427,35.714285714285715,45.23809523809524,0.3059653885822674
V08_huber,ternary,71.0,28.6273941624838,75.04619359970093,11.267605633802818,19.718309859154928,33.80281690140845,0.286273941624838
V09_ce,all,92.0,28.71865899817444,74.20854941010475,13.333333333333334,21.176470588235293,33.72549019607843,0.29247163451713887
V09_ce,binary,21.0,28.206096872332903,46.94707840681076,21.428571428571427,26.190476190476193,42.857142857142854,0.31158592848758787
V09_ce,ternary,71.0,28.8702618804656,78.38046550750732,11.737089201877934,20.187793427230048,31.92488262910798,0.288702618804656
V10_unweighted,all,92.0,27.214220268843043,68.8587911427021,13.725490196078432,24.313725490196077,38.82352941176471,0.277400443669888
V10_unweighted,binary,21.0,26.30474665140267,71.7588797211647,28.57142857142857,38.095238095238095,45.23809523809524,0.2904251329571026
V10_unweighted,ternary,71.0,27.483219507804286,68.8587911427021,10.7981220657277,21.5962441314554,37.558685446009385,0.27483219507804285
V11_binary15,all,92.0,31.896767925017542,53.14404517412186,9.019607843137255,15.686274509803921,27.450980392156865,0.32768948444349594
V11_binary15,binary,21.0,28.48691593949556,68.48568320274353,26.190476190476193,30.952380952380953,40.476190476190474,0.3207737167125056
V11_binary15,ternary,71.0,32.90531569538321,52.28925794363022,5.633802816901409,12.676056338028168,24.88262910798122,0.3290531569538321
