name,subset,n,mae_pp,median_recovery_pct,within80_120_pct,within1_5x_pct,within2x_pct,known_total_mae_fraction
B00_oldlike,all,92.0,13.550086331031144,97.79212474822998,31.372549019607842,53.333333333333336,73.72549019607844,0.13820981631158186
B00_oldlike,binary,21.0,17.63771070670713,86.60651981830597,21.428571428571427,50.0,64.28571428571429,0.2132624435960214
B00_oldlike,ternary,71.0,12.341070670619938,101.24299228191376,33.33333333333333,53.990610328638496,75.5868544600939,0.12341070670619939
V01_maponly,all,92.0,13.229721231621868,100.2984356880188,27.058823529411764,56.07843137254902,77.64705882352942,0.13434212585348276
V01_maponly,binary,21.0,17.31124971643854,85.6351665655772,23.809523809523807,50.0,61.904761904761905,0.20593568606471474
V01_maponly,ternary,71.0,12.022508581183136,101.21705532073975,27.699530516431924,57.27699530516433,80.75117370892019,0.12022508581183136
V02_bin8,all,92.0,13.84949266224084,100.9130135178566,28.235294117647058,53.333333333333336,75.29411764705883,0.1398314997073785
V02_bin8,binary,21.0,18.601719671080875,82.98718869686127,19.047619047619047,40.476190476190474,64.28571428571429,0.21789323977089903
V02_bin8,ternary,71.0,12.443904392020547,103.2454788684845,30.046948356807512,55.86854460093896,77.46478873239437,0.12443904392020547
V04_h128_32,all,92.0,14.135015092573145,97.25549519062042,28.627450980392155,55.68627450980392,75.29411764705883,0.14102114835731014
V04_h128_32,binary,21.0,18.595281472593587,82.25617915391923,28.57142857142857,52.38095238095239,66.66666666666666,0.2062566310320517
V04_h128_32,ternary,71.0,12.815781374538926,97.9512482881546,28.638497652582164,56.33802816901409,76.99530516431925,0.12815781374538926
V07_gelu256,all,92.0,13.538509193530116,94.80752497911453,27.84313725490196,54.90196078431373,74.50980392156863,0.13642991700697968
V07_gelu256,binary,21.0,17.73023602516651,78.89053016901016,16.666666666666664,38.095238095238095,64.28571428571429,0.20460457520218078
V07_gelu256,ternary,71.0,12.298702665863015,97.22402542829514,30.046948356807512,58.21596244131455,76.52582159624414,0.12298702665863015
V08_huber,all,92.0,13.090064303165633,97.23806977272034,32.94117647058823,54.509803921568626,79.2156862745098,0.13219167734960885
V08_huber,binary,21.0,17.405017705278325,90.76411962509154,30.952380952380953,47.61904761904761,64.28571428571429,0.20346336670805837
V08_huber,ternary,71.0,11.813810480005541,99.96148347854614,33.33333333333333,55.86854460093896,82.15962441314554,0.11813810480005542
V09_ce,all,92.0,14.221766601283708,100.40625333786011,30.58823529411765,49.411764705882355,74.90196078431373,0.1455750460225593
V09_ce,binary,21.0,18.059738339892554,85.98394393920898,23.809523809523807,47.61904761904761,69.04761904761905,0.22017133500814048
V09_ce,ternary,71.0,13.086591861695176,101.67668536305428,31.92488262910798,49.76525821596244,76.05633802816901,0.13086591861695177
V10_unweighted,all,92.0,13.369298176849217,97.10100889205933,31.372549019607842,53.333333333333336,78.03921568627452,0.1344708503831232
V10_unweighted,binary,21.0,18.066878862586723,89.43391799926758,33.33333333333333,50.0,61.904761904761905,0.2088794657862429
V10_unweighted,ternary,71.0,11.979872903602915,98.61938655376434,30.985915492957744,53.990610328638496,81.2206572769953,0.11979872903602916
