variant,subset,rmse_uM,mae_uM,rmse_log10,within_2x_pct,maps_gt3x,worst_fold_max
aux_seed0,grid64,7.345871309087896,4.84596793061058,0.24498371934427485,80.20833333333334,16,6.240992912193189
aux_seed0,binary,433.49036713844623,218.8597521383054,0.6094162362922642,33.33333333333333,12,22.32836781814952
aux_seed0,all_no100,185.7420834798272,49.52271014144755,0.3812606125168736,69.91869918699187,32,43.436714202059385
aux,grid64,8.926822793147359,5.194475344929034,0.24919412033852553,77.60416666666666,12,6.240992912193189
aux,binary,719.6722017531137,265.47069131064796,0.6069366017124082,40.476190476190474,12,20.957861889438746
aux,all_no100,301.2763352712194,57.404997105132736,0.38405692503940264,69.51219512195121,28,58.18792361545036
