method,subset,n_components,mean_recovery_pct,median_recovery_pct,q1_recovery_pct,q3_recovery_pct,within80_120_pct,mae_uM,rmse_log2,median_fold_error,euclidean_mean_uM,euclidean_median_uM,pearson_r,spearman_rho,ccc
single_calibration_direct,binary,42.0,15.42494240823166,7.619328783653197,4.707831444950326,19.117646406869,0.0,199.74050696586636,4.0930312893826235,13.124560541394404,330.2141187192277,247.9141495907312,0.33187789094026515,0.31134154882676224,0.04326306022634612
single_calibration_direct,ternary,213.0,130.30828938284802,98.21415045139553,50.99198888866962,183.650142104917,20.187793427230048,20.67657991944609,1.676323451116273,1.9378378050061673,40.54871342193752,12.248771414844649,0.2863040606048404,0.22239142274296175,0.07291694111976157
single_calibration_direct,all,255.0,111.38632635173475,80.13325940180974,31.88377916054589,168.57464615795857,16.862745098039216,50.16946202120943,2.2597630123226766,2.169969424247344,106.6679907180581,15.223092691666308,0.40785333636293697,0.15839582758717968,0.08162060183189243
MLP_ratio_constrained,binary,42.0,10.670500201775798,9.418579174934429,4.797961801400465,15.52657361607542,0.0,204.47988302528432,3.8877049133090136,10.623655401640658,335.16102630647475,245.07466660306488,0.4054263630850907,0.474455004247998,0.04729696190662199
MLP_ratio_constrained,ternary,213.0,101.10803456213169,79.76532792881753,54.05535461427095,127.32837869917152,20.657276995305164,19.99495353043004,1.483916892737496,1.6551137863977639,38.849025262043085,9.96390969633867,0.2949309394982021,0.5015911423621287,0.040449278042371015
MLP_ratio_constrained,all,255.0,86.21244066748484,70.06725696609176,30.999029098768055,116.83640614653181,17.254901960784313,50.380706623700156,2.0805603214878263,1.8306245681706572,106.48546028305468,13.248632473604534,0.4457190226262224,0.4518053446095798,0.07026089537100987
MLP_ratio_constrained_response_offset_CV,binary,42.0,13.014971543963858,13.068354987242362,6.869271526103001,17.550688588785835,0.0,201.27338890481428,3.5259989792578343,7.652461101607712,330.26692417012873,243.89133086022971,0.4167084873897701,0.6010449511514769,0.05476469331604064
MLP_ratio_constrained_response_offset_CV,ternary,213.0,146.24911020858323,118.34390786244602,76.6236785224801,195.62458774646257,23.943661971830984,19.621658673521942,1.4062672769835787,1.6416371814827657,37.813346781430724,9.396367425456951,0.24039789870300954,0.5421411104308388,0.04317083727437433
MLP_ratio_constrained_response_offset_CV,all,255.0,124.30466384029295,102.95285872292375,46.537225837047615,173.93935835164592,20.0,49.54076718220538,1.92343469339902,1.8373704208800996,104.56905466363352,11.472760806563608,0.4142256209918928,0.42358521626900103,0.07486616858405967
