variant,subset,n_maps,binary_auc,component,recovery_mean,recovery_sd,recovery_median,mean_abs_recovery_error,within_80_120,macro_mean_recovery,macro_abs_mean_bias,macro_mean_abs_recovery_error
maponly_256_64_meantrain__testpool_median,binary,21,0.8571428571428572,THI,134.49892037908532,107.91397678977077,102.73037384114821,65.03858882927226,0.2857142857142857,114.42373969671695,20.084838594041315,67.47886968209322
maponly_256_64_meantrain__testpool_median,ternary,68,,DQ,119.49403002049503,57.204702730970276,106.06644940468698,41.949645411056814,0.38235294117647056,118.11407676343902,18.114076763439,42.254088224946486
maponly_256_64_meantrain__testpool_median,ternary,68,,TBZ,124.8550482078036,90.45032821753568,106.30962061006183,47.79937768251447,0.35294117647058826,118.11407676343902,18.114076763439,42.254088224946486
maponly_256_64_meantrain__testpool_median,ternary,68,,THI,109.99315206201837,52.679909203310764,94.30383140144465,37.01324158126817,0.36764705882352944,118.11407676343902,18.114076763439,42.254088224946486
maponly_128_32_meantrain__testpool_mean,all,89,,DQ,117.7073140631651,75.55531602749872,100.69332836025828,51.49370388703536,0.3170731707317073,117.8575148956212,17.857514895621197,51.22022390171794
maponly_128_32_meantrain__testpool_mean,all,89,,TBZ,114.0409966829489,106.69158443817885,82.50707627130083,59.72526031459416,0.24390243902439024,117.8575148956212,17.857514895621197,51.22022390171794
maponly_128_32_meantrain__testpool_mean,all,89,,THI,121.8242339407496,63.37790100297356,106.2783198770928,42.44170750352429,0.3902439024390244,117.8575148956212,17.857514895621197,51.22022390171794
maponly_128_32_meantrain__testpool_mean,binary,21,0.870748299319728,DQ,91.40641865215954,90.83650820625822,64.95058307809282,68.80567870531054,0.07142857142857142,124.76235129448344,30.491405526377076,80.01858977578229
maponly_128_32_meantrain__testpool_mean,binary,21,0.870748299319728,TBZ,135.20375346098075,183.91308095447798,75.36958023168039,108.74976552182895,0.14285714285714285,124.76235129448344,30.491405526377076,80.01858977578229
maponly_128_32_meantrain__testpool_mean,binary,21,0.870748299319728,THI,147.67688177031002,102.2508322528258,112.18124933759852,62.50032510020736,0.5,124.76235129448344,30.491405526377076,80.01858977578229
maponly_128_32_meantrain__testpool_mean,ternary,68,,DQ,123.12220429484269,71.59717250586665,107.6276866004682,47.92947377739046,0.36764705882352944,116.43593093114957,16.435930931149556,45.291148574704685
maponly_128_32_meantrain__testpool_mean,ternary,68,,TBZ,109.68395852276588,84.17797270086311,83.78857509882292,49.631979830751696,0.2647058823529412,116.43593093114957,16.435930931149556,45.291148574704685
maponly_128_32_meantrain__testpool_mean,ternary,68,,THI,116.5016299758401,51.565915047918665,105.08448412835449,38.3119921159719,0.36764705882352944,116.43593093114957,16.435930931149556,45.291148574704685
maponly_128_32_meantrain__testpool_bin8,all,89,,DQ,110.40806860479762,74.15892218103247,95.39610496306767,49.316974625983974,0.34146341463414637,118.14559588976952,18.145595889769524,51.790837454326784
maponly_128_32_meantrain__testpool_bin8,all,89,,TBZ,110.89435620162318,103.68368404517933,82.96770495237689,58.0361793404222,0.25609756097560976,118.14559588976952,18.145595889769524,51.790837454326784
maponly_128_32_meantrain__testpool_bin8,all,89,,THI,133.13436286288777,72.40514706480383,112.57294349426945,48.01935839657418,0.35365853658536583,118.14559588976952,18.145595889769524,51.790837454326784
maponly_128_32_meantrain__testpool_bin8,binary,21,0.8922902494331066,DQ,88.67927067112359,92.50755725800799,58.06062725057181,71.21162112481257,0.07142857142857142,127.59992903100472,35.14708191692233,82.1672925789584
maponly_128_32_meantrain__testpool_bin8,binary,21,0.8922902494331066,TBZ,129.14515801078159,182.81043695167457,75.1090014801926,105.43680883380286,0.14285714285714285,127.59992903100472,35.14708191692233,82.1672925789584
maponly_128_32_meantrain__testpool_bin8,binary,21,0.8922902494331066,THI,164.975358411109,116.18115518611268,117.07638835892917,69.85344777825976,0.42857142857142855,127.59992903100472,35.14708191692233,82.1672925789584
maponly_128_32_meantrain__testpool_bin8,ternary,68,,DQ,114.8816446499658,69.78035194331622,100.11608739630319,44.80925328798986,0.39705882352941174,116.1991155371623,16.199115537162296,45.53686139925557
maponly_128_32_meantrain__testpool_bin8,ternary,68,,TBZ,107.13683818209057,80.17666262462843,84.42620967392065,48.27722620943206,0.27941176470588236,116.1991155371623,16.199115537162296,45.53686139925557
maponly_128_32_meantrain__testpool_bin8,ternary,68,,THI,126.5788637794305,58.851188979699295,112.17509322649641,43.524104700344786,0.3382352941176471,116.1991155371623,16.199115537162296,45.53686139925557
maponly_128_32_meantrain__testpool_trimmed10,all,89,,DQ,117.775831017015,75.68604162736935,101.22199077065156,51.77478992426188,0.3170731707317073,117.19244674823801,17.192446748238016,51.73633975738617
maponly_128_32_meantrain__testpool_trimmed10,all,89,,TBZ,114.29216913962061,108.14943024939689,82.14622045946467,60.784324275786574,0.25609756097560976,117.19244674823801,17.192446748238016,51.73633975738617
maponly_128_32_meantrain__testpool_trimmed10,all,89,,THI,119.50934008807845,64.37485756486076,105.68071626276907,42.64990507211006,0.3170731707317073,117.19244674823801,17.192446748238016,51.73633975738617
maponly_128_32_meantrain__testpool_trimmed10,binary,21,0.8673469387755102,DQ,91.7341378039671,92.12822500165261,63.5307554463825,69.31564569074926,0.14285714285714285,124.16821358231054,29.6787883796658,81.88274422070019
maponly_128_32_meantrain__testpool_trimmed10,binary,21,0.8673469387755102,TBZ,135.22121065492027,184.39511376645322,77.27511368520291,110.5143836152877,0.14285714285714285,124.16821358231054,29.6787883796658,81.88274422070019
maponly_128_32_meantrain__testpool_trimmed10,binary,21,0.8673469387755102,THI,145.54929228804423,107.47231017179323,106.72045406781942,65.8182033560636,0.35714285714285715,124.16821358231054,29.6787883796658,81.88274422070019
maponly_128_32_meantrain__testpool_trimmed10,ternary,68,,DQ,123.13735609028954,71.46761076829256,108.56423757906785,48.163437266455674,0.35294117647058826,115.75625945887016,15.756259458870167,45.5297270737627
maponly_128_32_meantrain__testpool_trimmed10,ternary,68,,TBZ,109.98324882764719,86.21260579475106,83.59417233821124,50.54578264706574,0.27941176470588236,115.75625945887016,15.756259458870167,45.5297270737627
maponly_128_32_meantrain__testpool_trimmed10,ternary,68,,THI,114.14817345867377,50.97152664951165,104.72987381616545,37.879961307766685,0.3088235294117647,115.75625945887016,15.756259458870167,45.5297270737627
maponly_128_32_meantrain__testpool_median,all,89,,DQ,118.63350689597313,78.36477967752958,104.12381686882892,52.76311682709318,0.32926829268292684,117.18611809103167,17.186118091031673,53.47001490876598
maponly_128_32_meantrain__testpool_median,all,89,,TBZ,114.91007422572544,111.54131676370646,84.10752287335474,62.85619379084079,0.25609756097560976,117.18611809103167,17.186118091031673,53.47001490876598
maponly_128_32_meantrain__testpool_median,all,89,,THI,118.01477315139645,69.19270941475845,107.03813463009652,44.790734108363985,0.34146341463414637,117.18611809103167,17.186118091031673,53.47001490876598
maponly_128_32_meantrain__testpool_median,binary,21,0.8582766439909297,DQ,91.89671064669054,92.40326352817087,63.38667149116968,69.16687886625854,0.14285714285714285,123.967045187441,29.369238089647325,85.52505828802606
maponly_128_32_meantrain__testpool_median,binary,21,0.8582766439909297,TBZ,132.1742329380107,183.27148725043773,79.27225030796356,111.55472642664078,0.14285714285714285,123.967045187441,29.369238089647325,85.52505828802606
maponly_128_32_meantrain__testpool_median,binary,21,0.8582766439909297,THI,147.8301919776218,119.92655813107012,107.35609376787417,75.85356957117888,0.2857142857142857,123.967045187441,29.369238089647325,85.52505828802606
