method,subset,n_maps,n_present,recovery_mean_pct,recovery_median_pct,recovery_q1_pct,recovery_q3_pct,median_abs_recovery_error_pct,mean_abs_recovery_error_pct,within_80_120_pct,within_70_130_pct,within_1_5x_pct,mae_uM,euclidean_mean_uM,false_positive_mean_uM,pearson_r,spearman_r,r2_linear,ccc
pie_partition_raw_signal__power_huber,all89,89,246,131.2378964596873,101.26842514723253,56.34625312910755,172.00709962469472,58.947285302710554,80.79069411232071,17.479674796747968,26.01626016260163,34.552845528455286,44.08791417900285,96.5909345543024,6.328584676041255,0.5311379379141404,0.443672817726439,0.18996075297842896,0.4148074994690726
pie_partition_raw_signal__power_huber,low_grid64,64,192,157.98153351651226,130.2629633827127,82.4191395255229,196.54765588643863,49.65579262566159,81.6749660684387,20.3125,31.25,41.66666666666667,8.513073437157589,20.209642330310245,0.0,0.593761941349393,0.6080195646976898,-10.461996260030789,0.18197489641952908
pie_partition_raw_signal__power_huber,max100,64,192,157.98153351651226,130.2629633827127,82.4191395255229,196.54765588643863,49.65579262566159,81.6749660684387,20.3125,31.25,41.66666666666667,8.513073437157589,20.209642330310245,0.0,0.593761941349393,0.6080195646976898,-10.461996260030789,0.18197489641952908
pie_partition_raw_signal__power_huber,binary,21,42,38.18695701031035,14.495880435991882,7.388605960909023,47.13226305155786,86.75304550793632,79.23645500081705,2.380952380952381,2.380952380952381,4.761904761904762,168.84984479696365,272.67276247281336,6.328584676041255,0.4705614225674798,0.3921359672826327,-0.4981095615902116,0.25741725487051587
pie_partition_raw_signal__power_huber,ternary,68,204,150.39544281691198,123.08525210788471,75.25967396431906,185.87090865668216,50.50848944548767,81.1106845176303,20.588235294117645,30.88235294117647,40.68627450980392,18.40163434589327,42.21272299123281,0.0,0.5031171128046147,0.49556532089630073,0.1334968387015376,0.419193005283817
pie_partition_raw_signal__power_huber,high_absolute,25,54,36.14940914653203,14.163686551245423,6.010435250840649,47.13226305155786,86.75304550793632,77.64661604612338,7.4074074074074066,7.4074074074074066,9.25925925925926,170.57623681667485,292.12704264772225,6.328584676041255,0.44656457449982145,0.42035749095275987,-0.6837955260089936,0.24314073071838022
probability_weighted_band__constant_factor,all89,89,246,143.73987736408924,100.19756031092248,46.32702562289489,202.39133714496143,63.880531527247925,98.95718843946653,16.260162601626014,23.577235772357724,30.89430894308943,48.72248196935769,102.5230446337096,5.205889341798811,0.4254436925836504,0.42108937270970337,0.14739404082741614,0.29415987274448513
probability_weighted_band__constant_factor,low_grid64,64,192,172.30956757441731,125.6422647135038,74.46938883657285,219.86447423768107,52.37209418604445,102.7350512275364,20.3125,29.6875,39.0625,10.722329984340249,24.537521922339643,0.0,0.5899785729328543,0.5760807109271513,-6.922254113949918,0.27643038760847904
probability_weighted_band__constant_factor,max100,64,192,172.30956757441731,125.6422647135038,74.46938883657285,219.86447423768107,52.37209418604445,102.7350512275364,20.3125,29.6875,39.0625,10.722329984340249,24.537521922339643,0.0,0.5899785729328543,0.5760807109271513,-6.922254113949918,0.27643038760847904
probability_weighted_band__constant_factor,binary,21,42,49.49443249692998,17.273077241109867,4.78359601563591,54.59182774606909,87.90038795950295,86.09869554353683,2.380952380952381,2.380952380952381,2.380952380952381,173.71110030003678,277.03402193788287,5.205889341798811,0.2919387645471805,0.3108773240839611,-0.5513118359683638,0.17143487270689495
probability_weighted_band__constant_factor,ternary,68,204,163.1433513073279,118.07477264970794,62.862202422873764,216.90754102734127,55.86081453474873,101.60452521215794,19.11764705882353,27.941176470588236,36.76470588235294,22.98953113657082,48.629948701538474,0.0,0.395794704774235,0.46468265305494244,0.04566890099086074,0.19665133998572956
probability_weighted_band__constant_factor,high_absolute,25,54,42.15875661625606,16.19399037164294,2.9403421515171724,47.49594865774503,88.3399228638084,85.52478741521814,1.8518518518518516,1.8518518518518516,1.8518518518518516,183.83413347164193,302.1659827748167,5.205889341798811,0.2526927983939028,0.2582823969674514,-0.8023493715094598,0.14398507274592487
direct_band_calibration__constant_factor,all89,89,246,141.02150217963546,99.1354374015749,41.14112971139118,180.60559570184444,65.68269044493331,97.55994460454065,15.447154471544716,24.796747967479675,31.300813008130078,48.869998303229046,103.34461957776865,5.470646336674411,0.4049814724097474,0.38963288091973364,0.1358462729885921,0.28657813550489
direct_band_calibration__constant_factor,low_grid64,64,192,169.76702666220464,120.62831988865022,73.57380291735721,214.77732676923418,52.790954427439885,101.10774595937566,19.791666666666664,30.729166666666668,39.0625,10.644461770078205,24.454278868358088,0.0,0.5778604483099362,0.5714579447904438,-7.5766158367749625,0.2595346921092926
direct_band_calibration__constant_factor,max100,64,192,169.76702666220464,120.62831988865022,73.57380291735721,214.77732676923418,52.790954427439885,101.10774595937566,19.791666666666664,30.729166666666668,39.0625,10.644461770078205,24.454278868358088,0.0,0.5778604483099362,0.5714579447904438,-7.5766158367749625,0.2595346921092926
direct_band_calibration__constant_factor,binary,21,42,45.57415899405097,14.1235323123373,4.384072432769049,50.04905930659479,87.95381818951097,84.97535447175636,0.0,4.761904761904762,4.761904761904762,175.86122504482577,281.60713246122924,5.470646336674411,0.2925168019619141,0.3098479289711003,-0.5853330872046787,0.16368308232090867
direct_band_calibration__constant_factor,ternary,68,204,160.67242577666755,111.6785200308108,63.77932952820577,204.51640815402527,59.33148773512669,100.1508896318786,18.627450980392158,28.921568627450984,36.76470588235294,22.724745738782655,48.2929611872882,0.0,0.3825658750245013,0.4418304610458243,0.054303456694419494,0.22122161273095706
direct_band_calibration__constant_factor,high_absolute,25,54,38.815192908278384,12.515552299829618,2.984210789138633,41.21729995203689,88.531529205775,84.94553978734952,0.0,3.7037037037037033,3.7037037037037033,184.78301708776533,305.3038917938597,5.470646336674411,0.2748953914432604,0.30140216239573187,-0.8227887668636238,0.14272992696706965
pie_partition_above_intercept__power_huber,all89,89,246,134.60768339731086,100.1638635541451,54.77267283900557,172.45928374828017,59.66583077777425,84.36369034104216,16.260162601626014,26.01626016260163,35.36585365853659,43.98625102571456,96.43267140719931,6.965837748110338,0.5251665910170655,0.42970087204470564,0.1888979257559602,0.4205589360460766
pie_partition_above_intercept__power_huber,low_grid64,64,192,162.08933327563693,131.3985960637915,78.66310062749571,188.26182026871803,48.360868553848505,86.44189448062455,19.270833333333336,30.729166666666668,42.1875,8.653946000109054,20.369328189063182,0.0,0.5604449214837832,0.5548157515301978,-11.642137000160574,0.16296291279157193
pie_partition_above_intercept__power_huber,max100,64,192,162.08933327563693,131.3985960637915,78.66310062749571,188.26182026871803,48.360868553848505,86.44189448062455,19.270833333333336,30.729166666666668,42.1875,8.653946000109054,20.369328189063182,0.0,0.5604449214837832,0.5548157515301978,-11.642137000160574,0.16296291279157193
pie_partition_above_intercept__power_huber,binary,21,42,38.87244828277643,16.826954732656333,6.935912447115466,46.68890859566581,83.66413943111185,78.73324244534348,0.0,4.761904761904762,7.142857142857142,168.26872606603578,271.69716584480295,6.965837748110338,0.4504486229841839,0.3344991846899098,-0.49284564050376733,0.26427510643983193
pie_partition_above_intercept__power_huber,ternary,68,204,154.31787886206794,123.6136064206772,73.52359237814554,182.87729119852483,49.56228646779779,85.52290020192132,19.607843137254903,30.392156862745097,41.17647058823529,18.398682635060187,42.30687165440996,0.0,0.4924440399588213,0.4608961331058204,0.12037930760112825,0.41842264909908683
pie_partition_above_intercept__power_huber,high_absolute,25,54,36.89515049659587,16.479783366689503,5.927820307366936,46.68890859566581,84.27964458329879,76.97452006697141,5.555555555555555,9.25925925925926,11.11111111111111,169.61222445008966,291.1548300456278,6.965837748110338,0.4278300075840327,0.35729798489323583,-0.6775459126599281,0.24893248543025567
pie_partition_above_intercept__competition_ridge,all89,89,246,169.1944522096407,120.1808994516941,67.3741866841574,204.86930594303612,61.337163095049604,108.78439142264345,17.479674796747968,29.268292682926827,34.959349593495936,44.57842851840921,98.72141964006248,26.186370024533765,0.6324005520833504,0.6081435783933553,0.18409677615434616,0.3809756595992562
pie_partition_above_intercept__competition_ridge,low_grid64,64,192,201.8723336000484,140.1666770456618,92.3590880055172,227.02922859355334,55.66945746438816,119.5090710729399,19.270833333333336,33.85416666666667,41.14583333333333,9.223206550744424,19.54547985902137,0.0,0.4965822958114731,0.55178994225053,-11.52655164726913,0.14244252288289388
pie_partition_above_intercept__competition_ridge,max100,64,192,201.8723336000484,140.1666770456618,92.3590880055172,227.02922859355334,55.66945746438816,119.5090710729399,19.270833333333336,33.85416666666667,41.14583333333333,9.223206550744424,19.54547985902137,0.0,0.4965822958114731,0.55178994225053,-11.52655164726913,0.14244252288289388
