method,n,mean_deviation_pp,se_deviation_pp,median_deviation_pp,accuracy_at_10pp,binary_auc,DQ_mean_recovery_pct,TBZ_mean_recovery_pct,THI_mean_recovery_pct
nnls,18,25.510529544314902,4.771838368236204,17.194553998753747,0.1111111111111111,0.846938775510204,107.43750079429637,133.41555217536194,143.27685923421956
pls,18,17.593491202009634,2.781026912286952,17.269406197582597,0.2777777777777778,0.9285714285714286,108.58351061174821,137.81336308613564,111.54007381187508
