sample,row,col,x_um,y_um,ink2137,DQ_1179,DQ_1521,DQ_1576,DQ,DQ_over_ink,TBZ_779,TBZ_1011,TBZ_1549,TBZ,TBZ_over_ink,THI_556,THI_1138,THI_1365,THI,THI_over_ink
leaf_tb1,5,2,100,250,19303.8,8464.6,7835.4,28153.7,14817.9,0.767617,6386.62,3599.22,22956.1,10980.6,0.568834,9604.02,5288.49,12102.6,8998.38,0.466147
leaf_tb1,5,3,150,250,22103.4,10109.4,11221.5,36189.9,19173.6,0.867451,7757.8,3873.78,28825.4,13485.7,0.610118,6740.1,8322.31,15669.7,10244,0.46346
leaf_tb1,5,4,200,250,20297.6,8853.35,6844.26,25891.7,13863.1,0.682992,6207.26,2844.67,21791.2,10281.1,0.506516,6237.65,8640.79,13411.7,9430.03,0.464588
leaf_tb1,5,5,250,250,20681.8,9321.69,11986.3,35372.2,18893.4,0.913527,8093.78,1510.73,28726.5,12777,0.617789,7457.3,6952.63,15040.4,9816.78,0.474658
leaf_tb1,5,6,300,250,25750.6,11285.3,8945.51,34245,18158.6,0.705174,8784.8,2487.49,28373.6,13215.3,0.513204,8428.45,7844.66,14422.2,10231.8,0.397341
leaf_tb1,5,7,350,250,21429.6,5983.69,5266.25,19673.1,10307.7,0.481003,4685.59,2184.64,14535.9,7135.37,0.332968,9703.01,3666.95,9423.27,7597.74,0.354545
leaf_tb1,5,8,400,250,18950.1,5850.23,7813.06,24826.5,12829.9,0.677036,4098.84,3259.76,21246,9534.85,0.503154,8624.47,5722.47,10713.4,8353.45,0.440812
leaf_tb1,5,9,450,250,31881.4,2883.92,5124.35,12735.3,6914.53,0.216883,2975.96,6053.3,12712.2,7247.16,0.227316,3275.03,3238.09,3424.77,3312.63,0.103905
leaf_tb1,4,9,450,200,21091.9,2512.18,3668.26,10281.7,5487.39,0.260165,3622.74,3020.19,8886.29,5176.41,0.245421,3942.54,3950.35,3325.2,3739.37,0.177289
leaf_tb1,4,8,400,200,21370.2,12736.7,14509.2,37084.1,21443.4,1.00342,9465.53,3423.7,32425.3,15104.8,0.706816,6142.79,7548.86,12965.7,8885.8,0.415803
leaf_tb1,4,7,350,200,16941,2229.85,2892.96,9075.3,4732.7,0.279364,2998.95,2671.67,7417.15,4362.59,0.257517,3004.22,3178.42,2813.58,2998.74,0.177011
leaf_tb1,4,6,300,200,27206.3,14546.4,17392.1,44216.6,25385,0.933055,9497.58,3159.71,39718.6,17458.6,0.641711,7445.36,10202.4,16357.3,11335,0.416632
leaf_tb1,4,5,250,200,17546.5,12255.4,11093.5,32657.6,18668.8,1.06396,7627.18,1643.49,28277.6,12516.1,0.713309,9291.37,7619.61,15178.9,10696.6,0.609616
leaf_tb1,4,4,200,200,19863.7,10764.7,11030,36438.2,19411,0.977211,6292.01,1574.64,29675,12513.9,0.629989,7893.88,3648.6,14907.5,8816.67,0.443859
leaf_tb1,4,3,150,200,19648.6,9867.94,6958.96,28994.4,15273.8,0.777347,5355.14,1963.81,22632.5,9983.83,0.508119,7170.01,6262.15,12009.7,8480.6,0.431614
leaf_tb1,4,2,100,200,23486.4,11624.6,10518.5,38794.4,20312.5,0.864864,6661.36,4321.6,31844.3,14275.8,0.607832,10029.7,6902.64,15454.6,10795.6,0.459655
leaf_tb1,4,1,50,200,19060.5,7554.57,13352.4,35480.3,18795.8,0.986108,7768.29,3443.13,31321.6,14177.7,0.743824,9236.62,4149.87,14682.6,9356.37,0.490876
leaf_tb1,4,0,0,200,19040.6,13113.3,11370,36493,20325.4,1.06748,9706.86,3031.38,31652.9,14797.1,0.777131,8227.86,7358.18,14948.9,10178.3,0.534558
leaf_tb1,3,0,0,150,21030.3,15063.2,10716.3,39883.5,21887.7,1.04077,9318.7,4692.07,34246,16085.6,0.764877,12319.2,8076.66,17460.8,12618.9,0.600035
leaf_tb1,3,1,50,150,24277,10330.5,11361.8,34794.4,18828.9,0.775586,9267.59,3307.94,29010.7,13862.1,0.570996,7230.36,8622.51,14726.6,10193.2,0.41987
leaf_tb1,3,2,100,150,19630.6,10142.4,8212.62,28108.6,15487.9,0.788966,4462.58,2215.21,25108.5,10595.4,0.539742,8079.6,6206.03,11428.6,8571.4,0.436635
leaf_tb1,3,3,150,150,20602.8,12737.5,13300.3,36471.8,20836.5,1.01135,9791.25,1578,31051.2,14140.2,0.686323,9903.21,8168.69,16379,11483.6,0.557383
leaf_tb1,3,4,200,150,25721.3,14816.3,16676.9,49069.8,26854.3,1.04405,10277.7,2912.57,40644,17944.8,0.697661,15645.4,10210.9,21242.6,15699.6,0.610374
leaf_tb1,3,5,250,150,18305.2,9829.62,8527.48,29405.1,15920.7,0.869739,8500.05,4158.31,22786.6,11815,0.645445,7590.68,6315.09,12821.1,8908.96,0.486691
leaf_tb1,3,6,300,150,14644.7,6879.84,8225.01,22618.7,12574.5,0.858639,2932.45,3360.2,19842.8,8711.83,0.594879,9495.22,8015.69,8555.46,8688.79,0.593306
leaf_tb1,3,7,350,150,13441.9,5863.54,14516.7,18129,12836.4,0.954955,2692.06,1983.27,18306.8,7660.72,0.569914,4372.38,4114.15,3358.43,3948.32,0.293732
leaf_tb1,3,8,400,150,17858.6,3970.91,5567.76,10522.8,6687.15,0.37445,3767.99,2232.42,10075.9,5358.77,0.300067,2878.44,4537.08,4032.86,3816.13,0.213686
leaf_tb1,3,9,450,150,27022,8873.82,8760.45,27744.9,15126.4,0.559779,5312.39,6294.73,24303,11970,0.442973,9763.65,7355.75,15618.8,10912.7,0.403846
leaf_tb1,2,9,450,100,19998.9,8103.27,7473.82,26433.6,14003.6,0.700216,4990.89,4103.5,22863.2,10652.5,0.532655,7520.05,5256.93,12715.8,8497.59,0.424902
leaf_tb1,2,8,400,100,13543.5,3806.37,3609.72,14787,7401.02,0.546465,2984.72,2320.21,13662,6322.3,0.466816,7496.15,4690.92,7732.16,6639.74,0.490255
leaf_tb1,2,7,350,100,21160.8,9035.62,11873,30019.3,16976,0.802236,9204.32,2879.81,26954,13012.7,0.614944,5415.14,6513.89,12682,8203.67,0.387682
leaf_tb1,2,6,300,100,23519.7,9036.99,9464.38,27136.1,15212.5,0.646797,8304.4,5695.47,25100.5,13033.5,0.554151,6991.6,7617.11,14735.2,9781.29,0.415876
leaf_tb1,2,5,250,100,22804.4,13856.5,10911.9,33786.2,19518.2,0.855896,10007.6,5057.63,29084,14716.4,0.645334,7781.68,7632.66,15846.5,10420.3,0.456942
leaf_tb1,2,4,200,100,20067.3,10511.4,10825.7,33205.1,18180.7,0.905987,8729.4,2483.34,27332.7,12848.5,0.640269,6869.09,4919.61,15210.1,8999.6,0.44847
leaf_tb1,2,3,150,100,25696.1,9790.96,7713.51,29073.9,15526.1,0.604221,7221.5,4069.71,24495.9,11929,0.464236,6063.62,5643.02,15236,8980.86,0.349503
leaf_tb1,2,2,100,100,15728.2,7415.88,7469.4,19816.2,11567.2,0.735441,2463.96,2280.94,20179.3,8308.07,0.528227,8028.84,6343.87,8247.55,7540.09,0.479398
leaf_tb1,2,1,50,100,19630.4,11120.2,11408.2,34537.3,19021.9,0.969001,5827.47,3413.66,29542.6,12927.9,0.658565,8584.08,5221.2,11810.2,8538.49,0.434962
leaf_tb1,2,0,0,100,20345.6,12425.8,10350.6,33530.1,18768.8,0.922503,8070.13,2745.94,26976.6,12597.6,0.61918,6924.77,5957.6,12432.7,8438.36,0.414752
leaf_tb1,1,0,0,50,22591.3,9604.39,5962.33,27280.2,14282.3,0.632204,7694.01,4890.71,24576,12386.9,0.548305,6814.99,4376.48,13420.8,8204.09,0.363153
leaf_tb1,1,1,50,50,21519.6,12283.7,7940.24,30840.8,17021.6,0.790981,8580.82,3484.97,24419.3,12161.7,0.565146,8433.2,5216.69,16190.5,9946.8,0.462221
leaf_tb1,1,2,100,50,24846.3,10304.7,8396.9,28391.4,15697.7,0.63179,8317.36,3193.5,24342.8,11951.2,0.481005,8645.44,4374.75,13297.4,8772.52,0.353071
leaf_tb1,1,3,150,50,23805.2,11696,11426.1,36903.6,20008.6,0.840513,11687,3800.7,30160,15215.9,0.639185,9566.41,7937.04,15724.2,11075.9,0.465272
leaf_tb1,1,4,200,50,23086.7,10456.5,10840.8,31447,17581.4,0.761541,7291.04,2815.39,26675.7,12260.7,0.531073,6508.33,6286.65,13280.7,8691.9,0.37649
leaf_tb1,1,5,250,50,20832.5,12451.1,14138.3,33686.8,20092.1,0.964458,8937.13,5154.09,28940.8,14344,0.688539,8455.16,7244.11,16340.3,10679.8,0.512652
leaf_tb1,1,6,300,50,22630.2,11318.2,12299.6,30561.7,18059.8,0.798041,7374.49,2433.42,27591.2,12466.4,0.550874,6542.16,4792.54,12839.9,8058.2,0.356082
leaf_tb1,1,7,350,50,24753.9,11718.1,14086,37167.3,20990.5,0.847966,5509.39,2539.45,32438.4,13495.7,0.545196,8805.3,7875.97,13063.7,9915,0.400543
leaf_tb1,1,8,400,50,17534,8099.52,11481.5,28119.6,15900.2,0.906823,4772.71,2858.31,26586.9,11406,0.650507,7231.99,6652.74,11093,8325.92,0.474845
leaf_tb1,1,9,450,50,15721.9,10067.7,11375.1,28279.4,16574.1,1.0542,5289.44,3779.85,26108.4,11725.9,0.745831,8287.94,6776.45,12008,9024.12,0.573983
leaf_tb1,0,9,450,0,13695.8,11047.3,10721.8,29916,17228.4,1.25793,4933.27,3650.36,26375.9,11653.2,0.850854,8773.64,5371.46,11308.6,8484.56,0.619499
leaf_tb1,0,8,400,0,15831.8,6735.66,10455.5,28297.4,15162.8,0.957749,4666.27,2508.79,24090.7,10421.9,0.658291,5313.21,4778.73,11382.9,7158.29,0.452148
leaf_tb1,0,7,350,0,16265,9644.13,12717.7,31946.9,18102.9,1.113,5711.89,3241.75,28515.4,12489.7,0.767888,6502.96,3522.11,11827.2,7284.09,0.447839
leaf_tb1,0,6,300,0,16715,9841.28,10598,29564,16667.8,0.997174,5762.37,1608.33,25821.4,11064,0.661922,5642.41,5800.34,11924.2,7788.99,0.465988
leaf_tb1,0,5,250,0,15720.1,9426.39,10823.1,30378.2,16875.9,1.07352,5215.32,2749.1,27098.1,11687.5,0.743473,7318.98,4203.01,13314.7,8278.88,0.526641
leaf_tb1,0,4,200,0,18213.9,11133.7,13060.3,33087.7,19093.9,1.04831,5029.12,3244.01,28781.2,12351.5,0.678133,7433.72,5103.3,12383.5,8306.85,0.456072
leaf_tb1,0,3,150,0,18569.8,10502.2,14178.7,34518.7,19733.2,1.06265,6441.96,1899.28,29954,12765.1,0.68741,7384.73,6276.41,12859.7,8840.28,0.476056
leaf_tb1,0,2,100,0,21994.4,13199.4,14397.9,37511.9,21703.1,0.986754,6524.56,3506.97,31827.1,13952.9,0.634383,8861.66,7619.36,15871.5,10784.2,0.490315
leaf_tb1,0,1,50,0,23040.1,11106.8,13117.2,37456,20560,0.892358,9220.81,3476.63,32517.5,15071.6,0.654148,14073.7,6764.38,17722.2,12853.4,0.557872
leaf_tb1,0,0,0,0,20791.4,12619.9,9958.19,34915.4,19164.5,0.921751,5049.21,3804.69,31349.2,13401,0.644546,9265.19,6832.65,14242,10113.3,0.486417
leaf_thi2,9,0,0,450,15269.7,3070.4,10629.8,6020.97,6573.72,0.430509,2104.37,1651.31,6132.91,3296.2,0.215866,6757.8,7055.73,11469,8427.5,0.551911
leaf_thi2,9,1,50,450,18838.1,23801.2,10230.2,16739.9,16923.7,0.89838,137.888,1685.25,22979.6,8267.58,0.438877,11234.6,14802,23269,16435.2,0.872446
leaf_thi2,9,2,100,450,10684.7,2016.83,6923.66,4116.08,4352.19,0.407331,2571.4,2437.67,3204.02,2737.7,0.256227,8724.02,7787.44,14229.3,10246.9,0.959029
leaf_thi2,9,3,150,450,10442,1466.15,6141.01,2893.95,3500.37,0.33522,1550.75,1907.4,4042.08,2500.08,0.239425,4578.85,4278.06,6773.03,5209.98,0.498945
leaf_thi2,9,4,200,450,9765.73,1965.68,7852.95,3278.76,4365.79,0.447053,1729.63,2232.12,4404.49,2788.75,0.285565,5413.77,4013.33,6625.09,5350.73,0.547909
leaf_thi2,9,5,250,450,15902.5,3200.5,10853.7,5922.11,6658.75,0.418724,2192.96,2343.59,7550.59,4029.05,0.25336,6953.93,7472.48,8420.66,7615.69,0.4789
leaf_thi2,9,6,300,450,12830.8,2018.14,8011.43,4018.73,4682.76,0.364962,1222.29,2240.75,3290.4,2251.15,0.175448,6882.34,8009.21,9518.22,8136.59,0.634144
leaf_thi2,9,7,350,450,15674.4,3635.4,8343.66,7976.39,6651.82,0.424375,1430.82,2886.9,8806.78,4374.84,0.279107,6965.55,7984.43,10436.5,8462.16,0.539872
leaf_thi2,9,8,400,450,14597.6,2925.78,8493.86,7084.12,6167.92,0.422529,1387.22,2737.25,7477.31,3867.26,0.264924,7511.84,9330.51,10139.4,8993.91,0.616121
leaf_thi2,9,9,450,450,16988.6,2744.81,8212.66,6216.63,5724.7,0.336973,2237.11,2644.02,6022.63,3634.59,0.213942,5355.69,3495.25,4865.25,4572.06,0.269125
leaf_thi2,8,9,450,400,9987.52,3150.32,8305.97,4227.45,5227.92,0.523445,2341.85,1823.04,7554.67,3906.52,0.39114,5342.8,3164.37,3814.07,4107.08,0.411221
leaf_thi2,8,8,400,400,10179.5,2749.32,8409.77,5885.05,5681.38,0.558117,2075.51,2838.84,6781.56,3898.63,0.382987,6237.65,4839.41,7842.81,6306.62,0.619539
leaf_thi2,8,7,350,400,15274.4,3260.87,7467.74,6229.3,5652.63,0.370072,2229.69,3700.99,6181.92,4037.53,0.264333,7729.12,5824.51,8768.75,7440.79,0.487141
leaf_thi2,8,6,300,400,19848.5,3799.2,11558.9,14879.2,10079.1,0.507802,645.769,3138.78,12860.7,5548.4,0.279538,7188.89,8699.05,8992.04,8293.33,0.417832
leaf_thi2,8,5,250,400,14771.4,3357.82,9129.51,7423.83,6637.05,0.449317,2363.33,2364.54,5899.28,3542.38,0.239813,7427.56,4898.49,9990.06,7438.7,0.503588
leaf_thi2,8,4,200,400,8954.39,2055.86,7730.25,3451.85,4412.65,0.492792,2362.24,2068.48,3186.36,2539.02,0.283551,7233.16,5176.06,8563.93,6991.05,0.78074
leaf_thi2,8,3,150,400,12741.9,2157.47,6430.69,3325.27,3971.14,0.31166,1699.79,2270.68,4500.53,2823.67,0.221605,6624.36,4933.32,7368.09,6308.59,0.495105
leaf_thi2,8,2,100,400,12191.6,2468.71,9690.47,6748.62,6302.6,0.516963,1645.44,2321.63,6727.31,3564.79,0.292398,7855.83,6174.73,9474.47,7835.01,0.642657
leaf_thi2,8,1,50,400,17354.7,1990.81,7509.59,6340.76,5280.39,0.304263,1807.81,2328.37,5640.73,3258.97,0.187787,7092.42,5578.32,9232.2,7300.98,0.420693
leaf_thi2,8,0,0,400,12069.8,2197.8,6523.74,3000.47,3907.34,0.323729,1910.58,2629.27,3667.47,2735.77,0.226663,6249.99,4567.77,5926.11,5581.29,0.462418
leaf_thi2,7,0,0,350,28180.9,4518.61,7569.15,8582.83,6890.2,0.244499,1662.31,3295.14,8555.49,4504.31,0.159836,7474.59,8769.62,11559.3,9267.83,0.328869
leaf_thi2,7,1,50,350,18357.2,4561.55,7731.74,8753.49,7015.59,0.382172,1328.33,1918.03,7349.8,3532.05,0.192407,6882.24,5868.33,5945.1,6231.89,0.33948
leaf_thi2,7,2,100,350,23056.2,12773.3,8984.34,16121.1,12626.2,0.547628,1583.55,2763.76,12532.1,5626.48,0.244033,8453.95,12335.7,10711.5,10500.4,0.455426
leaf_thi2,7,3,150,350,20573.7,6509.5,14424.5,8580.81,9838.28,0.478197,1114.8,3059.28,9238.24,4470.77,0.217306,10760.1,13508.4,23449.8,15906.1,0.773129
leaf_thi2,7,4,200,350,30674.4,3682.65,7824.34,7676.03,6394.34,0.208459,1737.7,1991.84,6999.51,3576.35,0.116591,8149.67,6796.72,12878.8,9275.07,0.302372
leaf_thi2,7,5,250,350,17469.5,3080.22,6815.28,5590.27,5161.93,0.295482,2025.75,2368.87,5584.58,3326.4,0.190412,8190.67,7395.63,12124.8,9237.04,0.528752
leaf_thi2,7,6,300,350,19576.5,13151.4,10076,12598.1,11941.8,0.610007,1226.2,3326.67,9503.72,4685.53,0.239344,8604.79,13687.1,12774.4,11688.8,0.597081
leaf_thi2,7,7,350,350,26561.2,5388.43,7890.51,9311.41,7530.11,0.283501,1292.7,4215.15,9234.51,4914.12,0.185011,6032.76,6114.87,7503.6,6550.41,0.246616
leaf_thi2,7,8,400,350,25395.3,2699.53,14790.4,12343.8,9944.56,0.39159,1353.41,3457.8,16099.6,6970.27,0.274471,7556.41,7169.62,8133.55,7619.86,0.30005
leaf_thi2,7,9,450,350,12166,3575.12,7867.99,5969.66,5804.26,0.477088,1609.98,3369.69,8224.43,4401.37,0.361776,5320.49,5793.43,4096.49,5070.14,0.416746
leaf_thi2,6,9,450,300,12012.7,2125.59,6388.41,3801.2,4105.07,0.341726,1487.92,2479.85,4612.04,2859.94,0.238075,4993.1,4196.72,3892.7,4360.84,0.363018
leaf_thi2,6,8,400,300,16414.4,2924.56,9137.96,8170.96,6744.5,0.410889,2017.13,2362.22,9441.85,4607.07,0.280673,3781.76,4447.41,2417.9,3549.02,0.216214
leaf_thi2,6,7,350,300,17909,5042.69,9842.68,7905.53,7596.97,0.424198,1070.54,2417.49,8293.76,3927.26,0.21929,5008.72,6443.57,3887.35,5113.21,0.285511
leaf_thi2,6,6,300,300,33542.4,4889.6,14226,11300.6,10138.8,0.302267,1326.06,2244.68,9580.79,4383.84,0.130696,11276.7,14586.4,21808,15890.4,0.47374
leaf_thi2,6,5,250,300,24026.5,5901.47,10927.4,15172,10667,0.443968,1856.54,3408.12,13682.3,6315.66,0.262863,7069.05,7002.55,8403.92,7491.84,0.311816
leaf_thi2,6,4,200,300,14590.7,2766.87,7410.74,5426.81,5201.47,0.356491,1523.13,1679.58,5925.59,3042.77,0.208541,6846.56,5161.19,8791.77,6933.17,0.475176
leaf_thi2,6,3,150,300,20128.2,2877.99,3907.75,6363.41,4383.05,0.217757,3060.58,2134.84,4929.16,3374.86,0.167668,4469.84,3732.84,4232.77,4145.15,0.205938
leaf_thi2,6,2,100,300,13322,2736.14,5309.08,3782.34,3942.52,0.295941,1378.88,1867.58,3316.33,2187.6,0.164209,6686.93,5940.62,8415.34,7014.3,0.52652
leaf_thi2,6,1,50,300,15756.2,6495.15,7117.35,7002.14,6871.54,0.436116,1568.1,2197.67,5097.21,2954.33,0.187502,6781.35,6782.39,9602.47,7722.07,0.490097
leaf_thi2,6,0,0,300,19067.4,3954.04,7513.21,7631.31,6366.19,0.333879,1199.13,1882.3,6552.3,3211.24,0.168416,6595.4,7469.47,9769.52,7944.8,0.41667
leaf_thi2,5,0,0,250,17399.5,1861.05,7295.89,4682.23,4613.06,0.265126,2399.18,2811.9,3393.15,2868.08,0.164837,6504.37,7159.23,14469.9,9377.84,0.538972
leaf_thi2,5,1,50,250,11437.9,1471.12,7900.34,5397.32,4922.93,0.430405,1733.5,2595.74,6784.72,3704.65,0.323893,7058.57,6757.11,8073.88,7296.52,0.637924
leaf_thi2,5,2,100,250,11832.7,3391.58,8123.54,4011.26,5175.46,0.437385,1499.34,3189.97,5126.63,3271.98,0.276519,8692.35,7463.51,14575.8,10243.9,0.865723
leaf_thi2,5,3,150,250,18273.6,2508.81,11414.4,7007.99,6977.07,0.38181,1052.95,1094.32,5767.58,2638.28,0.144376,11316.1,9474.28,20211.3,13667.2,0.747921
leaf_thi2,5,4,200,250,15533.5,2833.27,6421.54,4057.68,4437.5,0.285674,1562.9,2615.43,4441.54,2873.29,0.184974,7001.65,4102.55,5315.01,5473.07,0.352341
leaf_thi2,5,5,250,250,16371.4,3055.12,5793.31,5706.19,4851.54,0.296343,1610.79,2203.61,5561.69,3125.36,0.190904,5100.84,5597.12,5018.15,5238.7,0.319992
leaf_thi2,5,6,300,250,18657.6,3832.18,7220.15,12852.2,7968.18,0.427075,1383.99,3220.06,9046.58,4550.21,0.24388,4297.56,3337.11,4331.19,3988.62,0.21378
leaf_thi2,5,7,350,250,16351.7,3448.31,5897.87,7271.24,5539.14,0.338751,1435.82,2592.83,7326.94,3785.19,0.231487,4998.51,5636.35,4686.51,5107.12,0.312331
leaf_thi2,5,8,400,250,15110.7,1940.5,6680,6626.49,5082.33,0.33634,1846.4,2268.98,8128.09,4081.16,0.270085,5610.71,3316.4,4001.13,4309.41,0.28519
leaf_thi2,5,9,450,250,16801.1,3439.16,7161.31,9256.18,6618.88,0.393956,1849.12,1948.8,7924.85,3907.59,0.23258,3796.96,2801.27,3467.62,3355.28,0.199707
leaf_thi2,4,9,450,200,16357.9,2314.42,5532.31,5935.86,4594.19,0.280855,1425.26,2892.16,5381.78,3233.07,0.197646,4964.89,2484.54,2998.71,3482.71,0.212907
leaf_thi2,4,8,400,200,14358.2,5002.53,6229.42,6123.97,5785.31,0.402926,2205.63,1727.64,5625.94,3186.4,0.221921,4229.04,6031.82,3591.05,4617.31,0.321579
leaf_thi2,4,7,350,200,19946.7,2010.85,6834.08,6147.59,4997.51,0.250542,418.468,2512.33,6226.85,3052.55,0.153035,5092.36,3760.27,4490.12,4447.58,0.222973
leaf_thi2,4,6,300,200,18377.6,3761.48,6165.04,9598.65,6508.39,0.354147,1620.13,3200.34,7637.66,4152.71,0.225965,4591.47,3302.02,3913.8,3935.77,0.214161
leaf_thi2,4,5,250,200,13377.4,2150.22,5781.07,4439.34,4123.54,0.308247,1750.46,1913.44,4160.19,2608.03,0.194958,5178.57,3628.82,4213.54,4340.31,0.324451
leaf_thi2,4,4,200,200,12783.2,2445.54,6466.08,5247.43,4719.69,0.369211,1410.16,1763.96,3899.63,2357.92,0.184455,5613.88,5350.85,8842.36,6602.36,0.516489
leaf_thi2,4,3,150,200,14681.9,6594.73,6597.35,6473.87,6555.32,0.446488,1331.75,1071.95,5465.12,2622.94,0.178651,9585.66,10574.9,9703.03,9954.53,0.678012
leaf_thi2,4,2,100,200,13878.5,2651.3,2598.38,4654.28,3301.32,0.237873,1788.61,2086.37,3562.42,2479.14,0.178632,4938.26,3474.07,6629.36,5013.9,0.361271
leaf_thi2,4,1,50,200,12877.6,2611.48,4350.22,4695.4,3885.7,0.301741,854.001,2648.86,3446.49,2316.45,0.179882,6501.38,3975.71,7497.14,5991.41,0.465258
leaf_thi2,4,0,0,200,16052.3,2504.88,4360.34,4630.94,3832.05,0.238723,2168.72,1926.69,3297.12,2464.18,0.15351,7128.97,4324.09,9181.21,6878.09,0.42848
leaf_thi2,3,0,0,150,18694.6,2511.4,6842.36,7172.26,5508.67,0.294667,1100.87,2050.9,4602.02,2584.6,0.138254,6013.67,5847.74,9463.93,7108.45,0.380241
leaf_thi2,3,1,50,150,13994.7,3034.32,6760.25,6607.39,5467.32,0.390671,2343.44,1569.42,3564.54,2492.46,0.178101,9126.48,4008.79,10078.5,7737.94,0.552919
leaf_thi2,3,2,100,150,19389.6,5886.91,10539.4,12864.3,9763.54,0.503546,964.858,1681.72,10776.5,4474.35,0.23076,5308.63,6609.7,3518.1,5145.48,0.265373
leaf_thi2,3,3,150,150,16253,4762.1,7929.7,6310.14,6333.98,0.38971,899.079,2038.34,5668.71,2868.71,0.176503,7392.09,6903.74,10774,8356.6,0.514156
leaf_thi2,3,4,200,150,13152.5,1571.88,5638.3,4029.09,3746.42,0.284845,2077.44,1940.67,3267.52,2428.55,0.184645,5755.55,3755.49,5241.65,4917.56,0.373888
leaf_thi2,3,5,250,150,32383,9184.79,13281.2,18965.9,13810.6,0.426478,1447.12,2528.6,11805.5,5260.4,0.162443,5712.74,5727.56,8444.56,6628.29,0.204684
leaf_thi2,3,6,300,150,25580.7,2601.87,4501.52,5306.57,4136.65,0.16171,1429.62,3379.67,3510.17,2773.15,0.108408,4468.72,5692.45,4524.92,4895.36,0.19137
leaf_thi2,3,7,350,150,14073.7,3189.82,7852.84,7599.52,6214.06,0.441536,2136.91,2621.06,6130.53,3629.5,0.257892,4700.73,4160.71,4964.07,4608.5,0.327455
leaf_thi2,3,8,400,150,14174.5,2127.83,5346.03,5021.19,4165.01,0.293838,1982.46,2266.12,4202.08,2816.89,0.198729,5756.84,4783.76,4552.21,5030.93,0.354928
leaf_thi2,3,9,450,150,17724.6,4678.66,9217.22,8309.85,7401.91,0.417607,1374.55,2042.62,9222.7,4213.29,0.237709,4383.31,12777.5,4248.56,7136.47,0.402632
leaf_thi2,2,9,450,100,12455.2,3851.33,5286.96,7710.31,5616.2,0.450913,2358.21,2192.01,6801.73,3783.98,0.303808,6403.09,4671.92,6105.01,5726.67,0.459783
leaf_thi2,2,8,400,100,20585.6,3424.63,4401.06,4020.5,3948.73,0.19182,1615.45,1798.89,3683.17,2365.84,0.114927,6017.22,4610.1,5669.29,5432.2,0.263884
leaf_thi2,2,7,350,100,17711.2,4316.86,8625.45,5471.24,6137.85,0.346551,1383.05,2513.61,6202.56,3366.41,0.190072,7569.05,5899.16,8917.22,7461.81,0.421304
leaf_thi2,2,6,300,100,13205.8,2106.63,3989.27,4769.41,3621.77,0.274256,1534.53,2100.9,2968.63,2201.35,0.166695,4351.17,2568.26,2914.99,3278.14,0.248234
leaf_thi2,2,5,250,100,18283.2,3920.44,6963.58,9226.85,6703.62,0.366655,1297.94,2037.75,4319.45,2551.71,0.139566,5380.33,5343.4,6970.38,5898.04,0.322593
leaf_thi2,2,4,200,100,13087.5,3910.35,5637.65,6636.6,5394.87,0.412214,1698.68,2059.91,3630.24,2462.94,0.18819,3678.36,5468.69,4751.33,4632.8,0.353985
leaf_thi2,2,3,150,100,16868.6,3027.5,7797.61,9185.1,6670.07,0.395413,1553.38,2475.38,7208.13,3745.63,0.222047,5293.82,4632.27,5046.33,4990.8,0.295863
leaf_thi2,2,2,100,100,14103.4,2229.69,5983.43,3898.23,4037.12,0.28625,1492.56,2249.04,4674.66,2805.42,0.198917,4837.37,3646.14,5137.79,4540.43,0.321938
leaf_thi2,2,1,50,100,14555.2,2164.32,4291.76,4153.76,3536.61,0.24298,1643.03,2346.09,3438.45,2475.85,0.170101,5548.57,3887.25,5296.11,4910.64,0.337381
leaf_thi2,2,0,0,100,15321.7,4311.2,4304.06,6062.39,4892.55,0.319322,1330.38,1438.94,7122.17,3297.16,0.215196,5060.74,6082.04,6724.13,5955.64,0.388707
leaf_thi2,1,0,0,50,10912.9,1820.18,4196.25,2983.14,2999.86,0.274891,1849.01,1553.86,3164.92,2189.27,0.200613,5552.1,4101.22,6511.36,5388.23,0.493749
leaf_thi2,1,1,50,50,11153.3,2018,3266.17,2701.08,2661.75,0.238652,1727.78,2984.78,2889.58,2534.05,0.227202,4694.05,3297.76,3498.94,3830.25,0.343419
leaf_thi2,1,2,100,50,17844.9,1780.62,4133.22,5321.48,3745.11,0.209869,2218.74,1609.3,2709.34,2179.13,0.122114,5772.26,4264.65,6584.41,5540.44,0.310477
leaf_thi2,1,3,150,50,14748.8,1683.72,5401.69,3975.06,3686.82,0.249975,1548.31,2152.77,3092.33,2264.47,0.153536,5067.26,4591.6,5568.9,5075.92,0.344159
leaf_thi2,1,4,200,50,13290.2,2535.64,9934.36,5620.45,6030.15,0.453729,847.856,3059.21,3781.46,2562.84,0.192837,12136.1,6896.53,20359.7,13130.8,0.988006
leaf_thi2,1,5,250,50,17532.2,4165.22,7465.17,6192.64,5941.01,0.338864,1575.7,2375,7279.33,3743.34,0.213513,7361.76,6709.3,10897.3,8322.8,0.474716
leaf_thi2,1,6,300,50,12784.5,4400.61,9758.39,5228.85,6462.62,0.505504,1647.55,1401.59,4446.54,2498.56,0.195437,7350.03,7884.05,11979.3,9071.11,0.70954
leaf_thi2,1,7,350,50,12787.3,2221.82,5086.52,4331.89,3880.08,0.303432,1464.76,1882.95,3078.52,2142.08,0.167516,5772.53,4322.93,6811.12,5635.53,0.440712
