1.04362,1.10789,0.721624,0.913739,0.782689,0.535838,0.541422,0.699369,0.564448,0.775737
0.686957,0.817935,0.658288,0.695934,0.658278,0.638367,0.545218,0.529984,0.574478,0.437513
0.899091,0.797166,0.615576,0.765086,0.493397,0.733888,0.562341,0.537137,0.521253,0.62288
0.691128,0.568981,0.634977,0.607674,0.721597,0.390046,0.696031,0.91782,0.5344,0.66242
0.75173,0.655105,0.568834,0.610118,0.506516,0.617789,0.513204,0.332968,0.503154,0.227316
0.777131,0.743824,0.607832,0.508119,0.629989,0.713309,0.641711,0.257517,0.706816,0.245421
0.764877,0.570996,0.539742,0.686323,0.697661,0.645445,0.594879,0.569914,0.300067,0.442973
0.61918,0.658565,0.528227,0.464236,0.640269,0.645334,0.554151,0.614944,0.466816,0.532655
0.548305,0.565146,0.481005,0.639185,0.531073,0.688539,0.550874,0.545196,0.650507,0.745831
0.644546,0.654148,0.634383,0.68741,0.678133,0.743473,0.661922,0.767888,0.658291,0.850854
