0.430509,0.89838,0.407331,0.33522,0.447053,0.418724,0.364962,0.424375,0.422529,0.336973
0.323729,0.304263,0.516963,0.31166,0.492792,0.449317,0.507802,0.370072,0.558117,0.523445
0.244499,0.382172,0.547628,0.478197,0.208459,0.295482,0.610007,0.283501,0.39159,0.477088
0.333879,0.436116,0.295941,0.217757,0.356491,0.443968,0.302267,0.424198,0.410889,0.341726
0.265126,0.430405,0.437385,0.38181,0.285674,0.296343,0.427075,0.338751,0.33634,0.393956
0.238723,0.301741,0.237873,0.446488,0.369211,0.308247,0.354147,0.250542,0.402926,0.280855
0.294667,0.390671,0.503546,0.38971,0.284845,0.426478,0.16171,0.441536,0.293838,0.417607
0.319322,0.24298,0.28625,0.395413,0.412214,0.366655,0.274256,0.346551,0.19182,0.450913
0.274891,0.238652,0.209869,0.249975,0.453729,0.338864,0.505504,0.303432,0.574039,0.385673
0.372229,0.557775,0.265104,0.540646,0.269286,0.344809,0.393067,0.321511,1.00367,0.324583
