0.286343,0.440422,0.0974394,0.121379,0.0692789,0.195872,0.161029,0.172785,0.0912938,0.229575
0.0755298,0.0917518,0.14021,0.0817557,0.108743,0.179979,0.254259,0.265486,0.251877,0.3512
0.102817,0.0943626,0.11258,0.192944,0.0791225,0.14128,0.39912,0.215763,0.21519,0.329702
0.0900156,0.159641,0.512939,0.155676,0.203452,0.119144,0.41707,0.41254,0.426587,0.321628
0.111415,0.0929543,0.260988,0.195772,0.158355,0.455536,0.184713,0.330099,0.695292,0.339374
0.235795,0.143362,0.17233,0.257922,0.210665,0.279369,0.516247,0.200562,0.268513,0.452623
0.166168,0.147952,0.493199,0.194333,0.26554,0.505573,0.428812,0.486509,0.364065,0.295866
0.16942,0.215347,0.259815,0.276962,0.259758,0.44415,0.483295,0.373921,0.379799,0.291817
0.176015,0.261473,0.351644,0.288505,0.110036,0.369196,0.257901,0.218411,0.301181,0.243079
0.42282,0.355582,0.399701,0.509378,0.120767,0.217992,0.551184,0.423086,0.460403,0.253026
