0.478853,0.34732,0.599086,0.505267,0.80956,0.399112,0.438912,0.328131,0.737637,0.332578
0.350173,0.29484,0.535443,0.361484,0.360749,0.309469,0.610532,0.44598,0.629854,0.894794
0.410298,0.347697,0.320752,0.367189,0.612391,0.506529,0.372383,0.286329,0.553949,0.325405
0.706187,1.0575,0.365259,0.533642,0.265947,0.631753,0.308453,0.244302,0.379568,0.236744
0.509428,0.843149,0.710905,0.803809,0.42641,0.994681,0.279729,0.246491,0.306812,0.249612
0.573904,0.494254,0.839036,0.474643,0.334986,0.290097,0.255734,0.237085,0.22601,0.406904
0.648464,0.634653,0.737453,0.290245,0.263248,0.318425,0.28023,0.265248,0.265101,0.21026
0.401067,0.552089,0.869913,0.319295,0.277959,0.281828,0.535267,0.353367,0.247481,0.219417
0.253693,0.302414,0.247448,0.264785,0.590085,0.370945,1.01253,0.336011,0.385442,0.499648
0.245758,0.376407,0.545992,0.509455,0.354535,0.528445,0.32805,0.339344,0.304796,0.269899
