0.244227,0.353083,0.262064,0.268385,0.25687,0.319186,0.240646,0.279989,0.367689,0.296542,0.363654,0.36741,0.257454,0.444941,0.304166,0.336768,0.27526,0.333165,0.310668,0.335013
0.326082,0.269583,0.396699,0.342834,0.290525,0.295758,0.306514,0.372796,0.267988,0.405268,0.327,0.347361,0.306223,0.352549,0.322182,0.329779,0.364861,0.327524,0.261377,0.312829
0.345392,0.309605,0.229189,0.339589,0.351878,0.291602,0.290876,0.445282,0.376075,0.431112,0.460052,0.466354,0.605222,1.0292,0.803456,0.335793,0.445942,0.395474,0.391091,0.260925
0.234212,0.294661,0.329874,0.310198,0.25486,0.349588,0.316619,1.24018,0.843487,1.12631,1.08747,1.06984,1.5875,1.31868,1.21985,0.261945,0.560544,0.326765,0.295869,0.372757
0.340774,0.291205,0.31134,0.304267,0.279132,0.87168,1.55258,1.23332,1.42022,2.18008,1.18417,1.28662,1.56189,2.2173,1.18924,0.699569,0.445949,0.840899,0.310514,0.378479
0.271755,0.324263,0.26085,0.297588,0.373123,1.67595,0.856681,1.4979,1.0589,1.0276,2.09515,2.00465,0.381299,1.59602,2.567,0.552645,0.536668,0.554351,0.301244,0.282184
0.263923,0.272091,0.241411,0.640127,0.515234,0.503292,0.675629,0.462559,0.353421,0.418636,0.335106,0.351502,0.374253,0.377898,0.897331,0.361897,0.430462,0.33379,0.326022,0.318438
0.269962,0.267636,0.300034,0.279991,0.303336,0.985746,0.25406,0.307705,0.282999,0.426753,0.30191,0.36222,0.354305,0.354169,0.485556,0.498357,0.280788,0.381096,0.367771,0.324454
0.281051,0.253502,0.313161,0.284506,0.455288,0.451536,0.259652,0.249695,0.283279,0.27904,0.272327,0.318436,0.306028,0.380775,0.494492,0.739459,0.317534,0.250429,0.279576,0.369458
0.277925,0.306381,0.327471,0.282025,0.336016,0.313207,0.308284,0.257371,0.314447,0.392379,0.336935,0.31793,0.219373,0.291072,0.49529,0.697902,0.838687,0.296241,0.265783,0.28689
0.291857,0.340233,0.297963,0.276529,0.273296,0.340442,0.388786,0.298388,0.402666,0.241325,0.341247,0.307564,0.344455,0.394502,0.349649,0.639589,0.507278,0.200496,0.292343,0.255759
0.295368,0.349361,0.334026,0.40879,0.349715,0.409294,0.251794,0.354221,0.306268,0.307876,0.335457,0.297335,0.297406,0.397009,0.355736,0.272885,0.295383,0.260003,0.262134,0.339488
0.293159,0.317263,0.348003,0.321562,0.328852,0.334671,0.522673,0.391284,0.342746,0.259851,0.325526,0.405647,0.309643,0.425798,0.385823,0.259101,0.294903,0.360109,0.466843,0.540131
0.28005,0.263512,0.243501,0.547112,0.520298,1.09713,0.491651,0.453818,0.353846,0.300155,0.543254,0.473958,0.393875,0.407613,0.464429,0.491835,0.461138,0.635982,1.94008,0.782005
0.248208,0.349363,0.247634,0.294458,0.432414,0.95517,3.67109,0.290215,0.317908,0.321508,0.515524,0.726385,0.404174,0.494262,0.345292,0.588809,0.602976,0.610783,0.517085,0.616136
0.453805,0.340115,0.262351,0.281559,0.323022,0.254386,0.30389,0.584709,0.300894,0.270107,0.290541,0.269052,0.253664,0.310374,0.380499,0.428656,0.419552,0.3502,0.506169,0.385622
0.313234,0.351445,0.38901,0.294712,0.392985,0.341153,0.366322,0.329705,0.435826,0.527786,0.301534,0.263802,0.317937,0.259366,0.430343,0.306612,1.57013,0.295264,0.398027,0.358385
0.321308,0.484309,0.316942,0.297039,0.237851,0.29355,0.315934,0.317784,0.244375,0.344788,0.327972,0.315408,0.373714,0.366467,0.325549,0.2993,0.285775,0.327672,0.427051,0.410162
0.323754,0.312373,0.27259,0.341595,0.358851,0.263671,0.255241,0.288135,0.342591,0.335373,0.266361,0.358685,0.22958,0.331277,0.246453,0.325744,0.299351,0.300281,0.327776,0.32125
0.269508,0.393984,0.384513,0.263913,0.31935,0.357677,0.299797,0.374846,0.24649,0.314021,0.426412,0.291836,0.327375,0.276957,0.483033,0.315713,0.277907,0.225849,0.376613,0.351544
