0.215866,0.438877,0.256227,0.239425,0.285565,0.25336,0.175448,0.279107,0.264924,0.213942
0.226663,0.187787,0.292398,0.221605,0.283551,0.239813,0.279538,0.264333,0.382987,0.39114
0.159836,0.192407,0.244033,0.217306,0.116591,0.190412,0.239344,0.185011,0.274471,0.361776
0.168416,0.187502,0.164209,0.167668,0.208541,0.262863,0.130696,0.21929,0.280673,0.238075
0.164837,0.323893,0.276519,0.144376,0.184974,0.190904,0.24388,0.231487,0.270085,0.23258
0.15351,0.179882,0.178632,0.178651,0.184455,0.194958,0.225965,0.153035,0.221921,0.197646
0.138254,0.178101,0.23076,0.176503,0.184645,0.162443,0.108408,0.257892,0.198729,0.237709
0.215196,0.170101,0.198917,0.222047,0.18819,0.139566,0.166695,0.190072,0.114927,0.303808
0.200613,0.227202,0.122114,0.153536,0.192837,0.213513,0.195437,0.167516,0.250483,0.22403
0.2401,0.263543,0.172812,0.281166,0.1801,0.193828,0.188099,0.150967,0.433678,0.175063
