wavenumber_cm-1,leaf_dq_median,leaf_dq_q25,leaf_dq_q75,leaf_dq_median_over_ink,leaf_dq_minus_control,leaf_tb1_median,leaf_tb1_q25,leaf_tb1_q75,leaf_tb1_median_over_ink,leaf_tb1_minus_control,leaf_thi2_median,leaf_thi2_q25,leaf_thi2_q75,leaf_thi2_median_over_ink,leaf_thi2_minus_control,cov3_median,cov3_q25,cov3_q75,cov3_median_over_ink,cov3_minus_control,leavesmix_median,leavesmix_q25,leavesmix_q75,leavesmix_median_over_ink,leavesmix_minus_control,leavesmix2peel_median,leavesmix2peel_q25,leavesmix2peel_q75,leavesmix2peel_median_over_ink,leavesmix2peel_minus_control,leavesmix2peel2_median,leavesmix2peel2_q25,leavesmix2peel2_q75,leavesmix2peel2_median_over_ink,leavesmix2peel2_minus_control
2011.15,75.5133,31.557,100.654,0.00423077,-0.00105678,182.902,128.438,228.591,0.00873815,0.00345059,86.2776,62.0527,118.145,0.00564938,0.000361824,105.627,77.5975,127.166,0.00528756,0,122.283,92.948,151.251,0.0109949,0.00570734,82.8114,55.5023,113.356,0.010055,0.00476749,150.767,116.971,192.152,0.0109275,0.00563999
2012.70,162.033,132.016,199.976,0.0090782,0.00477851,227.165,161.666,278.349,0.0108528,0.00655315,97.5034,67.1116,123.995,0.00638444,0.00208475,85.8924,58.2675,115.874,0.00429969,0,130.566,97.0769,169.389,0.0117396,0.00743996,28.9059,1.02143,60.8176,0.00350979,-0.000789898,166.9,139.821,207.896,0.0120969,0.00779718
2014.25,151.357,118.349,183.124,0.00848005,0.00471721,308.944,232.554,376.784,0.0147598,0.010997,54.6667,28.7813,82.6893,0.00357953,-0.000183315,75.1682,43.7024,103.37,0.00376285,0,92.0127,60.0468,126.892,0.00827316,0.00451032,130.083,100.213,158.118,0.0157948,0.0120319,181.322,151.666,218.542,0.0131422,0.00937932
2015.80,211.514,180.518,235.514,0.0118505,0.00876555,268.988,160.421,319.844,0.0128509,0.00976597,159.772,127.131,191.301,0.0104618,0.00737681,61.6262,23.9498,103.395,0.00308495,0,71.5603,39.4517,101.794,0.00643422,0.00334927,104.678,74.6434,136.708,0.0127101,0.00962519,150.787,115.493,194.98,0.010929,0.00784408
2017.35,128.162,100.955,180.06,0.00718053,-0.00194638,339.566,234.633,397.525,0.0162228,0.00709589,151.191,118.477,191.214,0.00989987,0.000772961,182.323,153.935,222.962,0.00912691,0,155.591,121.278,192.39,0.0139897,0.00486279,50.1948,18.6769,86.703,0.00609471,-0.00303221,69.7533,35.2451,128.369,0.00505571,-0.0040712
2018.90,47.7327,16.0261,90.3771,0.00267432,-0.00545538,376.443,296.447,451.817,0.0179846,0.00985492,72.4127,42.9539,114.642,0.00474152,-0.00338818,162.402,129.086,194.053,0.0081297,0,52.0879,19.4426,89.6439,0.00468339,-0.00344631,100.806,66.3222,137.658,0.0122399,0.00411024,132.952,97.8021,189.448,0.00963631,0.00150661
2020.45,183.984,148.321,236.089,0.0103081,0.00455612,317.542,252.682,410.142,0.0151706,0.00941868,174.096,139.117,209.84,0.0113996,0.0056477,114.903,83.2247,164.02,0.00575194,0,156.224,120.535,192.703,0.0140466,0.0082947,86.6141,56.6245,118.91,0.0105168,0.00476484,125.694,83.6415,180.314,0.00911027,0.00335833
2022.00,145.679,108.829,193.108,0.00816196,0.00550485,183.968,103.748,286.681,0.00878911,0.006132,99.956,70.2398,134.254,0.00654503,0.00388793,53.0795,23.8644,98.4892,0.00265711,0,143.753,108.81,181.163,0.0129253,0.0102682,174.937,137.424,209.45,0.021241,0.0185839,102.54,58.3847,150.16,0.00743207,0.00477497
2023.55,72.5858,33.2842,102.214,0.00406676,-0.00181918,251.682,134.609,305.651,0.0120242,0.00613821,18.5739,-15.8229,51.0828,0.0012162,-0.00466974,117.58,80.8804,146.974,0.00588594,0,93.1495,54.7934,124.576,0.00837537,0.00248943,117.203,78.0052,152.245,0.0142309,0.00834494,184.761,152.736,261.956,0.0133915,0.00750554
2025.10,56.4805,16.1034,101.913,0.00316443,-0.00503277,303.927,205.219,379.277,0.0145202,0.00632295,144.38,104.93,165.065,0.00945387,0.00125667,163.751,118.709,191.018,0.0081972,0,132.326,90.4188,162.774,0.0118979,0.0037007,59.8225,27.1735,93.6684,0.00726372,-0.000933486,133.369,100.764,195.001,0.00966656,0.00146935
2026.65,123.506,72.4719,159.143,0.00691965,-0.00042702,191.837,111.185,263.455,0.00916501,0.00181834,111.364,84.0206,157.163,0.00729204,-5.46355e-05,146.76,112.837,190.09,0.00734667,0,48.9839,12.4214,88.5058,0.0044043,-0.00294237,94.6093,55.7585,130.358,0.0114876,0.0041409,179.075,141.049,237.03,0.0129793,0.00563264
2028.20,121.273,86.0446,147.305,0.00679455,0.0047579,125.465,53.1434,202.214,0.0059941,0.00395745,43.7731,12.632,76.0753,0.00286623,0.00082957,40.6851,4.262,73.9727,0.00203666,0,33.7074,0.572838,70.7404,0.00303074,0.000994083,160.252,121.053,196.809,0.0194579,0.0174213,121.957,82.4834,163.777,0.00883944,0.00680278
2029.75,77.7201,35.8848,113.511,0.00435441,0.0010924,64.9318,22.6342,124.026,0.00310212,-0.000159891,18.7436,-16.2569,46.7258,0.00122731,-0.0020347,65.1634,31.5848,110.588,0.00326201,0,170.793,126.013,209.4,0.0153566,0.0120945,57.6369,21.4429,99.9423,0.00699833,0.00373632,70.2359,23.816,99.6076,0.00509069,0.00182867
2031.30,12.017,-18.4807,54.2712,0.000673273,-0.00567341,102.105,48.001,165.572,0.00487807,-0.00146861,80.4248,45.8411,114.554,0.00526614,-0.00108054,126.784,95.5108,169.404,0.00634668,0,-7.19388,-37.7416,33.8066,-0.000646825,-0.00699351,149.682,108.841,187.665,0.0181746,0.0118279,31.819,-2.40003,77.6022,0.00230624,-0.00404045
2032.85,88.7285,53.5256,117.198,0.00497118,0.00106648,149.706,104.108,205.526,0.00715221,0.00324751,58.5734,23.1482,90.7048,0.00383534,-6.93648e-05,78.002,46.0702,113.499,0.0039047,0,55.1136,20.1727,94.4028,0.00495544,0.00105074,30.0552,-7.22683,72.5282,0.00364933,-0.000255371,44.5564,12.5728,83.1828,0.00322944,-0.000675258
2034.40,50.1809,11.6422,93.2198,0.00281148,-0.00339672,81.1587,9.66254,117.131,0.00387737,-0.00233084,125.993,97.5671,159.501,0.00824994,0.00204173,124.018,76.2016,154.707,0.0062082,0,-5.59325,-33.6153,33.3628,-0.000502907,-0.00671111,99.2288,59.8506,131.799,0.0120485,0.00584026,89.9784,55.373,146.777,0.00652162,0.000313415
2035.95,-1.1473,-29.3372,37.1979,-6.42795e-05,-0.00370196,126.759,84.4494,192.435,0.00605592,0.00241823,144.062,114.6,178.514,0.00943308,0.00579539,72.6679,39.1441,106.267,0.00363768,0,81.1257,44.6022,114.952,0.00729427,0.00365659,137.656,101.138,167.727,0.0167144,0.0130767,117.255,84.6235,169.845,0.00849861,0.00486093
2037.50,87.053,32.8187,130.31,0.00487731,-0.00324808,144.671,82.514,219.81,0.00691167,-0.00121372,96.9824,70.7681,126.363,0.00635033,-0.00177506,162.316,130.305,205.21,0.00812539,0,102.763,70.3787,144.046,0.00923972,0.00111433,134.764,99.4122,173.644,0.0163632,0.00823781,170.163,129.617,216.076,0.0123334,0.004208
2039.05,85.5963,57.7799,126.63,0.0047957,-0.00257156,134.951,78.0852,182.941,0.00644729,-0.000919971,142.226,103.19,173.135,0.00931285,0.00194559,147.171,107.026,184.199,0.00736726,0,70.3615,31.4258,113.589,0.00632643,-0.00104082,73.956,38.8975,104.112,0.00897982,0.00161256,89.7207,42.8042,126.611,0.00650294,-0.000864312
2040.60,41.2546,-2.50751,73.8498,0.00231137,-0.00117289,56.805,18.1899,106.44,0.00271386,-0.000770394,83.3866,45.1333,116.347,0.00546008,0.00197583,69.603,39.7302,121.021,0.00348426,0,143.738,106.537,186.034,0.0129239,0.00943968,221.206,185.3,255.834,0.0268591,0.0233748,90.9636,68.3204,138.883,0.00659303,0.00310877
2042.15,114.598,71.5776,155.496,0.00642058,0.00829394,-4.44645,-43.5258,39.6101,-0.00021243,0.00166093,187.719,161.857,224.217,0.0122917,0.0141651,-37.423,-62.4212,-1.6165,-0.00187336,0,67.0151,33.7021,102.154,0.00602555,0.00789891,49.2268,16.4837,81.2537,0.00597717,0.00785053,126.013,90.1281,165.875,0.00913341,0.0110068
2043.70,68.4778,38.9342,90.819,0.0038366,0.000668463,84.2105,50.9713,150.159,0.00402317,0.00085503,256.882,222.807,289.639,0.0168204,0.0136523,63.288,27.6275,90.7875,0.00316814,0,107.154,73.3928,146.867,0.00963458,0.00646645,105.378,69.8859,141.668,0.0127951,0.00962698,160.971,126.929,208.014,0.0116672,0.00849905
2045.25,88.0162,63.1119,131.507,0.00493127,-0.000315334,101.799,55.0154,147.904,0.00486346,-0.000383148,70.3746,42.0175,98.3164,0.00460807,-0.000638538,104.809,66.4427,135.022,0.00524661,0,161.179,120.938,196.779,0.0144921,0.00924553,124.337,90.9836,160.07,0.0150971,0.00985052,204.355,167.517,227.429,0.0148116,0.00956499
2046.80,77.0468,49.1609,109.415,0.0043167,-0.00275222,163.579,121.06,201.697,0.00781499,0.000746069,98.3353,61.2452,126.166,0.00643891,-0.000630009,141.212,99.1364,182.394,0.00706892,0,64.1791,22.7353,95.1182,0.00577055,-0.00129837,79.9632,43.8656,117.038,0.00970922,0.0026403,65.4369,28.7838,107.171,0.00474285,-0.00232607
2048.35,75.9124,42.0433,109.489,0.00425313,-0.00441777,129.854,83.1123,200.711,0.00620378,-0.00246713,96.6872,56.7528,129.035,0.006331,-0.00233991,173.214,140.862,212.636,0.00867091,0,-31.7516,-61.024,-0.946071,-0.00285489,-0.0115258,0.123349,-26.983,30.0659,1.49772e-05,-0.00865593,59.1137,27.1772,110.708,0.00428455,-0.00438635
2049.90,82.4289,38.4671,119.401,0.00461824,-0.00296914,98.7031,37.7606,159.79,0.00471555,-0.00287183,118.08,84.5039,151.052,0.00773175,0.000144367,151.569,120.126,184.289,0.00758738,0,135.375,101.469,168.505,0.012172,0.00458462,169.438,136.917,201.295,0.0205733,0.0129859,112.42,84.6535,148.441,0.00814818,0.0005608
2051.45,57.8958,25.9714,89.1484,0.00324372,-0.00167714,95.4842,30.7184,169.903,0.00456177,-0.000359099,134.976,105.22,158.545,0.00883809,0.00391722,98.3013,63.2018,139.659,0.00492087,0,149.591,113.89,183.83,0.0134502,0.00852931,122.334,92.7693,156.2,0.014854,0.00993312,100.188,62.2025,148.119,0.00726159,0.00234073
2053.00,129.042,101.232,160.628,0.0072298,0.000205671,70.8508,2.03207,133.864,0.0033849,-0.00363923,76.1685,47.1628,106.465,0.00498745,-0.00203669,140.317,91.2989,172.145,0.00702413,0,54.8406,19.3971,92.0509,0.00493089,-0.00209324,45.4909,13.5106,76.2571,0.00552356,-0.00150058,80.6443,53.9136,117.115,0.00584509,-0.00117904
2054.55,88.4013,53.6666,125.742,0.00495285,-0.000269575,158.422,112.773,210.902,0.00756865,0.00234622,63.1695,28.5483,83.0654,0.00413628,-0.00108614,104.325,71.9138,135.129,0.00522242,0,62.6832,29.485,99.0688,0.00563605,0.000413622,97.3492,66.2521,127.45,0.0118202,0.00659782,116.096,81.0999,140.376,0.00841464,0.00319221
2056.10,44.6816,4.3648,73.0504,0.00250337,-0.00225089,121.539,86.5612,177.351,0.00580654,0.00105228,46.7412,24.7888,76.5,0.00306057,-0.00169369,94.9732,65.6884,127.284,0.00475426,0,67.711,35.8811,100.106,0.00608812,0.00133385,125.905,95.8946,156.876,0.0152875,0.0105332,116.207,81.3767,146.799,0.0084227,0.00366843
2057.65,82.8764,58.0659,133.328,0.00464331,-0.00259297,159.199,101.21,217.339,0.00760572,0.000369447,37.2683,1.03617,73.0541,0.0024403,-0.00479598,144.555,110.505,174.258,0.00723628,0,82.8979,52.5064,118.854,0.00745362,0.000217339,179.143,145.672,210.891,0.0217517,0.0145154,74.766,38.2723,111.005,0.00541903,-0.00181725
2059.20,121.505,96.2875,159.509,0.00680755,0.0027773,146.923,81.0746,210.288,0.00701924,0.00298899,140.255,100.322,178.131,0.00918378,0.00515353,80.5099,51.7831,113.985,0.00403025,0,104.862,72.347,139.546,0.00942852,0.00539828,112.191,81.922,144.728,0.0136224,0.00959216,161.032,120.302,191.667,0.0116716,0.00764132
2060.75,86.8345,50.1069,126.007,0.00486507,-0.00501792,186.994,122.556,273.053,0.00893367,-0.000949314,62.0719,32.7526,94.2758,0.00406441,-0.00581857,197.427,171.121,235.478,0.00988298,0,199.49,167.414,230.187,0.0179368,0.00805381,158.491,126.18,192.72,0.0192442,0.00936121,132.468,96.9516,174.717,0.00960125,-0.000281733
2062.30,96.4265,57.9525,127.851,0.00540248,-0.00119698,178.356,106.717,230.63,0.00852099,0.00192153,-2.08455,-29.6111,30.5835,-0.000136494,-0.00673595,131.833,99.2513,158.883,0.00659945,0,128.341,91.7715,158.861,0.0115396,0.00494011,96.9969,69.1183,128.371,0.0117775,0.00517801,37.0189,5.44722,69.9753,0.00268312,-0.00391633
2063.85,55.7498,31.0262,79.1765,0.00312349,0.000257827,197.237,128.851,244.724,0.009423,0.00655733,104.124,75.5239,129.344,0.00681796,0.00395229,57.2457,28.8575,86.7258,0.00286566,0,93.529,60.5493,125.884,0.0084095,0.00554383,95.147,68.9156,122.452,0.0115529,0.00868719,42.6703,20.3937,68.0073,0.00309274,0.000227074
2065.40,69.0923,37.1236,98.7594,0.00387103,0.00162365,139.064,66.1378,192.958,0.00664379,0.00439641,93.796,62.1211,126.272,0.00614168,0.0038943,44.8946,14.0697,74.2982,0.00224738,0,135.159,102.295,165.245,0.0121525,0.00990516,77.2715,48.4346,108.464,0.00938239,0.00713501,-5.51549,-26.3968,30.2539,-0.000399762,-0.00264714
2066.95,32.48,4.38604,63.234,0.00181976,-0.00382071,162.63,114.517,230.177,0.00776967,0.0021292,68.1202,39.7455,107.102,0.00446045,-0.00118002,112.676,71.8334,142.266,0.00564047,0,142.866,110.196,176.516,0.0128456,0.00720511,156.44,124.945,184.728,0.0189951,0.0133547,102.482,70.8458,138.842,0.00742786,0.00178739
2068.50,38.556,11.6669,77.7886,0.00216017,-0.00197496,178.828,134.993,237.744,0.00854352,0.00440839,79.7519,55.3054,104.397,0.00522208,0.00108695,82.6052,54.9537,113.092,0.00413513,0,167.657,129.255,205.729,0.0150746,0.0109395,48.522,24.2352,88.7601,0.00589159,0.00175646,103.092,62.9408,134.102,0.00747212,0.00333699
2070.05,93.2315,48.254,130.987,0.00522347,0.00243176,174.891,125.915,218.19,0.00835542,0.00556371,87.3405,49.016,115.2,0.00571898,0.00292727,55.7685,38.8543,88.3467,0.00279171,0,100.14,68.861,134.314,0.00900394,0.00621222,96.2283,65.8848,124.603,0.0116841,0.00889243,5.25138,-20.8394,37.3158,0.000380619,-0.00241109
2071.60,54.8856,13.7907,85.8642,0.00307507,-0.0044669,92.8183,35.1056,153.084,0.0044344,-0.00310757,99.7876,65.7993,123.127,0.006534,-0.00100797,150.662,126.005,177.749,0.00754197,0,81.0112,50.0607,117.924,0.00728398,-0.000257995,105.052,74.9542,133.841,0.0127555,0.00521356,150.744,109.718,189.032,0.0109259,0.00338397
2073.15,69.588,36.6846,110.294,0.0038988,-0.00210975,99.4324,55.1772,127.166,0.00475039,-0.00125816,147.014,126.257,177.933,0.00962636,0.00361781,120.029,100.853,146.84,0.00600855,0,104.74,74.4802,142.519,0.00941753,0.00340898,112.461,84.7926,143.331,0.0136552,0.00764661,41.6772,7.94039,81.1126,0.00302076,-0.00298779
2074.70,48.7982,6.36101,82.254,0.00273401,-0.00160942,36.6015,-17.2161,85.6854,0.00174864,-0.0025948,67.643,43.9817,94.0953,0.0044292,8.57657e-05,86.7664,54.1172,119.345,0.00434344,0,60.298,21.0832,93.2962,0.00542159,0.00107815,81.8815,49.6559,110.629,0.00994214,0.0055987,192.36,163.515,219.666,0.0139422,0.00959881
2076.25,44.1236,10.8211,81.6804,0.00247211,0.00272854,33.837,-12.7474,83.9265,0.00161656,0.001873,70.481,37.1598,97.401,0.00461503,0.00487147,-5.12267,-31.741,36.9232,-0.000256436,0,72.9606,28.065,107.065,0.00656012,0.00681656,109.586,80.4448,139.158,0.0133061,0.0135625,68.8869,41.9452,90.0684,0.00499291,0.00524935
2077.80,35.9038,-6.21354,72.8231,0.00201158,-0.00380014,94.3561,35.4566,144.199,0.00450787,-0.00130385,-8.6689,-32.9472,23.2973,-0.000567632,-0.00637935,116.097,96.1382,148.594,0.00581172,0,122.434,80.2082,169.571,0.0110085,0.00519673,86.9481,53.9059,124.277,0.0105573,0.0047456,41.7062,6.24362,70.4236,0.00302286,-0.00278887
2079.35,101.91,71.4558,136.722,0.0057097,0.000919595,52.0603,-1.76193,104.275,0.00248718,-0.00230292,38.646,13.8081,68.8767,0.0025305,-0.0022596,95.6893,70.2433,122.581,0.00479011,0,114.623,81.9218,154.294,0.0103061,0.00551599,57.544,27.2674,85.7014,0.00698706,0.00219695,12.7532,-11.6939,41.3126,0.000924347,-0.00386576
2080.90,125.797,85.938,155.811,0.00704802,0.00446204,9.44565,-38.4297,60.0099,0.000451267,-0.00213471,143.428,110.375,165.603,0.00939157,0.0068056,51.6585,30.4213,81.0598,0.00258597,0,77.4827,36.4059,108.713,0.00696672,0.00438075,48.6845,23.8813,77.6787,0.00591133,0.00332535,67.0316,33.7211,108.948,0.00485844,0.00227247
2082.45,43.7302,5.73655,71.6472,0.00245007,-0.000158724,21.083,-24.4381,66.3967,0.00100724,-0.00160155,14.5108,-18.1044,40.4819,0.000950152,-0.00165864,52.1143,30.3528,95.2313,0.00260879,0,96.9287,67.991,130.142,0.00871517,0.00610638,88.1461,57.1374,116.848,0.0107028,0.00809401,90.595,60.8223,118.267,0.00656631,0.00395752
2084.00,24.5797,-11.7616,55.1479,0.00137713,-0.00442186,46.8221,2.18748,100.14,0.00223693,-0.00356206,12.3242,-7.17114,43.7551,0.000806975,-0.00499201,115.843,86.9241,145.849,0.00579899,0,124.085,86.5882,163.333,0.0111569,0.00535787,87.8856,58.7805,119.981,0.0106712,0.00487217,113.818,94.0298,146.07,0.00824953,0.00245054
2085.55,29.832,2.91801,67.7584,0.0016714,0.000659724,34.6781,-0.528685,65.9571,0.00165675,0.000645078,45.8494,18.6786,73.3784,0.00300218,0.0019905,20.2096,-8.70676,44.23,0.00101167,0,166.757,129.174,202.708,0.0149937,0.013982,86.2012,56.4344,114.713,0.0104666,0.00945497,118.306,89.7312,151.668,0.00857481,0.00756314
2087.10,24.8963,-6.73185,59.3002,0.00139486,0.00243284,34.3249,-17.2395,72.954,0.00163987,0.00267785,52.2872,19.9589,77.7159,0.00342372,0.0044617,-20.7352,-35.5777,-0.535806,-0.00103798,0,137.751,105.024,175.049,0.0123856,0.0134236,88.1404,59.9276,120.842,0.0107021,0.0117401,101.328,54.6263,130.281,0.00734427,0.00838225
2088.65,71.4486,34.3126,106.385,0.00400304,-0.00156156,3.90288,-41.9737,69.2139,0.000186461,-0.00537814,67.0707,52.9833,98.8306,0.00439173,-0.00117288,111.161,84.0343,152.667,0.00556461,0,163.209,131.45,196.222,0.0146746,0.00911003,46.3114,13.4199,75.5813,0.00562319,5.85804e-05,68.875,36.6131,104.806,0.00499205,-0.000572556
2090.20,70.5237,17.2721,96.933,0.00395122,0.0028221,56.5057,5.32205,112.144,0.00269956,0.00157044,41.6875,-1.56702,70.9957,0.00272966,0.00160054,22.5558,-13.4267,49.917,0.00112912,0,88.6233,57.3626,127.247,0.00796841,0.00683929,98.8132,68.7573,129.173,0.011998,0.0108689,77.2481,42.4843,107.85,0.00559893,0.00446981
2091.75,25.6127,-11.5342,55.1468,0.001435,0.0005262,93.4394,57.4637,151.904,0.00446408,0.00355527,100.045,65.6085,133.226,0.00655086,0.00564206,18.1546,-13.103,49.8627,0.000908802,0,67.1487,34.1557,99.4703,0.00603755,0.00512875,125.886,98.042,153.059,0.0152852,0.0143764,132.587,100.464,171.201,0.00960991,0.00870111
2093.30,63.2733,28.7026,94.1375,0.00354501,-0.00303169,99.5791,63.8983,149.048,0.0047574,-0.0018193,18.783,-8.39722,48.3226,0.0012299,-0.0053468,131.379,96.7283,155.151,0.0065767,0,113.796,81.7062,146.638,0.0102318,0.00365507,144.827,113.127,177.387,0.0175851,0.0110084,54.6084,15.7199,92.5158,0.00395801,-0.00261869
2094.85,135.992,99.2082,178.201,0.00761919,0.00786282,150.232,104.858,186.123,0.00717733,0.00742097,101.325,69.7918,121.65,0.00663465,0.00687828,-4.86693,-22.9175,26.6533,-0.000243634,0,102.945,70.1449,136.505,0.00925615,0.00949979,151.8,122.325,182.143,0.0184318,0.0186754,107.039,71.7827,148.38,0.00775814,0.00800178
2096.40,88.55,55.8417,124.502,0.00496118,2.65978e-05,130.779,82.3731,181.29,0.00624796,0.00131337,114.96,79.9512,138.724,0.00752747,0.00259288,98.5754,68.6491,128.319,0.00493459,0,61.6543,29.1832,94.9981,0.00554354,0.000608953,94.101,64.8997,121.522,0.0114258,0.00649126,67.8333,36.2731,102.236,0.00491655,-1.80404e-05
2097.95,99.8356,62.0272,132.589,0.00559348,0.000377866,75.8173,33.1042,127.098,0.00362218,-0.00159343,44.5254,23.6595,79.7766,0.00291548,-0.00230013,104.189,75.1508,144.197,0.00521561,0,147.472,115.706,183.168,0.0132597,0.00804407,151.257,123.885,179.523,0.0183658,0.0131502,84.1237,44.7574,121.36,0.00609728,0.000881664
2099.50,109.115,64.5664,125.142,0.00611337,-0.00200603,91.6945,47.2042,138.858,0.00438071,-0.00373868,144.231,112.915,174.177,0.00944411,0.00132471,162.197,128.664,187.939,0.0081194,0,189.498,158.632,220.82,0.0170384,0.00891896,106.532,69.819,136.311,0.0129352,0.00481583,79.4153,47.4676,128.775,0.00575601,-0.00236338
2101.05,85.8955,51.0061,137.07,0.00481246,-0.00345376,173.335,123.874,221.775,0.0082811,1.48805e-05,23.7207,-4.61058,49.7389,0.00155321,-0.00671301,165.13,131.085,201.757,0.00826622,0,118.299,92.1231,153.326,0.0106366,0.0023704,102.678,73.7331,129.427,0.0124673,0.00420105,183.994,150.735,209.626,0.0133359,0.00506965
2102.60,72.3033,40.6538,107.558,0.00405093,-0.00140534,181.28,147.662,236.024,0.00866065,0.00320438,55.7327,16.4018,81.5268,0.00364933,-0.00180695,108.997,77.6461,148.717,0.00545627,0,72.3702,37.5904,102.233,0.00650704,0.00105077,104.593,76.1768,136.5,0.0126998,0.00724351,137.661,108.649,176.445,0.00997767,0.0045214
2104.15,60.4335,26.6415,90.2112,0.0033859,-0.00237351,131.341,86.659,188.719,0.0062748,0.000515396,104.849,76.7947,138.234,0.00686541,0.001106,115.052,77.9647,135.327,0.00575941,0,122.471,91.962,155.166,0.0110118,0.0052524,155.811,122.806,186.576,0.0189187,0.0131593,147.569,117.234,179.791,0.0106958,0.00493639
2105.70,43.2054,17.748,73.4165,0.00242066,-0.00169144,198.811,156.198,237.625,0.00949822,0.00538612,153.462,133.224,181.374,0.0100486,0.00593647,82.1452,54.7813,110.984,0.0041121,0,135.595,103.659,165.877,0.0121918,0.00807968,126.684,98.0743,161.08,0.0153821,0.01127,86.5913,38.537,120.123,0.00627612,0.00216402
2107.25,65.3309,31.4484,94.2518,0.00366029,-0.0010678,207.786,139.963,268.073,0.00992699,0.0051989,122.396,88.3809,155.994,0.00801437,0.00328628,94.4503,60.9511,124.552,0.00472809,0,82.9515,45.783,120.706,0.00745844,0.00273035,67.7043,33.9384,94.0987,0.00822073,0.00349264,170.407,132.166,223.444,0.0123511,0.00762296
2108.80,209.528,154.679,250.464,0.0117392,0.011067,283.33,215.023,349.344,0.0135361,0.0128638,156.313,118.515,176.647,0.0102352,0.00956298,13.4293,-11.9991,46.8232,0.000672259,0,61.4245,29.5329,91.7247,0.00552288,0.00485062,95.6302,62.2571,123.783,0.0116115,0.0109393,101.251,63.2236,144.486,0.00733864,0.00666638
2110.35,167.193,131.908,219.295,0.00936729,0.000327862,285.788,230.611,328.262,0.0136536,0.00461413,164.209,126.571,198.814,0.0107523,0.00171287,180.575,156.617,212.073,0.00903942,0,137.368,103.007,169.562,0.0123512,0.00331177,125.328,96.8427,162.394,0.0152175,0.00617808,136.95,89.9081,180.494,0.00992609,0.000886666
2111.90,136.649,92.4349,190.549,0.007656,0.00581991,284.552,224.572,344.149,0.0135945,0.0117584,188.891,153.165,229.329,0.0123684,0.0105323,36.6786,11.4438,61.9143,0.00183609,0,96.9949,58.972,129.903,0.00872112,0.00688503,180.066,145.96,211.904,0.0218638,0.0200277,116.626,70.1803,161.754,0.00845307,0.00661697
2113.45,139.336,90.5513,174.603,0.00780656,0.00223427,285.074,202.99,338.928,0.0136194,0.00804715,146.243,115.547,182.545,0.00957587,0.00400358,111.315,72.1868,138.263,0.00557229,0,30.6647,-4.99154,67.016,0.00275716,-0.00281514,135.919,102.742,168.315,0.0165034,0.0109311,197.523,162.983,256.712,0.0143165,0.00874417
2115.00,176.829,131.235,223.422,0.00990716,0.00223313,197.975,153.344,265.781,0.00945828,0.00178424,91.9531,63.2701,126.771,0.00602101,-0.00165303,153.3,121.617,186.476,0.00767403,0,121.15,83.6563,154.775,0.010893,0.00321899,128.026,97.9008,157.653,0.015545,0.007871,149.389,109.537,196.708,0.0108277,0.00315367
2116.55,91.3628,36.7265,148.107,0.00511878,-0.000792455,226.896,161.966,297.856,0.01084,0.00492873,120.941,82.6199,145.328,0.00791912,0.00200789,118.085,78.5079,150.474,0.00591123,0,189.414,146.163,222.929,0.0170309,0.0111196,132.689,107.56,162.1,0.0161112,0.0102,139.763,102.593,178.776,0.01013,0.00421876
2118.10,190.487,137.45,261.96,0.0106724,0.0041458,233.65,168.372,307.061,0.0111627,0.00463608,135.3,107.804,166.62,0.0088593,0.00233272,130.378,97.4822,165.044,0.00652658,0,200.466,161.222,231.579,0.0180245,0.0114979,163.828,133.252,195.865,0.0198922,0.0133656,215.051,183.992,278.77,0.0155868,0.00906025
2119.65,272.342,221.621,362.007,0.0152585,0.00907532,235.339,167.685,283.732,0.0112434,0.00506017,155.16,112.357,191.628,0.0101598,0.00397657,123.518,92.9161,163.624,0.00618318,0,75.3206,33.8586,115.493,0.00677232,0.000589137,42.4003,12.6237,72.6594,0.00514829,-0.00103489,152.502,115.493,231.086,0.0110533,0.00487015
2121.20,298.129,225.667,375.263,0.0167032,0.00909899,302.939,219.474,377.6,0.0144729,0.0068687,207.038,176.553,258.861,0.0135566,0.0059524,151.905,121.962,182.722,0.00760423,0,170.301,134.12,211.455,0.0153123,0.00770811,223.321,190.167,259.84,0.0271159,0.0195116,186.072,134.255,240.022,0.0134865,0.00588225
2122.75,229.875,173.791,317.556,0.0128792,0.00349194,422.644,331.301,497.236,0.0201919,0.0108046,165.475,127.819,212.352,0.0108351,0.00144786,187.524,146.298,230.629,0.00938727,0,244.033,198.592,280.98,0.0219418,0.0125545,136.914,101.481,166.145,0.0166243,0.00723704,360.739,316.861,434.238,0.0261463,0.016759
2124.30,270.358,193.687,355.271,0.0151473,0.00364557,360.693,289.985,417.496,0.0172322,0.00573039,62.8635,32.6436,121.145,0.00411624,-0.00738552,229.764,182.483,269.306,0.0115018,0,174.392,132.443,214.882,0.0156802,0.00417842,111.796,73.1383,147.125,0.0135743,0.00207258,220.954,177.994,285.742,0.0160147,0.00451293
2125.85,364.516,280.831,475.132,0.0204227,0.00936324,421.736,352.644,497.883,0.0201485,0.00908902,213.69,182.917,255.44,0.0139922,0.00293278,220.929,185.071,275.308,0.0110595,0,192.217,148.781,244.873,0.0172829,0.00622342,161.179,128.571,193.774,0.0195705,0.00851106,260.357,206.434,320.109,0.0188707,0.0078112
