wavenumber_cm-1,leaf_dq_median,leaf_dq_q25,leaf_dq_q75,leaf_dq_median_over_ink,leaf_dq_minus_control,leaf_tb1_median,leaf_tb1_q25,leaf_tb1_q75,leaf_tb1_median_over_ink,leaf_tb1_minus_control,leaf_thi2_median,leaf_thi2_q25,leaf_thi2_q75,leaf_thi2_median_over_ink,leaf_thi2_minus_control,cov3_median,cov3_q25,cov3_q75,cov3_median_over_ink,cov3_minus_control,leavesmix_median,leavesmix_q25,leavesmix_q75,leavesmix_median_over_ink,leavesmix_minus_control,leavesmix2peel_median,leavesmix2peel_q25,leavesmix2peel_q75,leavesmix2peel_median_over_ink,leavesmix2peel_minus_control,leavesmix2peel2_median,leavesmix2peel2_q25,leavesmix2peel2_q75,leavesmix2peel2_median_over_ink,leavesmix2peel2_minus_control
388.30,212.146,128.93,315.609,0.0118859,0.013367,925.188,632.207,1125.12,0.044201,0.0456821,108.798,79.1704,148.554,0.00712402,0.00860517,-29.5882,-72.4736,1.61979,-0.00148116,0,188.732,140.181,258.144,0.0169695,0.0184507,229.332,170.243,301.485,0.0278457,0.0293269,326.168,266.466,399.348,0.0236406,0.0251218
389.85,252.258,187.996,361.161,0.0141332,0.0130469,682.872,479.491,793.553,0.0326243,0.031538,46.3878,10.5321,76.311,0.00303743,0.00195114,21.7002,-10.9071,48.4142,0.00108629,0,152.592,93.1945,208.501,0.01372,0.0126338,256.506,208.188,312.541,0.0311453,0.030059,284.315,217.236,338.83,0.0206071,0.0195209
391.40,231.107,185.525,339.539,0.0129482,0.0107621,517.843,348.301,642.482,0.02474,0.0225539,21.4122,-18.2495,50.0141,0.00140205,-0.000784098,43.6715,7.17021,75.0697,0.00218615,0,129.15,79.0129,194.021,0.0116123,0.00942616,260.534,218.02,319.122,0.0316343,0.0294481,248.681,183.764,325.787,0.0180244,0.0158382
392.95,116.741,45.5872,224.197,0.00654066,0.00863618,559.549,378.205,698.18,0.0267325,0.028828,82.4366,38.0359,124.849,0.00539788,0.0074934,-41.861,-79.657,-4.22752,-0.00209552,0,157.9,95.523,221.296,0.0141973,0.0162928,215.407,161.723,280.336,0.026155,0.0282505,248.724,206.915,346.793,0.0180275,0.020123
394.50,226.066,151.898,314.774,0.0126658,0.0125947,469.317,253.955,612.886,0.0224217,0.0223507,51.2621,4.82979,89.3617,0.00335659,0.00328558,1.41855,-39.7126,40.7608,7.10113e-05,0,110.304,60.673,171.821,0.00991775,0.00984674,281.335,234.237,333.738,0.03416,0.034089,172.647,108.025,247.204,0.0125134,0.0124424
396.05,271.107,218.414,338.699,0.0151893,0.0131283,459.959,268.464,590.999,0.0219746,0.0199136,68.5042,31.0826,109.033,0.0044856,0.00242465,41.1703,3.5183,84.5943,0.00206095,0,95.9816,45.1867,142.642,0.00863002,0.00656907,242.495,197.022,292.085,0.029444,0.027383,175.011,109.715,241.166,0.0126848,0.0106238
397.60,248.677,188.529,330.03,0.0139326,0.0102605,487.912,355.072,603.608,0.02331,0.019638,123.372,84.506,174.455,0.00807828,0.00440621,73.3547,23.6437,112.301,0.00367206,0,98.7155,44.6419,143.862,0.00887583,0.00520377,132.29,73.1518,185.502,0.0160628,0.0123907,219.695,171.335,318.717,0.0159235,0.0122514
399.15,119.848,53.1437,217.465,0.00671469,0.00353141,357.33,270.573,462.433,0.0170715,0.0138882,60.8384,26.2933,97.6699,0.00398364,0.000800365,63.5906,19.0148,93.4346,0.00318328,0,108.399,57.7411,158.293,0.00974649,0.00656321,219.126,173.991,276.115,0.0266066,0.0234233,136.27,83.7111,220.389,0.00987681,0.00669353
400.70,51.3427,-13.584,125.024,0.00287657,0.000211107,302.774,221.032,389.269,0.0144651,0.0117996,28.9683,-7.5849,58.181,0.00189682,-0.000768643,53.2465,23.1192,91.0053,0.00266546,0,70.4934,25.2552,116.228,0.00633829,0.00367282,203.925,164.486,247.639,0.0247608,0.0220954,138.008,91.006,218.441,0.0100028,0.00733737
402.25,49.5108,-21.3874,110.823,0.00277394,-0.000482339,263.492,179.964,348.259,0.0125884,0.00933208,34.259,-4.4687,73.4634,0.00224325,-0.00101302,65.0487,12.1053,100.984,0.00325627,0,32.2302,-19.1161,87.0925,0.00289792,-0.000358356,107.81,67.6309,157.341,0.0130904,0.0098341,178.422,118.358,234.87,0.012932,0.00967574
403.80,108.154,37.8348,156.957,0.00605952,0.00339029,120.005,67.9988,204.858,0.00573325,0.00306402,160.042,114.66,205.206,0.0104794,0.00781018,53.3216,19.8067,100.181,0.00266923,0,93.8411,45.2088,152.454,0.00843756,0.00576833,-10.3867,-48.4374,37.3322,-0.00126116,-0.00393039,139.407,86.2101,205.222,0.0101042,0.00743496
405.35,118.064,58.4896,173.528,0.00661474,0.000820421,86.227,31.4232,157.594,0.0041195,-0.00167482,164.228,136.897,194.735,0.0107535,0.00495918,115.75,86.2716,151.742,0.00579432,0,84.7222,39.7637,129.528,0.00761764,0.00182332,99.4588,66.5636,138.815,0.0120764,0.00628207,169.644,115.314,223.348,0.0122958,0.00650145
406.90,117.812,65.6849,182.654,0.00660063,-0.00218472,95.0833,32.6184,175.311,0.00454262,-0.00424273,102.085,64.7478,131.459,0.00668442,-0.00210093,175.5,145.088,223.826,0.00878535,0,78.0668,35.1823,131.687,0.00701924,-0.00176611,209.608,168.062,253.094,0.0254508,0.0166654,183.765,143.6,248.035,0.0133193,0.0045339
408.45,112.862,45.488,176.952,0.00632333,-0.00386326,137.166,62.4427,235.868,0.0065531,-0.00363348,-57.4663,-84.0643,-16.9906,-0.00376284,-0.0139494,203.492,167.367,239.225,0.0101866,0,144.797,91.9611,203.463,0.0130192,0.00283258,146.741,97.8956,198.924,0.0178174,0.00763085,133.692,76.3092,183.226,0.00968995,-0.000496641
410.00,81.4421,33.7135,141.422,0.00456295,-0.000502015,190.106,129.014,232.644,0.00908234,0.00401737,-32.4496,-49.4919,-1.05408,-0.00212477,-0.00718973,101.18,65.4811,133.913,0.00506496,0,65.5829,25.8668,104.767,0.00589677,0.000831802,81.1266,41.4265,117.357,0.00985047,0.00478551,156.186,106.823,206.817,0.0113203,0.00625536
411.55,66.5598,19.7874,107.37,0.00372914,0.00176683,187.997,136.17,239.043,0.00898156,0.00701926,6.45858,-23.6367,40.9162,0.000422902,-0.0015394,39.1998,-1.66192,73.2153,0.0019623,0,48.0584,4.07461,89.9733,0.00432109,0.00235878,68.2081,28.6347,112.647,0.0082819,0.0063196,158.547,113.226,194.615,0.0114915,0.00952915
413.10,41.5071,-5.40036,113.959,0.00232551,-3.24143e-05,147.863,85.5468,216.911,0.00706417,0.00470624,23.3751,-14.4905,76.5549,0.00153058,-0.000827345,47.103,1.78613,100.109,0.00235793,0,120.696,67.2847,170.644,0.0108522,0.00849423,128.117,75.5723,192.111,0.0155562,0.0131982,128.473,63.9606,186.876,0.00931174,0.00695381
414.65,76.1825,19.8568,118.771,0.00426827,0.00211831,89.2613,28.8192,158.989,0.00426447,0.00211451,55.2858,17.7007,86.9711,0.00362007,0.00147011,42.9485,3.70221,69.112,0.00214996,0,42.5313,-1.8073,80.1558,0.00382412,0.00167416,138.535,92.6973,184.485,0.0168211,0.0146711,107.194,67.0626,175.398,0.00776944,0.00561948
416.20,174.242,122.094,229.182,0.00976225,0.00606003,105.036,59.4296,167.479,0.00501812,0.00131589,79.0144,42.5525,109.011,0.00517379,0.00147157,73.9572,39.1685,115.462,0.00370223,0,15.5403,-26.0591,54.0698,0.00139728,-0.00230495,144.913,100.266,197.75,0.0175955,0.0138933,62.3372,6.71991,125.75,0.00451819,0.000815967
417.75,252.051,183.941,319.294,0.0141217,0.00798563,137.419,59.6578,206.523,0.00656518,0.000429162,90.287,53.1364,135.221,0.00591191,-0.000224111,122.576,53.7768,174.51,0.00613602,0,36.2654,-26.2166,82.6406,0.00326073,-0.00287529,141.668,77.7171,207.414,0.0172015,0.0110655,9.82133,-46.3757,108.732,0.000711848,-0.00542417
419.30,114.703,48.2876,161.027,0.00642646,0.00347908,10.6211,-48.3976,69.1178,0.000507424,-0.00243995,43.5986,6.2922,84.1696,0.0028548,-9.25773e-05,58.878,17.7938,95.2975,0.00294737,0,74.4533,29.2329,122.939,0.00669434,0.00374697,75.4592,27.8373,121.381,0.00916234,0.00621496,66.8376,37.4453,122.422,0.00484438,0.00189701
420.85,33.8824,-12.8811,84.7306,0.00189833,-0.00068177,73.9711,24.5872,136.151,0.00353398,0.00095388,83.944,60.2689,119.546,0.00549658,0.00291649,51.5411,19.853,83.3499,0.0025801,0,131.629,98.0808,164.322,0.0118352,0.00925513,114.659,82.3823,156.182,0.013922,0.0113419,92.5737,55.1911,150.457,0.00670973,0.00412963
422.40,46.5051,-11.143,104.014,0.00260554,-0.000288932,151.978,83.7048,221.036,0.00726079,0.00436632,127.953,92.9854,158.671,0.00837823,0.00548376,57.8212,20.6872,102.608,0.00289447,0,136.096,95.8828,174.245,0.0122368,0.00934238,149.053,102.661,192.594,0.0180982,0.0152037,103.703,55.4859,169.466,0.00751637,0.0046219
423.95,151.873,106.423,242.468,0.008509,0.00593356,40.3302,-40.9798,101.629,0.00192678,-0.00064866,61.2374,26.3733,96.9241,0.00400977,0.00143433,51.448,2.23328,87.0916,0.00257544,0,-1.3653,-42.2821,44.2614,-0.000122758,-0.0026982,55.3259,2.53627,101.19,0.00671774,0.0041423,92.9139,36.9816,133.688,0.00673439,0.00415895
425.50,95.6444,52.7615,172.526,0.00535866,0.000630254,108.969,55.896,165.605,0.005206,0.0004776,115.837,75.8512,141.309,0.0075849,0.0028565,94.4566,48.485,126.911,0.0047284,0,63.1425,27.5348,107.787,0.00567735,0.000948941,58.0287,22.8409,94.0143,0.00704591,0.0023175,115.331,75.4696,155.891,0.00835919,0.00363078
427.05,117.017,60.4311,184.092,0.0065561,0.00147236,140.648,83.5267,217.559,0.00671947,0.00163574,120.941,80.8977,167.465,0.00791912,0.00283538,101.555,70.9508,143.211,0.00508374,0,124.301,82.6308,166.165,0.0111763,0.0060926,56.3135,19.9417,92.0008,0.00683764,0.0017539,131.42,88.2556,173.305,0.00952531,0.00444157
428.60,239.839,176.468,345.999,0.0134375,0.0106417,73.346,-20.1637,166.382,0.00350411,0.000708337,46.3947,7.79671,107.841,0.00303788,0.000242108,55.8496,1.61761,113.123,0.00279578,0,122.092,69.7211,183.437,0.0109776,0.00818187,19.6196,-20.9026,75.3727,0.00238223,-0.000413549,120.166,54.4073,169.863,0.00870959,0.00591382
430.15,219.503,155.894,307.728,0.012298,0.00746053,122.852,65.3972,188.979,0.00586929,0.00103178,108.54,76.3153,152.545,0.00710712,0.00226961,96.6362,72.9728,142.629,0.00483751,0,69.0797,14.7815,120.834,0.00621118,0.00137367,64.508,27.2496,100.107,0.00783263,0.00299511,142.503,105.247,195.563,0.0103286,0.00549107
431.70,225.344,140.613,309.749,0.0126253,0.0072791,96.3851,27.1292,178.235,0.00460481,-0.000741416,96.5769,59.6073,125.355,0.00632377,0.000977545,106.798,72.3843,137.268,0.00534622,0,59.5308,6.35791,114.704,0.00535261,6.38222e-06,54.55,14.978,93.9814,0.00662352,0.0012773,129.323,76.1541,177.047,0.00937331,0.00402708
433.25,269.818,182.373,380.799,0.015117,0.0114192,55.5608,-24.7792,142.983,0.00265442,-0.00104346,41.7015,1.26406,87.6409,0.00273058,-0.000967302,73.8705,32.0215,119.969,0.00369788,0,98.9766,33.1279,159.348,0.00889931,0.00520143,19.9345,-22.627,71.5353,0.00242046,-0.00127742,105.408,33.9371,149.608,0.00763998,0.0039421
434.80,292.709,206.354,420.46,0.0163996,0.0137693,76.1218,18.6933,152.189,0.00363673,0.00100645,95.3351,67.4828,133.587,0.00624246,0.00361219,52.5435,17.7798,109.075,0.00263027,0,148.169,93.903,210.645,0.0133224,0.0106921,79.3916,35.4369,131.976,0.00963982,0.00700954,95.1309,54.227,153.967,0.00689508,0.0042648
436.35,399.912,295.548,539.98,0.0224058,0.0173073,75.2082,11.6491,162.346,0.00359308,-0.00150538,100.978,64.1242,141.489,0.00661195,0.00151349,101.849,65.289,152.006,0.00509846,0,138.702,84.7069,206.271,0.0124712,0.0073727,56.5178,18.8983,96.3275,0.00686245,0.00176399,68.6326,17.2961,114.924,0.00497448,-0.000123983
437.90,477.898,373.778,644.131,0.0267751,0.0186594,141.802,75.9025,208.293,0.00677459,-0.00134113,90.9761,48.1694,138.959,0.00595704,-0.00215868,162.123,109.697,200.501,0.00811572,0,120.078,57.2265,190.381,0.0107966,0.00268091,34.5088,-5.26703,83.4504,0.0041901,-0.00392563,37.0304,-6.12549,88.8931,0.00268395,-0.00543177
439.45,441.283,332.198,572.82,0.0247237,0.0164158,362.104,253.106,431.482,0.0172996,0.00899162,93.7531,55.4638,144.718,0.00613887,-0.00216906,165.963,140.936,209.993,0.00830793,0,153.386,88.0096,226.162,0.0137914,0.00548347,118.128,70.1403,165.866,0.0143432,0.00603525,111.268,50.2863,185.235,0.00806471,-0.000243222
441.00,370.584,295.543,502.907,0.0207627,0.0141747,338.492,286.21,396,0.0161715,0.00958351,57.9734,16.2831,89.1374,0.00379605,-0.00279194,131.605,99.8303,175.82,0.00658799,0,123.049,66.0393,187.855,0.0110638,0.00447578,161.192,113.67,200.633,0.0195721,0.0129841,160.988,114.929,227.557,0.0116684,0.0050804
442.55,329.523,254.69,434.748,0.0184621,0.0129619,251.076,185.231,321.564,0.0119952,0.00649491,53.7571,9.62305,102.196,0.00351997,-0.00198031,109.876,78.3737,142.416,0.00550028,0,128.365,78.9914,189.878,0.0115417,0.00604141,159.347,113.5,206.001,0.019348,0.0138478,178.949,135.85,267.648,0.0129702,0.0074699
444.10,298.451,217.46,415.007,0.0167213,0.0108094,152.29,97.0045,218.04,0.00727565,0.00136375,120.323,73.5369,172.113,0.00787864,0.00196675,118.099,47.3942,157.838,0.0059119,0,200.314,143.197,270.271,0.0180109,0.012099,111.745,60.3406,170.88,0.0135682,0.00765629,189.863,125.218,266.031,0.0137613,0.00784936
445.65,268.459,205.748,411.751,0.0150409,0.0108327,115.213,51.2376,172.291,0.00550432,0.00129612,158.016,113.236,193.753,0.0103467,0.00613852,84.065,57.8382,134.979,0.00420821,0,135.117,83.2129,197.138,0.0121488,0.00794063,37.4235,-2.62802,83.7702,0.00454401,0.000335798,178.595,127.731,238.18,0.0129445,0.00873633
447.20,265.497,187.751,392.286,0.014875,0.00980036,63.048,-15.711,139.031,0.00301212,-0.00206251,138.951,94.7905,173.785,0.00909839,0.00402376,101.373,58.9353,141.763,0.00507463,0,105.427,54.0984,164.27,0.00947927,0.00440464,9.17771,-30.5166,53.0828,0.00111437,-0.00396027,201.529,136.142,247.656,0.0146068,0.00953217
448.75,269.295,178.89,375.697,0.0150878,0.00909873,7.21167,-62.8819,92.5058,0.000344538,-0.00564451,88.857,48.9945,147.35,0.00581828,-0.000170765,119.64,85.4789,153.965,0.00598904,0,101.12,43.8048,169.723,0.00909201,0.00310296,25.2256,-24.5576,73.1702,0.00306292,-0.00292613,186.25,127.035,254.613,0.0134994,0.00751032
450.30,277.466,210.867,358.174,0.0155456,0.0104139,17.9249,-50.1235,95.3865,0.000856363,-0.00427525,115.493,89.079,169.134,0.00756237,0.00243076,102.511,74.2596,144.933,0.00513161,0,123.405,70.6407,184.364,0.0110958,0.00596414,74.6603,34.1866,123.698,0.00906533,0.00393372,96.4785,50.0126,162.176,0.00699275,0.00186113
451.85,219.225,140.827,287.194,0.0122825,0.0082621,86.706,11.5265,168.468,0.00414239,0.000122016,128.556,90.5273,162.803,0.00841775,0.00439738,80.3127,51.4252,114.851,0.00402037,0,64.9046,22.067,113.732,0.00583578,0.0018154,48.1099,13.5591,90.4784,0.00584156,0.00182119,101.551,63.9901,168.738,0.00736039,0.00334001
453.40,167.054,96.9715,238.851,0.0093595,0.00659382,158.562,78.8671,235.079,0.00757531,0.00480963,142.156,87.5438,174.716,0.00930825,0.00654258,55.2483,24.8834,93.7835,0.00276568,0,12.7125,-28.8239,68.4747,0.00114302,-0.00162265,22.5983,-16.371,66.4878,0.00274391,-2.17676e-05,146.09,95.7741,213.441,0.0105886,0.00782292
454.95,193.47,118.478,276.411,0.0108395,0.00975791,180.01,70.9426,246.751,0.00859999,0.00751839,213.362,162.838,259.713,0.0139707,0.0128892,21.6064,-15.9869,68.0977,0.0010816,0,42.4234,-8.77944,93.8557,0.00381442,0.00273283,49.3219,5.21167,93.6776,0.00598872,0.00490712,160.99,99.991,231.654,0.0116685,0.0105869
456.50,176.995,124.87,245.441,0.00991651,0.00827366,212.653,132.958,289.872,0.0101595,0.00851669,158.896,120.348,194.084,0.0104044,0.00876155,32.8182,1.64126,57.295,0.00164285,0,29.3374,-9.01948,70.8794,0.00263782,0.000994976,-3.64398,-34.9345,38.6867,-0.000442456,-0.0020853,160.368,116.439,221.453,0.0116235,0.00998062
458.05,194.694,148.333,279.922,0.0109081,0.00652145,200.377,137.472,264.701,0.00957305,0.00518638,128.27,98.404,168.459,0.00839901,0.00401234,87.63,49.474,130.584,0.00438667,0,25.0394,-17.7115,66.2251,0.00225137,-0.0021353,8.16333,-33.5139,43.7196,0.0009912,-0.00339547,144.503,101.704,197.019,0.0104735,0.00608688
459.60,256.77,196.447,341.3,0.014386,0.00512032,184.995,102.828,262.052,0.00883817,-0.000427526,138.695,94.3167,206.467,0.00908166,-0.00018404,185.096,126.265,242.734,0.0092657,0,25.4062,-22.797,86.0982,0.00228436,-0.00698134,92.3361,36.0084,143.489,0.0112115,0.00194585,134.36,71.7407,192.139,0.00973841,0.000472718
461.15,204.339,138.921,270.184,0.0114485,0.00184166,300.96,223.961,353.628,0.0143784,0.00477158,110.613,66.9062,149.97,0.00724282,-0.00236401,191.91,160.239,246.732,0.00960683,0,92.8349,46.3863,136.385,0.00834709,-0.00125974,117.474,73.0557,157.728,0.0142638,0.00465699,164.457,108.656,230.093,0.0119198,0.00231301
462.70,190.167,120.235,239.244,0.0106545,-0.000404507,300.769,215.932,380.065,0.0143693,0.00331031,89.0177,50.0163,131.75,0.0058288,-0.00523017,220.919,186.481,257.283,0.011059,0,146.45,106.656,185.04,0.0131678,0.00210885,92.7043,54.6468,133.372,0.0112563,0.000197282,193.727,136.941,270.861,0.0140413,0.00298233
464.25,188.449,138.65,283.747,0.0105582,-0.000794514,219.695,126.379,276.775,0.0104959,-0.000856756,86.5959,51.1687,140.122,0.00567022,-0.00568248,226.786,174.114,280.599,0.0113527,0,180.447,133.456,224.252,0.0162246,0.00487187,54.4174,10.0425,94.7512,0.00660741,-0.00474529,219.327,152.155,267.158,0.0158968,0.00454412
465.80,201.952,156.583,299.016,0.0113147,0.00110405,179.583,122.6,249.276,0.00857961,-0.00163107,92.3226,56.349,130.139,0.0060452,-0.00416548,203.973,155.087,241.893,0.0102107,0,142.386,96.2497,192.992,0.0128024,0.00259172,44.0224,7.135,91.9483,0.00534525,-0.00486543,151.167,107.263,206.548,0.0109565,0.000745844
467.35,194.869,140.263,257.272,0.0109179,0.000637774,165.664,96.5032,219.603,0.00791462,-0.00236551,172.674,127.256,207.928,0.0113066,0.00102643,205.36,178.897,233.945,0.0102801,0,137.19,92.9517,178.685,0.0123352,0.00205505,95.3909,52.9714,127.775,0.0115825,0.00130233,119.897,87.8608,167.228,0.00869008,-0.00159005
468.90,194.33,129.263,249.184,0.0108877,0.00168252,152.013,84.9813,231.535,0.00726242,-0.00194276,213.939,170.931,251.981,0.0140085,0.00480333,183.887,160.14,225.138,0.00920518,0,117.726,74.1138,168.873,0.0105851,0.00137996,94.0801,53.5716,130.574,0.0114233,0.00221813,145.953,100.47,189.741,0.0105787,0.0013735
470.45,222.203,149.491,310.109,0.0124493,0.00652608,186.972,111.807,287.418,0.00893262,0.00300937,154.758,108.71,195.766,0.0101334,0.00421018,118.325,80.4431,169.704,0.00592324,0,75.6107,26.9731,121.374,0.0067984,0.000875157,0.193425,-41.1421,45.2168,2.34858e-05,-0.00589976,211.284,166.779,269.793,0.0153138,0.0093906
472.00,222.862,173.458,314.563,0.0124863,0.00492519,247.21,148.907,318.799,0.0118105,0.00424942,162.981,124.916,197.787,0.0106718,0.00311078,151.043,108.924,189.31,0.00756106,0,109.01,66.0706,146.759,0.00980141,0.00224035,76.4475,30.471,116.457,0.00928234,0.00172128,188.407,130.964,236.213,0.0136557,0.00609468
473.55,221.555,175.526,302.166,0.0124131,0.00507779,274.339,219.071,367.209,0.0131066,0.00577129,142.22,108.813,173.387,0.00931246,0.0019772,146.532,106.353,192.972,0.00733526,0,158.754,123.072,201.017,0.0142741,0.00693886,151.042,109.105,187.162,0.0183396,0.0110044,199.046,143.638,262.29,0.0144268,0.00709155
475.10,217.983,146.805,302.53,0.0122129,0.00615692,318.33,260.584,407.903,0.0152082,0.00915225,106.595,64.345,151.22,0.00697975,0.000923761,120.977,77.3183,177.096,0.00605599,0,210.577,168.432,261.391,0.0189337,0.0128777,185.161,141.519,229.373,0.0224824,0.0164264,234.344,178.038,291.978,0.0169852,0.0109292
476.65,250.357,195.18,318.091,0.0140267,0.00587939,288.675,213.471,370.184,0.0137915,0.00564415,171.109,135.421,208.961,0.0112041,0.00305672,162.755,123.172,211.029,0.00814734,0,148.922,109.367,195.657,0.01339,0.00524269,22.1001,-12.6176,76.8026,0.00268342,-0.00546392,222.377,179.464,288.743,0.0161179,0.00797054
478.20,216.102,149.576,263.871,0.0121075,0.00321264,347.262,258.836,427.401,0.0165905,0.00769559,211.351,179.472,256.642,0.0138391,0.00494418,177.688,137.876,227.927,0.00889488,0,98.5556,62.3581,143.578,0.00886145,-3.34316e-05,56.3428,12.8155,101.764,0.0068412,-0.00205368,232.162,197.746,302.857,0.0168271,0.00793217
479.75,165.723,107.382,223.628,0.00928494,0.000879057,375.041,315.08,475.584,0.0179176,0.00951171,216.406,182.175,264.463,0.0141701,0.0057642,167.92,131.762,225.623,0.00840589,0,87.3591,47.1201,140.566,0.00785474,-0.00055115,155.309,112.199,194.093,0.0188578,0.0104519,236.312,195.004,314.155,0.0171278,0.00872195
481.30,184.693,101.157,250.501,0.0103478,0.00124268,285.591,236.496,361.196,0.0136441,0.00453903,168.742,120.409,215.177,0.0110491,0.00194397,181.887,127.734,248.376,0.00910509,0,170.221,118.182,216.697,0.0153051,0.0062,196.471,152.863,241.557,0.0238558,0.0147507,194.266,141.628,259.878,0.0140804,0.00497531
482.85,94.384,36.2527,165.139,0.00528804,-0.00161816,296.731,237.46,370.663,0.0141764,0.00727015,180.479,133.591,221.179,0.0118176,0.0049114,137.961,98.3448,179.207,0.0069062,0,169.808,128.893,205.338,0.015268,0.00836176,191.588,158.368,234.958,0.0232628,0.0163566,101.103,57.8528,158.147,0.0073279,0.000421694
484.40,67.4292,19.6812,127.348,0.00377785,-0.00284094,273.774,214.96,341.284,0.0130796,0.0064608,185.093,151.97,233.215,0.0121197,0.00550091,132.22,94.027,168.312,0.00661879,0,141.618,95.5667,178.198,0.0127333,0.00611451,186.663,146.92,223.214,0.0226648,0.016046,104.134,50.0644,143.758,0.00754761,0.000928823
485.95,115.035,46.6651,186.472,0.00644503,-0.00324627,191.967,112.878,279.218,0.00917124,-0.000520052,167.639,106.187,207.257,0.0109769,0.00128558,193.597,144.343,224.079,0.0096913,0,93.2134,40.1366,148.754,0.00838112,-0.00131017,180.67,139.228,227.419,0.0219371,0.0122458,215.902,146.511,281.919,0.0156486,0.00595728
487.50,117.692,66.212,199.121,0.00659393,-0.00327282,189.991,123.728,263.864,0.00907686,-0.000789888,166.568,127.84,197.528,0.0109067,0.00103999,197.102,171.949,262.779,0.00986674,0,82.7739,37.3886,124.843,0.00744247,-0.00242428,26.9376,-11.806,65.8274,0.00327079,-0.00659596,171.348,103.086,226.373,0.0124193,0.00255257
489.05,114.045,39.8181,179.863,0.00638959,-0.00313472,106.573,49.17,172.7,0.00509155,-0.00443276,143.515,112.518,174.221,0.00939726,-0.00012706,190.262,148.783,220.739,0.00952432,0,61.6081,22.4266,103.328,0.00553938,-0.00398493,14.7228,-17.107,46.4208,0.00178766,-0.00773666,121.109,57.2785,194.75,0.00877797,-0.000746349
490.60,94.7241,7.247,162.506,0.0053071,-0.00310767,9.81564,-56.1513,92.1171,0.000468943,-0.00794582,111.34,83.3698,159.082,0.00729046,-0.0011243,168.097,116.521,211,0.00841477,0,53.9596,7.99975,100.056,0.00485168,-0.00356309,71.3815,29.5049,109.127,0.00866721,0.000252447,88.6132,13.4251,156.885,0.00642267,-0.00199209
492.15,106.642,41.0033,193.327,0.00597481,-0.00653573,100.911,19.5127,170.502,0.00482105,-0.00768949,138.823,78.1433,181.477,0.00909002,-0.00342052,249.916,201.875,298.691,0.0125105,0,94.4636,52.8649,134.903,0.00849353,-0.00401701,33.0963,-9.76307,83.9498,0.00401858,-0.00849196,153.55,96.2031,197.597,0.0111293,-0.00138124
493.70,134.293,69.3873,222.643,0.007524,-0.00331543,87.9677,13.1334,145.582,0.00420266,-0.00663676,97.9422,64.3638,135.07,0.00641317,-0.00442626,216.533,174.226,257.616,0.0108394,0,132.922,87.1963,170.112,0.0119514,0.00111202,15.729,-23.6872,58.7345,0.00190983,-0.0089296,107.551,58.5678,164.283,0.00779529,-0.00304413
495.25,149.629,90.8975,248.723,0.00838327,-0.000870379,67.7296,-9.57348,141.139,0.00323579,-0.00601786,62.3025,28.9716,124.643,0.00407951,-0.00517413,184.855,134.128,216.617,0.00925365,0,151.892,105.167,201.067,0.0136571,0.00440342,50.7965,7.90406,104.299,0.00616776,-0.00308589,88.5704,39.0263,150.695,0.00641957,-0.00283408
496.80,140.108,58.9282,224.635,0.0078498,-0.00242695,125.098,42.7971,178.913,0.00597655,-0.00430019,76.811,36.8319,119.868,0.00502952,-0.00524723,205.293,163.728,257.894,0.0102767,0,141.836,93.0795,195.764,0.0127529,0.00247616,178.692,129.252,228.653,0.021697,0.0114202,158.648,116.205,236.067,0.0114988,0.00122204
498.35,162.412,97.3682,219.196,0.00909946,0.000445381,101.812,34.4991,157.274,0.00486408,-0.00379,110.78,73.4412,143.77,0.00725377,-0.0014003,172.878,136.734,207.637,0.00865408,0,101.4,57.0184,150.472,0.00911717,0.000463097,86.6062,43.4968,127.78,0.0105158,0.00186174,130.572,62.2545,192.249,0.00946385,0.000809772
499.90,153.235,68.5385,212.63,0.00858529,0.00268964,62.3298,-8.25501,119.241,0.00297781,-0.00291784,84.6123,54.5913,127.118,0.00554034,-0.000355307,117.774,90.8771,153.712,0.00589565,0,105.197,56.3528,148.788,0.00945858,0.00356293,24.3306,-10.4507,65.7213,0.00295425,-0.0029414,82.4479,27.0402,140.381,0.00597581,8.01628e-05
501.45,114.687,16.8114,199.361,0.00642553,0.00270258,28.2574,-69.4225,113.928,0.00135,-0.00237295,46.5338,10.1526,94.6886,0.00304699,-0.000675958,74.3712,40.6234,118.827,0.00372295,0,131.375,80.7464,182.08,0.0118124,0.0080894,24.5094,-22.0349,68.4787,0.00297596,-0.000746989,18.1999,-30.4837,74.0739,0.00131913,-0.00240382
503.00,104.583,5.6974,177.192,0.00585948,-0.00234407,-23.4143,-87.1039,53.2535,-0.00111862,-0.00932217,133.833,96.0662,184.963,0.00876324,0.00055969,163.878,135.01,203.302,0.00820355,0,123.859,73.5056,171.105,0.0111365,0.002933,80.4118,39.2002,131.267,0.00976368,0.00156013,42.1815,-3.60007,87.2234,0.00305731,-0.00514624
504.55,85.5437,25.1372,159.824,0.00479275,-0.00294875,-39.1741,-99.5217,67.6864,-0.00187155,-0.00961304,137.387,103.112,169.525,0.00899598,0.00125449,154.647,121.327,188.15,0.00774149,0,139.006,96.1377,178.002,0.0124984,0.00475695,60.1507,24.6475,97.3148,0.00730356,-0.000437938,119.292,69.4377,154.535,0.00864628,0.000904787
