0.265544,0.268211,0.316855,0.406294,0.516454,0.280692,0.331388,0.216794,0.490035,0.238403
0.22356,0.250463,0.340063,0.258167,0.235894,0.244062,0.423712,0.311833,0.42532,0.601478
0.333267,0.269895,0.274875,0.323683,0.441095,0.345629,0.306496,0.236846,0.445324,0.291686
0.797648,0.697176,0.317445,0.370749,0.24349,0.398695,0.241186,0.211143,0.3329,0.221648
0.546107,0.77924,0.465426,0.514208,0.301716,0.647021,0.297617,0.236937,0.258587,0.25173
0.583924,0.510043,0.574781,0.349505,0.228223,0.274549,0.251901,0.208137,0.216592,0.345953
0.496234,0.523911,0.624425,0.268946,0.215169,0.256385,0.277516,0.250446,0.227152,0.194998
0.338815,0.426066,0.404913,0.297424,0.212858,0.255535,0.325619,0.248118,0.245771,0.210968
0.317634,0.191387,0.229651,0.230176,0.336428,0.300395,0.703161,0.225282,0.284591,0.347578
0.279881,0.320726,0.300282,0.320793,0.322177,0.360339,0.316588,0.199606,0.277164,0.245441
