0.485742,0.368859,0.324026,0.290186,1.25311,0.395247,0.635146,0.437391,0.582819,0.599268,0.393484,0.89514,1.09155,0.329974,0.350956,0.392857,0.336654,0.427512,0.29984,0.384756
0.29499,0.363879,0.437922,0.951587,0.809414,0.714324,0.583802,0.627762,0.478715,0.612588,0.572279,0.566798,0.736014,0.84309,0.454244,0.339598,0.314541,0.274936,0.394727,0.477124
0.427017,0.587324,0.548603,0.685164,0.652474,0.703203,0.610836,0.647542,0.466662,0.506081,0.542988,0.733696,0.522418,0.560059,0.459148,0.298685,0.391608,0.241918,0.374702,0.389806
0.507888,0.598744,0.416163,0.621172,0.586172,0.776789,0.659457,0.91236,0.685287,0.562986,0.518129,0.57748,0.495734,0.583079,0.554401,0.475493,0.28294,0.300665,0.31243,0.310865
0.389395,0.399648,0.424617,0.554742,0.3874,0.508109,0.449307,0.640707,1.32912,0.500724,0.538033,0.826277,0.703539,0.562785,0.6751,0.412505,0.542689,0.638565,0.470344,0.861708
0.893589,0.471842,0.647502,0.802079,0.649301,0.698304,0.717377,0.4942,0.553573,0.830841,0.574121,0.546105,0.676986,0.63677,0.97134,0.718476,0.639058,0.639288,0.770016,0.571375
0.561628,0.790705,0.675619,0.712636,0.939235,0.718757,0.952444,0.673542,0.678987,0.62696,0.713257,0.966277,0.740589,0.832131,1.35764,0.94799,0.594495,0.477362,0.710286,0.571094
0.583088,0.839469,0.561542,0.67832,1.1216,0.572205,0.662939,0.589398,0.749213,0.78182,0.44603,0.508673,0.519795,0.651407,1.37309,0.870781,0.511392,0.528435,0.47654,0.931878
0.86383,0.762259,0.879145,0.596277,0.529376,0.595319,0.796726,0.733296,0.720185,0.666598,0.649763,0.713562,0.617849,0.7449,1.26644,0.667713,0.946398,0.797761,0.666789,0.653699
0.545341,0.598647,0.723612,0.548116,0.403094,0.898493,0.683284,0.623377,0.740624,0.42139,0.758566,0.556396,0.52676,0.638797,0.649305,0.851979,0.543923,0.727459,0.674033,0.621632
1.01162,0.946771,0.62191,0.961646,0.666698,0.769309,0.705962,0.70466,0.55095,0.680276,0.514423,0.777529,0.567324,0.898583,0.635054,0.535764,0.898491,0.52241,0.571491,0.574127
0.70804,0.709425,0.795666,0.424344,0.691475,0.7359,0.739999,0.690685,0.688506,0.881438,0.578612,0.574928,0.657375,0.482971,1.51014,0.59923,0.85522,0.542877,0.630119,0.58435
0.657956,0.900112,0.543201,0.657232,0.561151,0.518783,0.931106,0.659498,0.780477,0.556122,0.74059,0.667909,0.526711,0.981069,1.19458,0.772568,0.727618,0.668049,0.714237,0.838851
0.789713,0.646196,0.679484,0.861692,1.07102,0.792827,1.17332,0.817852,0.950488,0.999058,0.784569,0.687475,0.80909,0.902041,0.771776,0.679934,1.27972,0.849301,0.984178,0.678864
0.529048,0.58396,0.632775,0.739934,0.85408,0.894033,1.00282,0.513447,0.87831,0.851069,1.21329,0.553844,0.880759,0.455403,0.765102,0.802044,0.713161,0.496006,0.733341,0.696394
0.296843,0.426804,0.857461,0.720561,0.841044,0.955592,0.590882,1.07515,0.504516,0.912641,0.672994,0.731006,1.02614,0.913668,0.490633,0.612177,0.881453,0.510121,0.385077,0.339504
0.382133,0.38185,0.278294,0.879909,0.841299,2.04281,0.979283,1.21845,0.701547,0.817922,0.681644,1.1613,0.806805,0.512935,0.533726,0.543548,0.427901,0.449762,0.435764,0.511389
0.287967,0.312883,0.384474,0.44977,0.310847,1.35681,0.694201,0.617253,0.641287,0.568434,0.630723,0.597685,0.693526,0.782124,0.781059,0.4526,0.314247,0.340471,0.419338,0.372801
0.445705,0.36333,0.360268,0.334787,0.392728,1.21268,0.864752,1.23769,0.623141,0.495012,0.866579,0.614946,0.477632,0.628972,0.676551,0.375946,0.419525,0.252109,0.333927,0.356614
0.382213,0.372953,0.353992,0.402784,0.309378,0.338397,0.445337,0.748108,0.542672,0.404456,0.795438,0.310493,0.326534,0.35454,0.417487,0.341502,0.390256,0.313465,0.282648,0.336868
