DQ_pct_X,TBZ_pct_Y,THI_pct_Z,accuracy_pls_Z2
42,46,12,0.5735
42,48,10,0.5688
42,50,8,0.5652
42,52,6,0.5633
42,54,4,0.5632
42,56,2,0.5647
42,58,0,0.5679
44,0,56,0.6651
44,2,54,0.6387
44,4,52,0.6125
44,6,50,0.5893
44,8,48,0.5724
44,10,46,0.5621
44,12,44,0.557
44,14,42,0.5557
44,16,40,0.5573
44,18,38,0.5613
44,20,36,0.567
44,22,34,0.5738
44,24,32,0.5811
44,26,30,0.5882
44,28,28,0.5946
44,30,26,0.5997
44,32,24,0.6034
44,34,22,0.6054
44,36,20,0.6059
44,38,18,0.6048
44,40,16,0.6024
44,42,14,0.5989
44,44,12,0.5945
44,46,10,0.5898
44,48,8,0.5857
44,50,6,0.5832
44,52,4,0.5828
44,54,2,0.584
44,56,0,0.5865
46,0,54,0.6464
46,2,52,0.6198
46,4,50,0.5936
46,6,48,0.5726
46,8,46,0.5606
46,10,44,0.5547
46,12,42,0.5529
46,14,40,0.5543
46,16,38,0.5582
46,18,36,0.564
46,20,34,0.5713
46,22,32,0.5795
46,24,30,0.588
46,26,28,0.5962
46,28,26,0.6037
46,30,24,0.6101
46,32,22,0.6151
46,34,20,0.6184
46,36,18,0.6202
46,38,16,0.6202
46,40,14,0.6187
46,42,12,0.6157
46,44,10,0.6118
46,46,8,0.6076
46,48,6,0.6042
46,50,4,0.6034
46,52,2,0.6045
46,54,0,0.6064
48,0,52,0.6298
48,2,50,0.6033
48,4,48,0.5778
48,6,46,0.5618
48,8,44,0.554
48,10,42,0.551
48,12,40,0.5514
48,14,38,0.5547
48,16,36,0.5603
48,18,34,0.5676
48,20,32,0.5762
48,22,30,0.5857
48,24,28,0.5954
48,26,26,0.605
48,28,24,0.6139
48,30,22,0.6218
48,32,20,0.6283
48,34,18,0.6331
48,36,16,0.6361
48,38,14,0.6373
48,40,12,0.6366
48,42,10,0.6343
48,44,8,0.631
48,46,6,0.6274
48,48,4,0.6254
48,50,2,0.6262
48,52,0,0.6277
50,0,50,0.6154
50,2,48,0.5899
50,4,46,0.5693
50,6,44,0.557
50,8,42,0.5512
50,10,40,0.5497
50,12,38,0.5516
50,14,36,0.5562
50,16,34,0.563
50,18,32,0.5716
50,20,30,0.5815
50,22,28,0.5923
50,24,26,0.6035
50,26,24,0.6146
50,28,22,0.6253
50,30,20,0.6349
50,32,18,0.643
50,34,16,0.6494
50,36,14,0.6538
50,38,12,0.656
50,40,10,0.6562
50,42,8,0.6547
50,44,6,0.6523
50,46,4,0.6501
50,48,2,0.6495
50,50,0,0.6502
52,0,48,0.601
52,2,46,0.5797
52,4,44,0.5638
52,6,42,0.5542
52,8,40,0.5498
52,10,38,0.5495
52,12,36,0.5525
52,14,34,0.5581
52,16,32,0.566
