case,condition,method,DQ_pct,TBZ_pct,THI_pct,composition_error_pct,THI_bias_pct_point,held_out_fold,surface_loss_weight
max_rescue,DQ12-TBZ6-THI3,True,57.14285714285714,28.57142857142857,14.285714285714285,0.0,0.0,2,0
max_rescue,DQ12-TBZ6-THI3,NNLS,36.046350338556834,57.504616675789954,6.449032985554899,28.93318810441054,-7.836681300159386,2,0
max_rescue,DQ12-TBZ6-THI3,MLP,51.995678,35.35886,12.645459,6.787434007440293,-1.6402551106044216,2,0
max_rescue,DQ12-TBZ6-THI3,MLP + Physics,57.56158,32.45185,9.986573,4.299143808228631,-4.299140827996389,2,0.03
THI_overestimate,DQ24-TBZ3-THI12,True,61.53846153846154,7.6923076923076925,30.76923076923077,0.0,0.0,2,0
THI_overestimate,DQ24-TBZ3-THI12,NNLS,19.071179705167538,9.843881051630314,71.08493924311347,42.46728183324966,40.315708473882694,2,0
THI_overestimate,DQ24-TBZ3-THI12,MLP,37.58368,19.622814,42.79351,23.95478406777749,12.024278594897343,2,0
THI_overestimate,DQ24-TBZ3-THI12,MLP + Physics,43.455753,19.3796,37.164654,18.08271178832421,6.395421578333926,2,0.03
