file,DQ_uM,TBZ_uM,THI_uM,true_DQ_pct,true_TBZ_pct,true_THI_pct,nnls_DQ_pct,nnls_TBZ_pct,nnls_THI_pct,THI_overestimate_pct_point,composition_error_pct
DQ12-TB12-TH24.csv,12,12,24,25.0,25.0,50.0,16.081761151936682,22.679179151245577,61.23905969673372,11.239059696733722,11.239059696775731
DQ12-TB6-TH24.csv,12,6,24,28.57142857142857,14.285714285714285,57.14285714285714,22.08089258619288,11.729895983249842,66.18921143046998,9.046354287612846,9.046354287656488
DQ12-TB12-TH12.csv,12,12,12,33.33333333333333,33.33333333333333,33.33333333333333,17.799466372412514,39.99944605075103,42.2010875767546,8.867754243421272,15.533866960879894
DQ24-TB12-TH6.csv,24,12,6,57.14285714285714,28.57142857142857,14.285714285714285,52.0887425258854,25.812583881192104,22.098673592835162,7.812959307120878,7.812959307164542
DQ3-TB12-TH24.csv,3,12,24,7.6923076923076925,30.76923076923077,61.53846153846154,19.277695898202403,11.880679822947144,68.84162427876267,7.303162740301127,18.888550946239732
DQ6-TB12-TH12.csv,6,12,12,20.0,40.0,40.0,20.354840402367287,32.61988114377589,47.02527845377381,7.0252784537738036,7.380118856182601
DQ24-TB24-TH3.csv,24,24,3,47.05882352941176,47.05882352941176,5.88235294117647,28.569739541677407,58.870197132072185,12.560063326162322,6.677710384985851,18.489083987690318
DQ24-TB6-TH12.csv,24,6,12,57.14285714285714,14.285714285714285,28.57142857142857,53.2389491370761,11.69303820133921,35.068012661497534,6.496584090068963,6.496584090112539
DQ3-TB3-TH24.csv,3,3,24,10.0,10.0,80.0,5.811286083054305,7.981994326311318,86.20671959054017,6.206719590540166,6.206719590587273
DQ3-TB24-TH6.csv,3,24,6,9.090909090909092,72.72727272727273,18.181818181818183,15.314942159663675,60.50601874663738,24.179039093612182,5.997220911793999,12.221253980591966
DQ3-TB24-TH24.csv,3,24,24,5.88235294117647,47.05882352941176,47.05882352941176,8.77103126261442,38.62058746580146,52.608381271502736,5.549557742090972,8.438236063569612
DQ24-TB3-TH3.csv,24,3,3,80.0,10.0,10.0,61.33192622460495,23.131519757193402,15.536554018110735,5.536554018110734,18.668073775349594
DQ3-TB12-TH12.csv,3,12,12,11.11111111111111,44.44444444444444,44.44444444444444,25.143597474436717,25.3561706114844,49.50023191399383,5.055787469549388,19.08827383291752
DQ12-TB3-TH12.csv,12,3,12,44.44444444444444,11.11111111111111,44.44444444444444,28.198779566989256,23.51445307956971,48.28676735335551,3.8423229089110666,16.245664877412423
DQ24-TB12-TH3.csv,24,12,3,61.53846153846154,30.76923076923077,7.6923076923076925,55.11021100462147,34.19903928522583,10.690749710062358,2.9984420177546642,6.428250533794899
DQ12-TB24-TH3.csv,12,24,3,30.76923076923077,61.53846153846154,7.6923076923076925,18.300300527192846,71.06152274515442,10.638176727560081,2.945869035252388,12.468930241991599
DQ3-TB12-TH3.csv,3,12,3,16.666666666666664,66.66666666666666,16.666666666666664,33.55942793395392,47.093369109036296,19.34720295691932,2.6805362902526526,19.57329755758514
DQ6-TB24-TH6.csv,6,24,6,16.666666666666664,66.66666666666666,16.666666666666664,24.66557267542963,56.00800543191228,19.326421892571503,2.6597552259048363,10.658661234711092
DQ12-TB3-TH24.csv,12,3,24,30.76923076923077,7.6923076923076925,61.53846153846154,20.393454440599225,15.58037506691118,64.02617049240264,2.4877089539411035,10.375776328588069
DQ12-TB12-TH6.csv,12,12,6,40.0,40.0,20.0,38.619389452173394,39.00460098931567,22.376009558424414,2.376009558424413,2.376009558467679
DQ3-TB24-TH3.csv,3,24,3,10.0,80.0,10.0,30.831378151689435,57.28206849081151,11.886553357407275,1.8865533574072737,22.717931509142602
DQ24-TB6-TH3.csv,24,6,3,72.72727272727273,18.181818181818183,9.090909090909092,61.40295188424292,27.81654231392902,10.780505801736561,1.6895967108274705,11.324320842984061
DQ6-TB6-TH12.csv,6,6,12,25.0,25.0,50.0,22.150776945697444,26.178459946904386,51.67076310731274,1.6707631073127338,2.849223054259838
DQ12-TB24-TH24.csv,12,24,24,20.0,40.0,40.0,12.866759238452701,45.52266513290179,41.610575628564725,1.61057562856472,7.133240761506906
DQ3-TB6-TH3.csv,3,6,3,25.0,50.0,25.0,27.634749554944843,46.427491991290594,25.93775845367457,0.9377584536745698,3.57250800866441
DQ6-TB24-TH12.csv,6,24,12,14.285714285714285,57.14285714285714,28.57142857142857,10.508286431440613,60.08180244435223,29.409911124124182,0.838482552695613,3.777427854232187
DQ12-TB6-TH6.csv,12,6,6,50.0,25.0,25.0,31.443425271535258,42.83612846225928,25.72044626611752,0.7204462661175193,18.55657472842077
DQ12-TB6-TH12.csv,12,6,12,40.0,20.0,40.0,25.267791053046995,34.948936591227955,39.78327235563987,-0.2167276443601318,14.948936591270545
DQ6-TB12-TH3.csv,6,12,3,28.57142857142857,57.14285714285714,14.285714285714285,32.90664886263624,53.070753463462864,14.022597673807718,-0.26311661190656643,4.335220291254258
DQ6-TB24-TH3.csv,6,24,3,18.181818181818183,72.72727272727273,9.090909090909092,31.749215932655822,59.484252310562155,8.766531756689675,-0.32437733421941534,13.567397750883814
DQ12-TB12-TH3.csv,12,12,3,44.44444444444444,44.44444444444444,11.11111111111111,39.7879998591242,51.349851148296985,8.862148992486864,-2.2489621186242466,6.90540670389852
DQ6-TB6-TH24.csv,6,6,24,16.666666666666664,16.666666666666664,66.66666666666666,20.969899454203993,15.083414644292242,63.94668590141708,-2.7199807652495855,4.303232787580669
DQ12-TB24-TH6.csv,12,24,6,28.57142857142857,57.14285714285714,14.285714285714285,18.108332569340803,70.77182884756898,11.119838583000668,-3.1658757027136164,13.628971704756616
DQ3-TB6-TH24.csv,3,6,24,9.090909090909092,18.181818181818183,72.72727272727273,22.140724693678195,10.65778491111372,67.20149039512002,-5.525782332152707,13.049815602813137
DQ12-TB3-TH3.csv,12,3,3,66.66666666666666,16.666666666666664,16.666666666666664,37.15347693693027,51.874700550760345,10.971822512210538,-5.694844154456128,35.208033884143106
DQ3-TB12-TH6.csv,3,12,6,14.285714285714285,57.14285714285714,28.57142857142857,35.76907175731737,41.72217294012265,22.50875530247028,-6.0626732689582905,21.483357471647935
DQ3-TB24-TH12.csv,3,24,12,7.6923076923076925,61.53846153846154,30.76923076923077,3.7291703515924293,71.94901294835394,24.32181669996774,-6.44741406926303,10.410551409935346
DQ3-TB6-TH12.csv,3,6,12,14.285714285714285,28.57142857142857,57.14285714285714,29.654364544488747,19.651138512928643,50.69449694249535,-6.448360200361791,15.36865025881809
DQ12-TB6-TH3.csv,12,6,3,57.14285714285714,28.57142857142857,14.285714285714285,36.046350338556834,57.504616675789954,6.449032985554899,-7.836681300159386,28.93318810441054
DQ3-TB6-TH6.csv,3,6,6,20.0,40.0,40.0,41.15769458553712,27.338685713580706,31.503619700793834,-8.49638029920617,21.157694585581293
DQ6-TB12-TH6.csv,6,12,6,25.0,50.0,25.0,30.92997725356134,53.23288999001531,15.837132756330922,-9.162867243669078,9.162867243622864
DQ12-TB3-TH6.csv,12,3,6,57.14285714285714,14.285714285714285,28.57142857142857,32.171219002874174,48.450161961516805,19.37861903551491,-9.192809535913662,34.16444767584957
DQ6-TB6-TH3.csv,6,6,3,40.0,40.0,20.0,38.480869096602376,50.73702021942541,10.782110683876283,-9.217889316123717,10.737020219473376
DQ6-TB24-TH24.csv,6,24,24,11.11111111111111,44.44444444444444,44.44444444444444,32.992549083803084,36.540602167885446,30.466848748226315,-13.977595696218126,21.88143797273455
DQ6-TB3-TH3.csv,6,3,3,50.0,25.0,25.0,45.160960429708076,43.868767709767425,10.970271860426344,-14.029728139573654,18.868767709816503
DQ3-TB3-TH12.csv,3,3,12,16.666666666666664,16.666666666666664,66.66666666666666,28.241109791689027,21.005011857940342,50.75387835028441,-15.912788316382255,15.912788316339146
DQ6-TB3-TH12.csv,6,3,12,28.57142857142857,14.285714285714285,57.14285714285714,35.84721274185742,23.139368593718615,41.013418664336136,-16.129438478521003,16.12943847847709
DQ3-TB3-TH6.csv,3,3,6,25.0,25.0,50.0,39.215435873339125,27.97641361884692,32.80815050772471,-17.191849492275292,17.191849492230666
DQ6-TB6-TH6.csv,6,6,6,33.33333333333333,33.33333333333333,33.33333333333333,38.73855373152406,45.222469247495454,16.038977020886094,-17.29435631244724,17.294356312400044
DQ3-TB3-TH3.csv,3,3,3,33.33333333333333,33.33333333333333,33.33333333333333,46.78598802500191,38.08500828067379,15.129003694228793,-18.20432963910454,18.204329639056787
DQ6-TB3-TH6.csv,6,3,6,40.0,20.0,40.0,45.85842031841892,34.11945099860266,20.022128682886407,-19.977871317113596,19.977871317067585
DQ6-TB3-TH24.csv,6,3,24,18.181818181818183,9.090909090909092,72.72727272727273,32.34356225399332,16.02466156093957,51.631776184981085,-21.09549654229165,21.095496542248632
