method,DQ_pct,TBZ_pct,THI_pct,composition_error_pct,evaluation
True,57.14285714285714,28.57142857142857,14.285714285714285,0,nominal final concentration ratio
NNLS,34.249689759532295,57.31119951433037,8.43911072604158,28.739770942949672,same measured map; no learning
MLP,51.45497956541655,31.05100026245543,17.494020172128025,5.687877577440595,condition-held-out cached prediction
