raman_shift_cm-1,compound,normalized_abs_IG,within_10cm-1_of_VIP
1766.25,DQ,0.040699407,0
1767.8,DQ,0.094015449,0
1769.35,DQ,0.00032139904,0
1770.9,DQ,0.088798814,0
1772.45,DQ,0.0027405361,0
1774,DQ,0.028485375,0
1775.55,DQ,0.076532096,0
1777.1,DQ,0.051579367,0
1778.65,DQ,0.041863009,0
1780.2,DQ,0.030241543,0
1781.75,DQ,0.0660901,0
1783.3,DQ,0.076568633,0
1784.85,DQ,0.012230748,0
1786.4,DQ,0.05816105,0
1787.95,DQ,0.068138011,0
1789.5,DQ,0.031483974,0
1791.05,DQ,0.0051034312,0
1792.6,DQ,0.019720066,0
1794.15,DQ,0.080458999,0
1795.7,DQ,0.08930549,0
1797.25,DQ,0.00194838,0
1798.8,DQ,0.0068233004,0
1800.35,DQ,0.1060074,0
1801.9,DQ,0.016960796,0
1803.45,DQ,0.065800756,0
1805,DQ,0.024379488,0
1806.55,DQ,0.0059397118,0
1808.1,DQ,0.10695017,0
1809.65,DQ,0.030221445,0
1811.2,DQ,0.029622039,0
1812.75,DQ,0.024514653,0
1814.3,DQ,0.063227884,0
1815.85,DQ,0.02640113,0
1817.4,DQ,0.016994823,0
1818.95,DQ,0.062482063,0
1820.5,DQ,0.063856393,0
1822.05,DQ,0.047390502,0
1823.6,DQ,0.015475059,0
1825.15,DQ,0.027090294,0
1826.7,DQ,0.025513386,0
1828.25,DQ,0.06310983,0
1829.8,DQ,0.0061911461,0
1831.35,DQ,0.028183972,0
1832.9,DQ,0.03496708,0
1834.45,DQ,0.026780467,0
1836,DQ,0.059596132,0
1837.55,DQ,0.0022688312,0
1839.1,DQ,0.042216569,0
1840.65,DQ,0.0674024,0
1842.2,DQ,0.013416806,0
1843.75,DQ,0.0041601388,0
1845.3,DQ,0.0088294279,0
1846.85,DQ,0.010347405,0
1848.4,DQ,0.016264156,0
1849.95,DQ,0.02854104,0
1851.5,DQ,0.014913144,0
1853.05,DQ,0.005402057,0
1854.6,DQ,0.0095681977,0
1856.15,DQ,0.057157546,0
1857.7,DQ,0.015354342,0
1859.25,DQ,0.054673191,0
1860.8,DQ,0.013539266,0
1862.35,DQ,0.016927587,0
1863.9,DQ,0.032364368,0
1865.45,DQ,0.0028745539,0
1867,DQ,0.032813266,0
1868.55,DQ,7.3660973e-05,0
1870.1,DQ,0.014189322,0
1871.65,DQ,0.0015192761,0
1873.2,DQ,0.01071677,0
1874.75,DQ,0.040836472,0
1876.3,DQ,0.010646236,0
1877.85,DQ,0.021607799,0
1879.4,DQ,0.056283295,0
1880.95,DQ,0.035689782,0
1882.5,DQ,0.053500134,0
1884.05,DQ,0.0090119997,0
1885.6,DQ,0.023294732,0
1887.15,DQ,0.027615584,0
1888.7,DQ,0.059317868,0
1890.25,DQ,0.089135692,0
1891.8,DQ,0.043335684,0
1893.35,DQ,0.02436067,0
1894.9,DQ,0.056144167,0
1896.45,DQ,0.066385277,0
1898,DQ,0.039633144,0
1899.55,DQ,0.032456093,0
1901.1,DQ,0.023136323,0
1902.65,DQ,0.052107412,0
1904.2,DQ,0.0042411694,0
1905.75,DQ,0.052570563,0
1907.3,DQ,0.055115294,0
1908.85,DQ,0.031757426,0
1910.4,DQ,0.026563132,0
1911.95,DQ,0.0039395913,0
1913.5,DQ,0.0022456211,0
1915.05,DQ,0.042715728,0
1916.6,DQ,0.015060973,0
1918.15,DQ,0.032242514,0
1919.7,DQ,0.01740055,0
1921.25,DQ,0.030722052,0
1922.8,DQ,0.015266953,0
1924.35,DQ,0.0029947807,0
1925.9,DQ,0.045756321,0
1927.45,DQ,0.0079920711,0
1929,DQ,0.043524545,0
1930.55,DQ,0.010095371,0
1932.1,DQ,0.019487133,0
1933.65,DQ,0.027478155,0
1935.2,DQ,0.014449163,0
1936.75,DQ,0.0087273577,0
1938.3,DQ,0.0081679793,0
1939.85,DQ,0.020832622,0
1941.4,DQ,0.037452381,0
1942.95,DQ,0.021060375,0
1944.5,DQ,0.041252077,0
1946.05,DQ,0.013013102,0
1947.6,DQ,0.015867488,0
1949.15,DQ,0.021771047,0
1950.7,DQ,0.018367253,0
1952.25,DQ,0.020340625,0
1953.8,DQ,0.014046315,0
1955.35,DQ,0.016800391,0
1956.9,DQ,0.0080074007,0
1958.45,DQ,0.0038824654,0
1960,DQ,0.067422681,0
1961.55,DQ,7.4727366e-05,0
1963.1,DQ,0.0015141619,0
1964.65,DQ,0.020619748,0
1966.2,DQ,0.018649641,0
1967.75,DQ,0.0045474563,0
1969.3,DQ,0.0029080848,0
1970.85,DQ,0.0097206905,0
1972.4,DQ,0.014419375,0
1973.95,DQ,0.053706989,0
1975.5,DQ,0.028804772,0
1977.05,DQ,0.0081157666,0
1978.6,DQ,0.00012742895,0
1980.15,DQ,0.0065634698,0
1981.7,DQ,0.021472957,0
1983.25,DQ,0.0093480591,0
1984.8,DQ,0.0037313476,0
1986.35,DQ,0.013106509,0
1987.9,DQ,0.00052638672,0
1989.45,DQ,0.00034477506,0
1991,DQ,0.0037229687,0
1992.55,DQ,0.0061649554,0
1994.1,DQ,0.010214705,0
1995.65,DQ,0.0034191506,0
1997.2,DQ,0.012521607,0
1998.75,DQ,0.027016168,0
2000.3,DQ,0.0064932499,0
2001.85,DQ,0.0029377574,0
2003.4,DQ,0.012795809,0
2004.95,DQ,0.016808685,0
2006.5,DQ,0.010789956,0
2008.05,DQ,0.0081760706,0
2009.6,DQ,0.023305839,0
2011.15,DQ,0.00045831819,0
2012.7,DQ,0.0014478544,0
2014.25,DQ,0.014818903,0
2015.8,DQ,0.0062950361,0
2017.35,DQ,0.0027926569,0
2018.9,DQ,0.0039861402,0
2020.45,DQ,0.014773627,0
2022,DQ,0.013845867,0
2023.55,DQ,0.0010803251,0
2025.1,DQ,0.0091004726,0
2026.65,DQ,0.00047469474,0
2028.2,DQ,0.0004535132,0
2029.75,DQ,0.0059446343,0
2031.3,DQ,0.00075339281,0
2032.85,DQ,0.00061380304,0
2034.4,DQ,0.0034613451,0
2035.95,DQ,0.0047751125,0
2037.5,DQ,0.0074504283,0
2039.05,DQ,0.0024865002,0
2040.6,DQ,0.0029345399,0
2042.15,DQ,0.00011208723,0
2043.7,DQ,0.0012178358,0
2045.25,DQ,0.0053190095,0
2046.8,DQ,0.0032679937,0
2048.35,DQ,0.0070810509,0
2049.9,DQ,0.0014544982,0
2051.45,DQ,0.0048841266,0
2053,DQ,0.0060839741,0
2054.55,DQ,0.0046854843,0
2056.1,DQ,0.0039710528,0
2057.65,DQ,0.0018002834,0
2059.2,DQ,0.0073950947,0
2060.75,DQ,0.00061790308,0
2062.3,DQ,0.0070725917,0
2063.85,DQ,0.0028543749,0
2065.4,DQ,0.0024560115,0
2066.95,DQ,0.0076812357,0
2068.5,DQ,0.0020397727,0
2070.05,DQ,0.0020621314,0
2071.6,DQ,0.0011071847,0
2073.15,DQ,0.0081488555,0
2074.7,DQ,0.0072738351,0
2076.25,DQ,0.002414952,0
2077.8,DQ,0.003656697,0
2079.35,DQ,0.014679598,0
2080.9,DQ,0.0013222352,0
2082.45,DQ,0.0044531212,0
2084,DQ,0.0037074366,0
2085.55,DQ,0.00675997,0
2087.1,DQ,0.0096359234,0
2088.65,DQ,0.0048327157,0
2090.2,DQ,0.030942775,0
2091.75,DQ,0.010424508,0
2093.3,DQ,0.022708869,0
2094.85,DQ,0.01042532,0
2096.4,DQ,0.0013502226,0
2097.95,DQ,0.012924209,0
2099.5,DQ,0.0047548953,0
2101.05,DQ,0.0058065238,0
2102.6,DQ,0.0072902413,0
2104.15,DQ,0.017877299,0
2105.7,DQ,0.12024855,0
2107.25,DQ,0.035626553,0
2108.8,DQ,0.10077012,0
2110.35,DQ,0.034423761,0
2111.9,DQ,0.17708313,0
2113.45,DQ,0.038638443,0
2115,DQ,0.0099965241,0
2116.55,DQ,0.12922999,0
2118.1,DQ,0.064294055,0
2119.65,DQ,0.044155996,0
2121.2,DQ,0.034221973,0
2122.75,DQ,0.034504522,0
2124.3,DQ,0.019753017,0
2125.85,DQ,0.16267149,0
2127.4,DQ,0.1731272,0
2128.95,DQ,0.19696119,0
2130.5,DQ,0.03525148,0
2132.05,DQ,0.32693174,0
2133.6,DQ,0.11317179,0
2135.15,DQ,0.17589311,0
2136.7,DQ,0.0085838689,0
2138.25,DQ,0.18394494,0
2139.8,DQ,0.086438373,0
2141.35,DQ,0.0020038958,0
2142.9,DQ,0.11801937,0
2144.45,DQ,0.2110898,0
2146,DQ,0.017743826,0
2147.55,DQ,0.028455811,0
2149.1,DQ,0.18878789,0
2150.65,DQ,0.047725901,0
2152.2,DQ,0.05595148,0
2153.75,DQ,0.028315593,0
2155.3,DQ,0.060112663,0
2156.85,DQ,0.074521221,0
2158.4,DQ,0.023123015,0
2159.95,DQ,0.13730563,0
2161.5,DQ,0.086005799,0
2163.05,DQ,0.045954771,0
2164.6,DQ,0.04909439,0
2166.15,DQ,0.021758983,0
2167.7,DQ,0.05275866,0
2169.25,DQ,0.02699513,0
2170.8,DQ,0.014420879,0
2172.35,DQ,0.0043238895,0
2173.9,DQ,0.036563437,0
2175.45,DQ,0.0078159608,0
2177,DQ,0.0065877247,0
2178.55,DQ,0.010883487,0
2180.1,DQ,0.013231942,0
2181.65,DQ,0.0077814427,0
2183.2,DQ,0.0072993543,0
2184.75,DQ,0.0013121208,0
2186.3,DQ,0.0054796012,0
2187.85,DQ,0.0020509353,0
2189.4,DQ,0.014093603,0
2190.95,DQ,0.0061747213,0
2192.5,DQ,0.005397555,0
2194.05,DQ,0.012000548,0
2195.6,DQ,0.0083583426,0
2197.15,DQ,0.009558104,0
2198.7,DQ,0.0033152096,0
2200.25,DQ,0.0021980857,0
2201.8,DQ,0.0022203973,0
2203.35,DQ,0.00099515973,0
2204.9,DQ,0.005090076,0
2206.45,DQ,0.0027061868,0
2208,DQ,0.0003529893,0
2209.55,DQ,0.00039724074,0
2211.1,DQ,0.0049867467,0
2212.65,DQ,0.0049127219,0
2214.2,DQ,0.0033736774,0
2215.75,DQ,0.0037136585,0
2217.3,DQ,0.003893533,0
2218.85,DQ,0.0010251479,0
2220.4,DQ,0.0015605859,0
2221.95,DQ,0.0039271219,0
2223.5,DQ,0.0035221444,0
2225.05,DQ,0.0056580682,0
2226.6,DQ,0.0048105889,0
2228.15,DQ,0.0077694273,0
2229.7,DQ,0.0081070783,0
2231.25,DQ,0.0015071168,0
2232.8,DQ,0.019456604,0
2234.35,DQ,0.0031324299,0
2235.9,DQ,0.0041716495,0
2237.45,DQ,0.002840837,0
2239,DQ,0.0094671287,0
2240.55,DQ,0.01293987,0
2242.1,DQ,0.0036034274,0
2243.65,DQ,0.0071469741,0
2245.2,DQ,0.0078148758,0
2246.75,DQ,0.00011146694,0
2248.3,DQ,0.0092168385,0
2249.85,DQ,5.8803937e-05,0
2251.4,DQ,0.00090841448,0
2252.95,DQ,0.0014781466,0
2254.5,DQ,0.0015338362,0
2256.05,DQ,0.013663664,0
2257.6,DQ,0.0060743601,0
2259.15,DQ,0.012520918,0
2260.7,DQ,0.0016794718,0
2262.25,DQ,0.012079377,0
2263.8,DQ,0.0091041885,0
2265.35,DQ,0.0048453226,0
2266.9,DQ,0.00032794688,0
2268.45,DQ,0.013239816,0
2270,DQ,0.0021053907,0
2271.55,DQ,0.012525245,0
2273.1,DQ,0.0072661946,0
2274.65,DQ,0.0025515482,0
2276.2,DQ,0.0019887332,0
2277.75,DQ,0.004548287,0
2279.3,DQ,0.013289397,0
2280.85,DQ,0.0089536672,0
2282.4,DQ,0.011167116,0
2283.95,DQ,0.005708565,0
2285.5,DQ,0.014252441,0
2287.05,DQ,0.015925573,0
2288.6,DQ,0.00086599216,0
2290.15,DQ,0.00065129052,0
2291.7,DQ,0.00065352709,0
2293.25,DQ,0.0042658728,0
2294.8,DQ,0.014023873,0
2296.35,DQ,0.0051118047,0
2297.9,DQ,0.0038653747,0
2299.45,DQ,0.009240374,0
2301,DQ,0.0046767774,0
2302.55,DQ,0.016667709,0
2304.1,DQ,0.0094986744,0
2305.65,DQ,0.012660693,0
2307.2,DQ,0.0098750992,0
2308.75,DQ,0.014035359,0
2310.3,DQ,0.00506905,0
2311.85,DQ,0.0044656037,0
2313.4,DQ,0.0099747153,0
2314.95,DQ,0.022205126,0
2316.5,DQ,0.0090336325,0
2318.05,DQ,0.011350801,0
2319.6,DQ,0.013201511,0
2321.15,DQ,0.0007507102,0
2322.7,DQ,0.0029558747,0
2324.25,DQ,0.0033294351,0
2325.8,DQ,0.0087287445,0
2327.35,DQ,0.0022004405,0
2328.9,DQ,0.017400075,0
2330.45,DQ,0.0050589824,0
2332,DQ,0.022831475,0
2333.55,DQ,0.016957048,0
2335.1,DQ,0.019142985,0
2336.65,DQ,0.0011229187,0
2338.2,DQ,0.01725555,0
2339.75,DQ,0.012162803,0
2341.3,DQ,0.021031562,0
2342.85,DQ,0.0032981811,0
2344.4,DQ,0.0029646885,0
2345.95,DQ,0.022123292,0
2347.5,DQ,0.012268118,0
2349.05,DQ,0.021355204,0
2350.6,DQ,0.0090369498,0
2352.15,DQ,0.0064386805,0
2353.7,DQ,0.0089765219,0
2355.25,DQ,0.00064161088,0
2356.8,DQ,0.005406281,0
2358.35,DQ,0.0065633259,0
2359.9,DQ,0.011921813,0
2361.45,DQ,0.030353939,0
2363,DQ,0.01550584,0
2364.55,DQ,0.0050168955,0
2366.1,DQ,0.011063321,0
2367.65,DQ,0.027580624,0
2369.2,DQ,0.0097644124,0
2370.75,DQ,0.0020534287,0
2372.3,DQ,0.027047051,0
2373.85,DQ,0.010989485,0
2375.4,DQ,0.0032723807,0
2376.95,DQ,0.01935612,0
2378.5,DQ,0.0067882217,0
2380.05,DQ,0.011860942,0
2381.6,DQ,0.0069670649,0
2383.15,DQ,0.00032724178,0
2384.7,DQ,0.021325536,0
2386.25,DQ,0.023753367,0
2387.8,DQ,0.020963028,0
2389.35,DQ,0.0020437073,0
2390.9,DQ,0.0027038786,0
2392.45,DQ,0.022215024,0
2394,DQ,0.015494484,0
2395.55,DQ,0.021906387,0
2397.1,DQ,0.014035663,0
2398.65,DQ,0.018251039,0
2400.2,DQ,0.010588239,0
2401.75,DQ,0.00067987066,0
2403.3,DQ,0.010993514,0
2404.85,DQ,0.0024970472,0
2406.4,DQ,0.016826214,0
2407.95,DQ,0.012896939,0
2409.5,DQ,0.016011504,0
2411.05,DQ,0.011190676,0
2412.6,DQ,0.018022576,0
2414.15,DQ,0.010262711,0
2415.7,DQ,0.0043614791,0
2417.25,DQ,0.00094372535,0
2418.8,DQ,0.019257192,0
2420.35,DQ,6.599028e-06,0
2421.9,DQ,0.0054894648,0
2423.45,DQ,0.014146452,0
2425,DQ,0.015139674,0
2426.55,DQ,0.0087820226,0
2428.1,DQ,0.0046027768,0
2429.65,DQ,0.00074558036,0
2431.2,DQ,0.0054153074,0
2432.75,DQ,0.001939941,0
2434.3,DQ,0.023904607,0
2435.85,DQ,0.002423154,0
2437.4,DQ,0.0090050846,0
2438.95,DQ,0.0062704356,0
2440.5,DQ,0.012154027,0
2442.05,DQ,0.0062893005,0
2443.6,DQ,0.00066262769,0
2445.15,DQ,0.0086041288,0
2446.7,DQ,0.013999311,0
2448.25,DQ,0.019222699,0
2449.8,DQ,0.0043995678,0
2451.35,DQ,0.011342614,0
2452.9,DQ,0.0012274494,0
2454.45,DQ,0.0042607021,0
2456,DQ,0.0050276704,0
2457.55,DQ,0.018657155,0
2459.1,DQ,0.014730568,0
2460.65,DQ,0.01595345,0
2462.2,DQ,0.00039507163,0
2463.75,DQ,0.0026708159,0
2465.3,DQ,0.015883328,0
2466.85,DQ,0.025418893,0
2468.4,DQ,0.0027337309,0
2469.95,DQ,0.0044841752,0
2471.5,DQ,0.0075298953,0
2473.05,DQ,0.010305113,0
2474.6,DQ,0.028215129,0
2476.15,DQ,0.015986847,0
2477.7,DQ,0.0058539929,0
2479.25,DQ,0.0059154546,0
2480.8,DQ,0.0096007166,0
2482.35,DQ,0.0069065765,0
2483.9,DQ,0.022746133,0
2485.45,DQ,0.00014481466,0
2487,DQ,0.016106909,0
2488.55,DQ,0.018219681,0
2490.1,DQ,0.0030190239,0
2491.65,DQ,0.00061406766,0
2493.2,DQ,0.017214276,0
2494.75,DQ,0.012002895,0
2496.3,DQ,0.011457164,0
2497.85,DQ,0.0080241319,0
2499.4,DQ,0.011738253,0
501.45,TBZ,9.3198643e-05,0
503,TBZ,0.00060089887,0
504.55,TBZ,0.0010758691,0
506.1,TBZ,0.00016932665,0
507.65,TBZ,0.0018239421,0
509.2,TBZ,0.0051710587,0
510.75,TBZ,0.0016472699,0
512.3,TBZ,0.0025661378,0
513.85,TBZ,0.0078560663,0
515.4,TBZ,0.01999962,0
516.95,TBZ,0.016456069,0
518.5,TBZ,0.036860611,0
520.05,TBZ,0.059809301,0
521.6,TBZ,0.0051863464,0
523.15,TBZ,0.013993971,0
524.7,TBZ,0.009600224,0
526.25,TBZ,0.039447941,0
527.8,TBZ,0.001961313,0
529.35,TBZ,0.14644325,0
530.9,TBZ,0.082765341,0
532.45,TBZ,0.15245773,0
534,TBZ,0.096416593,0
535.55,TBZ,0.14656563,0
537.1,TBZ,0.085909955,0
538.65,TBZ,0.35078013,0
540.2,TBZ,0.11016768,0
541.75,TBZ,0.034969755,0
543.3,TBZ,0.12136645,0
544.85,TBZ,0.20365864,0
546.4,TBZ,0.23622295,0
547.95,TBZ,0.28518277,0
549.5,TBZ,0.22519949,0
551.05,TBZ,0.13313389,0
552.6,TBZ,0.13543741,0
554.15,TBZ,0.5240944,0
555.7,TBZ,0.27567336,0
557.25,TBZ,0.427214,0
558.8,TBZ,0.39389798,0
560.35,TBZ,0.15812084,0
561.9,TBZ,0.24250656,0
563.45,TBZ,0.0025656817,0
565,TBZ,0.13500454,0
566.55,TBZ,0.21520174,0
568.1,TBZ,0.28019947,0
569.65,TBZ,0.13804033,0
571.2,TBZ,0.098827519,0
572.75,TBZ,0.12853566,0
574.3,TBZ,0.12744796,0
575.85,TBZ,0.09339077,0
577.4,TBZ,0.11590521,0
578.95,TBZ,0.075252883,0
580.5,TBZ,0.0067953281,0
582.05,TBZ,0.0066409698,0
583.6,TBZ,0.020059885,0
585.15,TBZ,0.0074570803,0
586.7,TBZ,0.017384294,0
588.25,TBZ,0.0052395295,0
589.8,TBZ,0.012820254,0
591.35,TBZ,0.012506206,0
592.9,TBZ,0.0058636456,0
594.45,TBZ,0.018766651,0
596,TBZ,8.2606908e-05,0
597.55,TBZ,0.035693504,0
599.1,TBZ,0.020008991,0
600.65,TBZ,0.022530653,0
602.2,TBZ,0.0039554923,0
603.75,TBZ,0.006161626,0
605.3,TBZ,0.031517588,0
606.85,TBZ,0.0067529059,0
608.4,TBZ,0.011971888,0
609.95,TBZ,0.027872052,0
611.5,TBZ,0.015521254,0
613.05,TBZ,0.026114073,0
614.6,TBZ,0.0049327412,0
616.15,TBZ,0.067330845,0
617.7,TBZ,0.01302757,0
619.25,TBZ,0.01616451,0
620.8,TBZ,0.023129608,0
622.35,TBZ,0.001083998,0
623.9,TBZ,0.027976882,0
625.45,TBZ,0.040790066,0
627,TBZ,0.017182959,0
628.55,TBZ,0.062674485,0
630.1,TBZ,0.021756902,0
631.65,TBZ,0.072710231,0
633.2,TBZ,0.00944658,0
634.75,TBZ,0.032545626,0
636.3,TBZ,0.049612224,0
637.85,TBZ,0.012488253,0
639.4,TBZ,0.069351099,0
640.95,TBZ,0.011644773,0
642.5,TBZ,0.0068551605,0
644.05,TBZ,0.063935623,0
645.6,TBZ,0.0056169028,0
647.15,TBZ,0.033359017,0
648.7,TBZ,0.013915618,0
650.25,TBZ,0.012622898,0
651.8,TBZ,0.023064043,0
653.35,TBZ,0.017303195,0
654.9,TBZ,0.033520281,0
656.45,TBZ,0.014900625,0
658,TBZ,0.066488691,0
659.55,TBZ,0.015131321,0
661.1,TBZ,0.027455539,0
662.65,TBZ,0.00073466677,0
664.2,TBZ,0.025312828,0
665.75,TBZ,0.011147106,0
667.3,TBZ,0.0040547904,0
668.85,TBZ,0.0052998927,0
670.4,TBZ,0.0075583407,0
671.95,TBZ,0.0073840404,0
673.5,TBZ,0.0053627151,0
675.05,TBZ,0.0058441027,0
676.6,TBZ,0.0046616336,0
678.15,TBZ,0.0037641835,0
679.7,TBZ,0.0033923956,0
681.25,TBZ,0.00040806757,0
682.8,TBZ,0.0030163103,0
684.35,TBZ,0.0027764905,0
685.9,TBZ,0.0019706429,0
687.45,TBZ,0.00011646595,0
689,TBZ,0.00014864962,0
690.55,TBZ,0.00062457891,0
692.1,TBZ,0.0024790906,0
693.65,TBZ,0.00015306743,0
695.2,TBZ,0.00066608877,0
696.75,TBZ,0.0009310852,0
698.3,TBZ,0.00012857115,0
699.85,TBZ,0.001362668,0
701.4,TBZ,0.0005242296,0
702.95,TBZ,0.0014550959,0
704.5,TBZ,0.0066248383,0
706.05,TBZ,0.00071784476,0
707.6,TBZ,0.0025190767,0
709.15,TBZ,0.00029548869,0
710.7,TBZ,0.00079563959,0
712.25,TBZ,1.5701336e-05,0
713.8,TBZ,0.0067980494,0
715.35,TBZ,0.0077234539,0
716.9,TBZ,0.011292187,0
718.45,TBZ,0.01105281,0
720,TBZ,0.0095257396,0
721.55,TBZ,0.011278185,0
723.1,TBZ,0.0075473282,0
724.65,TBZ,0.018757319,0
726.2,TBZ,0.0073299748,0
727.75,TBZ,0.018397076,0
729.3,TBZ,0.037723467,0
730.85,TBZ,0.025980026,0
732.4,TBZ,0.029632341,0
733.95,TBZ,0.0024625573,0
735.5,TBZ,0.049915746,0
737.05,TBZ,0.040881734,0
738.6,TBZ,0.038225267,0
740.15,TBZ,0.0064202761,0
741.7,TBZ,0.01571019,0
743.25,TBZ,0.022672528,0
744.8,TBZ,0.021791559,0
746.35,TBZ,0.05331507,0
747.9,TBZ,0.072923273,0
749.45,TBZ,0.051994771,0
751,TBZ,0.063780978,0
752.55,TBZ,0.056392167,0
754.1,TBZ,0.013892918,0
755.65,TBZ,0.068817876,0
757.2,TBZ,0.010198336,0
758.75,TBZ,0.013098794,0
760.3,TBZ,0.055796195,0
761.85,TBZ,0.044249807,0
763.4,TBZ,0.072645329,0
764.95,TBZ,0.091913089,0
766.5,TBZ,0.086308479,0
768.05,TBZ,0.18602851,0
769.6,TBZ,0.2109618,0
771.15,TBZ,0.18613552,0
772.7,TBZ,0.22619972,0
774.25,TBZ,0.31592709,0
775.8,TBZ,0.2920059,0
777.35,TBZ,0.27948311,0
778.9,TBZ,0.26639318,0
780.45,TBZ,0.19016233,0
782,TBZ,0.12729758,0
783.55,TBZ,0.08269076,0
785.1,TBZ,0.13173634,0
786.65,TBZ,0.048895512,0
788.2,TBZ,0.12172852,0
789.75,TBZ,0.054392159,0
791.3,TBZ,0.057027034,0
792.85,TBZ,0.018916992,0
794.4,TBZ,0.029482922,0
795.95,TBZ,0.027120655,0
797.5,TBZ,0.047999978,0
799.05,TBZ,0.034316972,0
800.6,TBZ,0.011771115,0
802.15,TBZ,0.0061477483,0
803.7,TBZ,0.013463393,0
805.25,TBZ,0.0075748949,0
806.8,TBZ,0.0019550528,0
808.35,TBZ,0.0074746381,0
809.9,TBZ,0.0025958573,0
811.45,TBZ,0.0043451507,0
813,TBZ,0.00071746681,0
814.55,TBZ,0.0033164662,0
816.1,TBZ,0.0039483379,0
817.65,TBZ,0.0093431165,0
819.2,TBZ,0.0083156135,0
820.75,TBZ,0.023254996,0
822.3,TBZ,0.0022684701,0
823.85,TBZ,0.0040010009,0
825.4,TBZ,0.020390809,0
826.95,TBZ,0.00059237127,0
828.5,TBZ,0.00084150856,0
830.05,TBZ,0.01094394,0
831.6,TBZ,0.033216279,0
833.15,TBZ,0.014246418,0
834.7,TBZ,0.018676506,0
836.25,TBZ,0.01027715,0
837.8,TBZ,0.031548005,0
839.35,TBZ,0.021349462,0
840.9,TBZ,0.054535374,0
842.45,TBZ,0.053670049,0
844,TBZ,0.061030142,0
845.55,TBZ,0.010059621,0
847.1,TBZ,0.10288987,0
848.65,TBZ,0.081963457,0
850.2,TBZ,0.051407915,0
851.75,TBZ,0.097693525,0
853.3,TBZ,0.051174395,0
854.85,TBZ,0.064739294,0
856.4,TBZ,0.11903911,0
857.95,TBZ,0.059379689,0
859.5,TBZ,0.044305187,0
861.05,TBZ,0.083784193,0
862.6,TBZ,0.032660846,0
864.15,TBZ,0.033579547,0
865.7,TBZ,0.059488516,0
867.25,TBZ,0.036447138,0
868.8,TBZ,0.017077511,0
870.35,TBZ,0.013327203,0
871.9,TBZ,0.031036777,0
873.45,TBZ,0.026577728,0
875,TBZ,0.0187515,0
876.55,TBZ,0.082489096,0
878.1,TBZ,0.040312961,0
879.65,TBZ,0.018252736,0
881.2,TBZ,0.012254992,0
882.75,TBZ,0.025654223,0
884.3,TBZ,0.0041418667,0
885.85,TBZ,0.019561393,0
887.4,TBZ,0.030325364,0
888.95,TBZ,0.024322128,0
890.5,TBZ,0.025822725,0
892.05,TBZ,0.0067861746,0
893.6,TBZ,0.020428149,0
895.15,TBZ,0.017791368,0
896.7,TBZ,0.011196563,0
898.25,TBZ,0.0018226979,0
899.8,TBZ,0.036174387,0
901.35,TBZ,0.038042381,0
902.9,TBZ,0.031039326,0
904.45,TBZ,0.071874388,0
906,TBZ,0.031376176,0
907.55,TBZ,0.047500044,0
909.1,TBZ,0.033523455,0
910.65,TBZ,0.013512238,0
912.2,TBZ,0.070495024,0
913.75,TBZ,0.014666412,0
915.3,TBZ,0.093953185,0
916.85,TBZ,0.087986872,0
918.4,TBZ,0.019146921,0
919.95,TBZ,0.140008,0
921.5,TBZ,0.07415843,0
923.05,TBZ,0.15258743,0
924.6,TBZ,0.075300612,0
926.15,TBZ,0.070583552,0
927.7,TBZ,0.14457957,0
929.25,TBZ,0.28240722,0
930.8,TBZ,0.055853199,0
932.35,TBZ,0.10686421,0
933.9,TBZ,0.16071995,0
935.45,TBZ,0.13392025,0
937,TBZ,0.068302661,0
938.55,TBZ,0.11627921,0
940.1,TBZ,0.045181356,0
941.65,TBZ,0.12824817,0
943.2,TBZ,0.024256136,0
944.75,TBZ,0.060967989,0
946.3,TBZ,0.05712112,0
947.85,TBZ,0.017871452,0
949.4,TBZ,0.09832646,0
950.95,TBZ,0.060838014,0
952.5,TBZ,0.029727848,0
954.05,TBZ,0.039340466,0
955.6,TBZ,0.0016971318,0
957.15,TBZ,0.025898028,0
958.7,TBZ,0.0073713935,0
960.25,TBZ,0.040268276,0
961.8,TBZ,0.033605836,0
963.35,TBZ,0.043143,0
964.9,TBZ,0.059574649,0
966.45,TBZ,0.14405522,0
968,TBZ,0.17745754,0
969.55,TBZ,0.043018658,0
971.1,TBZ,0.12695491,0
972.65,TBZ,0.0035155036,0
974.2,TBZ,0.00084959349,0
975.75,TBZ,0.051963761,0
977.3,TBZ,0.038818531,0
978.85,TBZ,0.021869214,0
980.4,TBZ,0.052775741,0
981.95,TBZ,0.091311648,0
983.5,TBZ,0.106479,0
985.05,TBZ,0.019553324,0
986.6,TBZ,0.016962351,0
988.15,TBZ,0.020750066,0
989.7,TBZ,0.028621156,0
991.25,TBZ,0.22067554,0
992.8,TBZ,0.015494477,0
994.35,TBZ,0.095651805,0
995.9,TBZ,0.20241162,0
997.45,TBZ,0.20978563,0
999,TBZ,0.2378796,0
1000.55,TBZ,0.027323259,1
1002.1,TBZ,0.13252063,1
1003.65,TBZ,0.13282144,1
1005.2,TBZ,0.17498313,1
1006.75,TBZ,0.14240676,1
1008.3,TBZ,0.23238868,1
1009.85,TBZ,0.1617281,1
1011.4,TBZ,0.13166459,1
1012.95,TBZ,0.14953965,1
1014.5,TBZ,0.081761658,1
1016.05,TBZ,0.39295697,1
