raman_shift_cm-1,compound,normalized_abs_IG,within_10cm-1_of_VIP
1033.1,DQ,0.07815066,0
1034.65,DQ,0.039393846,0
1036.2,DQ,0.026331495,0
1037.75,DQ,0.0095095392,0
1039.3,DQ,0.0024234697,0
1040.85,DQ,0.001532621,0
1042.4,DQ,1.8452198e-05,0
1043.95,DQ,1.9812389e-06,0
1045.5,DQ,3.8306145e-05,0
1047.05,DQ,2.3111252e-05,0
1048.6,DQ,6.3494517e-06,0
1050.15,DQ,1.8054043e-05,0
1051.7,DQ,0.00038704253,0
1053.25,DQ,0.00041900337,0
1054.8,DQ,0.0028444752,0
1056.35,DQ,0.0054026018,0
1057.9,DQ,0.007627333,0
1059.45,DQ,0.0079402421,0
1061,DQ,0.017839611,0
1062.55,DQ,0.033495143,0
1064.1,DQ,0.0064748861,0
1065.65,DQ,0.013883538,0
1067.2,DQ,0.0037243217,0
1068.75,DQ,0.095686086,0
1070.3,DQ,0.048954427,0
1071.85,DQ,0.03415503,0
1073.4,DQ,0.063823916,0
1074.95,DQ,0.035154235,0
1076.5,DQ,0.0037890994,0
1078.05,DQ,0.055975579,0
1079.6,DQ,0.05046986,0
1081.15,DQ,0.055395,0
1082.7,DQ,0.014383066,0
1084.25,DQ,0.050804213,0
1085.8,DQ,0.12103498,0
1087.35,DQ,0.040377792,0
1088.9,DQ,0.027918652,0
1090.45,DQ,0.021310663,0
1092,DQ,0.02008841,0
1093.55,DQ,0.0010219766,0
1095.1,DQ,0.0027643023,0
1096.65,DQ,0.002233369,0
1098.2,DQ,0.001443596,0
1099.75,DQ,0.0081920475,0
1101.3,DQ,0.0063318298,0
1102.85,DQ,0.0057146577,0
1104.4,DQ,0.0095375134,0
1105.95,DQ,0.013280811,0
1107.5,DQ,0.0076298849,0
1109.05,DQ,0.0052192481,0
1110.6,DQ,0.013331901,0
1112.15,DQ,0.0040964969,0
1113.7,DQ,0.0037922531,0
1115.25,DQ,0.0062723407,0
1116.8,DQ,0.056233499,0
1118.35,DQ,0.028460532,0
1119.9,DQ,0.052991122,0
1121.45,DQ,0.14702788,0
1123,DQ,0.1512444,0
1124.55,DQ,0.14368506,0
1126.1,DQ,0.0044254032,0
1127.65,DQ,0.10259236,0
1129.2,DQ,0.27847931,0
1130.75,DQ,0.33044758,0
