raman_shift_cm-1,observed_normalized,fitted_THI_component,residual_after_THI
1078.05,0.004507124796254701,0.005204723803382767,0.0
1079.6,0.004744255456079271,0.005570296003586917,0.0
1081.15,0.006555478479553654,0.007476576300225908,0.0
1082.7,0.007261315894701777,0.008281783504046694,0.0
1084.25,0.007486353998785606,0.008620458721394724,0.0
1085.8,0.008182205130351674,0.009405697558118244,0.0
1087.35,0.007694824210128275,0.00903031228895834,0.0
1088.9,0.008233065389071249,0.00967260560577543,0.0
1090.45,0.007909116015224791,0.009530393969436808,0.0
1092.0,0.00728982421352128,0.0091125748059383,0.0
1093.55,0.007319001737728491,0.009250338863696606,0.0
1095.1,0.007895160986720606,0.009903374907941223,0.0
1096.65,0.007749170069028784,0.009783019923185428,0.0
1098.2,0.008363576914418415,0.010383142151248423,0.0
1099.75,0.009077183889047116,0.011086487488493448,0.0
1101.3,0.009512876771845022,0.011535687287976451,0.0
1102.85,0.010049247871932612,0.012060189210162673,0.0
1104.4,0.010842279122464183,0.012830077190693567,0.0
1105.95,0.012266901689087192,0.014221662869059692,0.0
1107.5,0.014002961316128092,0.015882584269065556,0.0
1109.05,0.015824041490655187,0.017633312663483745,0.0
1110.6,0.017687847318038713,0.019481873982895224,0.0
1112.15,0.020037204273437484,0.021777078855936435,0.0
1113.7,0.022031245581085296,0.02372013434446534,0.0
1115.25,0.024632762886784024,0.02625914897444081,0.0
1116.8,0.027592824302635,0.02916067661602922,0.0
1118.35,0.030661168420646718,0.03217020023341744,0.0
1119.9,0.0341679455192741,0.03558086086654156,0.0
1121.45,0.038183082629064335,0.03946801550464106,0.0
1123.0,0.04152262238890025,0.04271928462317622,0.0
1124.55,0.04587165188091679,0.0468745604326878,0.0
1126.1,0.05080874640820797,0.051567186781241656,0.0
1127.65,0.054350653397841196,0.05499959819289459,0.0
1129.2,0.05787495778186062,0.05834030077983392,0.0
1130.75,0.06115977145192289,0.06147214614679251,0.0
1132.3,0.06464386949660465,0.0648094277271416,0.0
1133.85,0.06742197317187601,0.06744901860692638,0.0
1135.4,0.06887611528617218,0.06878414632690799,9.196895926419368e-05
1136.95,0.06969101325373606,0.06952321359106407,0.00016779966267198299
1138.5,0.06981974291281184,0.06957979036086498,0.00023995255194686482
1140.05,0.06911508144016527,0.06882572203444752,0.000289359405717754
1141.6,0.06754585278801238,0.06721011414876275,0.00033573863924962755
1143.15,0.06482040187806444,0.06450846424958499,0.0003119376284794473
1144.7,0.06064673080735341,0.06049724049886905,0.00014949030848435824
1146.25,0.05694978051726066,0.05686661146695214,8.316905030852223e-05
1147.8,0.0530281080328211,0.05309740914801535,0.0
1149.35,0.04843412582327185,0.048711241990836214,0.0
1150.9,0.04373253678995528,0.04418940587755742,0.0
1152.45,0.03924533202017787,0.039842936544691676,0.0
1154.0,0.0343436228671606,0.03513317757426137,0.0
1155.55,0.030482293478847327,0.031359103222507324,0.0
1157.1,0.02703680974901904,0.027938431576431014,0.0
1158.65,0.024053805396163835,0.024965622551149196,0.0
1160.2,0.021289285726080485,0.02216684690821074,0.0
1161.75,0.018562647688418095,0.019301942329962078,0.0
1163.3,0.016812926359831597,0.01732345284263278,0.0
1164.85,0.01445577821722903,0.014785609754832257,0.0
1166.4,0.013081996078937173,0.01312497054485403,0.0
1167.95,0.012071038100531624,0.011802493544301669,0.0002685445562299552
1169.5,0.010946995862655958,0.010385923737321175,0.0005610721253347835
1171.05,0.009792025109869918,0.00893825312014341,0.0008537719897265088
1172.6,0.00888533594831784,0.007787577198749214,0.0010977587495686267
1174.15,0.008398726489570131,0.007066325564659928,0.0013324009249102032
1175.7,0.007559835083329909,0.006208019645331706,0.001351815437998203
1177.25,0.00650406644715441,0.005164950608216915,0.001339115838937495
1178.8,0.005406284812075178,0.004187147748805272,0.0012191370632699062
1180.35,0.0046673547285314846,0.00362994471458977,0.0010374100139417144
1181.9,0.0038142504507866254,0.0030203386709087695,0.0007939117798778559
1183.45,0.002728591273516751,0.0021945323564313154,0.0005340589170854358
1185.0,0.0019725196377060055,0.0016346688894598826,0.00033785074824612283
1186.55,0.001457941971099641,0.0012626116663823949,0.00019533030471724608
1188.1,0.0009750123367820231,0.0009000658260681543,7.494651071386876e-05
1189.65,0.0005454561611494264,0.0005290552313494414,1.6400929799985017e-05
1191.2,0.00047242162393193877,0.0005620216005801162,0.0
1192.75,0.0,2.083593906689931e-05,0.0
1194.3,0.0,0.0,0.0
1195.85,0.0,0.0,0.0
1197.4,0.0,0.0,0.0
1198.95,0.0,0.0,0.0
1200.5,0.0,0.0,0.0
1202.05,0.0,0.0,0.0
1203.6,0.0,0.0,0.0
1205.15,0.0,0.0,0.0
1206.7,0.0,0.00044851129300796133,0.0
1208.25,0.0,0.001060074698310932,0.0
1209.8,0.00032532664646707195,0.0016700855613456917,0.0
1211.35,0.0006589371873704024,0.0019077368048956655,0.0
1212.9,0.0010508936056546538,0.00218090968313583,0.0
1214.45,0.0018487338335867569,0.0028272515322118334,0.0
1216.0,0.0029451694842556153,0.003752743872410623,0.0
