method,median_fold_error,rmse_log2,mean_recovery_pct,median_recovery_pct,within_1_25x_pct,within_1_5x_pct,within_2x_pct,mae_uM,bias_DQ_uM,bias_TBZ_uM,bias_THI_uM
pure_calibration,1.8356119271875235,1.128557862328313,138.85370832336778,104.87602347742995,23.958333333333336,33.85416666666667,55.729166666666664,6.208769641974535,-5.119647030036643,-3.0595436394216153,5.970417937801151
ridge_residual,1.4422494384472726,0.7885585261130253,112.21005548118231,89.06138391581023,31.770833333333332,54.166666666666664,79.6875,4.522037148778298,-2.0560705602665683,0.7303018884970731,-1.4496006346200998
neural_residual,1.2967178347288382,0.6727185132434192,109.43726870693575,99.85268519949841,43.75,67.70833333333334,84.89583333333334,3.166050732351266,-1.5460294435926945,-0.5707348326913444,0.12683802024829416
